cell_index,name,domain,move,attack,defense,hp,firepower,cost,prereq,icon,sprite,sound_select1,sound_move,sound_attack
99,Hypaspists Elite,0,2,7a,7d,15h,1f,7,ADVANCE_HEXTAPUL,ICON_UNIT_HYPASPISTS_ELITE,SPRITE_HYPASPISTS_ELITE,SOUND_SELECT1_HYPASPISTS_ELITE,SOUND_MOVE_HYPASPISTS_ELITE,SOUND_ATTACK_HYPASPISTS_ELITE
100,Hypaspists Orcs,0,1,7a,6d,13h,1f,5,ADVANCE_BARRACKS_ORCS,ICON_UNIT_HYPASPISTS_ORCS,SPRITE_HYPASPISTS_ORCS,SOUND_SELECT1_HYPASPISTS_ORCS,SOUND_MOVE_HYPASPISTS_ORCS,SOUND_ATTACK_HYPASPISTS_ORCS
101,Pezheteroi,0,2,6a,9d,15h,2f,6,ADVANCE_REPUBLIC_GONDOR,ICON_UNIT_PEZHETEROI,SPRITE_PEZHETEROI,SOUND_SELECT1_PEZHETEROI,SOUND_MOVE_PEZHETEROI,SOUND_ATTACK_PEZHETEROI
102,Legion,0,1,7a,7d,15h,2f,7,ADVANCE_IRON_WORKING,ICON_UNIT_LEGION,SPRITE_LEGION,SOUND_SELECT1_LEGION,SOUND_MOVE_LEGION,SOUND_ATTACK_LEGION
103,Legion Elite,0,2,8a,8d,17h,2f,10,ADVANCE_BUREAUCRACY_EASTERLING,ICON_UNIT_LEGION_ELITE,SPRITE_LEGION_ELITE,SOUND_SELECT1_LEGION_ELITE,SOUND_MOVE_LEGION_ELITE,SOUND_ATTACK_LEGION_ELITE
104,Legion Isengard,0,2,8a,7d,15h,2f,7,ADVANCE_IRON_WORKING_ISENGARD,ICON_UNIT_LEGION_ISENGARD,SPRITE_LEGION_ISENGARD,SOUND_SELECT1_LEGION_ISENGARD,SOUND_MOVE_LEGION_ISENGARD,SOUND_ATTACK_LEGION_ISENGARD
105,Legion Orcs,0,1,8a,8d,15h,2f,7,ADVANCE_IRON_WORKING_ORCS,ICON_UNIT_LEGION_ORCS,SPRITE_LEGION_ORCS,SOUND_SELECT1_LEGION_ORCS,SOUND_MOVE_LEGION_ORCS,SOUND_ATTACK_LEGION_ORCS
106,Legion Dwarves,0,1,7a,9d,15h,2f,7,ADVANCE_IRON_WORKING_DWARVES,ICON_UNIT_LEGION_DWARVES,SPRITE_LEGION_DWARVES,SOUND_SELECT1_LEGION_DWARVES,SOUND_MOVE_LEGION_DWARVES,SOUND_ATTACK_LEGION_DWARVES
107,Man At Arms,0,1,10a,8d,16h,2f,10,ADVANCE_DICTATORSHIP,ICON_UNIT_MAN_AT_ARMS,SPRITE_MAN_AT_ARMS,SOUND_SELECT1_MAN_AT_ARMS,SOUND_MOVE_MAN_AT_ARMS,SOUND_ATTACK_MAN_AT_ARMS
108,Man At Arms Elite,0,2,10a,10d,18h,2f,13,ADVANCE_DICTATORSHIP_HARADRIM,ICON_UNIT_MAN_AT_ARMS_ELITE,SPRITE_MAN_AT_ARMS_ELITE,SOUND_SELECT1_MAN_AT_ARMS_ELITE,SOUND_MOVE_MAN_AT_ARMS_ELITE,SOUND_ATTACK_MAN_AT_ARMS_ELITE
109,Man At Arms Orcs,0,1,11a,9d,16h,2f,9,ADVANCE_DICTATORSHIP_ORCS,ICON_UNIT_MAN_AT_ARMS_ORCS,SPRITE_MAN_AT_ARMS_ORCS,SOUND_SELECT1_MAN_AT_ARMS_ORCS,SOUND_MOVE_MAN_AT_ARMS_ORCS,SOUND_ATTACK_MAN_AT_ARMS_ORCS
110,Praetorians,0,2,10a,11d,18h,2f,9,ADVANCE_DICTATORSHIP_ARNOR,ICON_UNIT_PRAETORIANS,SPRITE_PRAETORIANS,SOUND_SELECT1_PRAETORIANS,SOUND_MOVE_PRAETORIANS,SOUND_ATTACK_PRAETORIANS
111,Pikemen,0,1,8a,12d,17h,2f,15,ADVANCE_TRIBUNAL_EMPIRE,ICON_UNIT_PIKEMEN,SPRITE_PIKEMEN,SOUND_SELECT1_PIKEMEN,SOUND_MOVE_PIKEMEN,SOUND_ATTACK_PIKEMEN
112,Pikemen Elite,0,2,10a,12d,18h,2f,21,ADVANCE_TRIBUNAL_EMPIRE_EASTERLING,ICON_UNIT_PIKEMEN_ELITE,SPRITE_PIKEMEN_ELITE,SOUND_SELECT1_PIKEMEN_ELITE,SOUND_MOVE_PIKEMEN_ELITE,SOUND_ATTACK_PIKEMEN_ELITE
113,Pikemen Orcs,0,1,10a,12d,17h,2f,11,ADVANCE_TRIBUNAL_EMPIRE_ORCS,ICON_UNIT_PIKEMEN_ORCS,SPRITE_PIKEMEN_ORCS,SOUND_SELECT1_PIKEMEN_ORCS,SOUND_MOVE_PIKEMEN_ORCS,SOUND_ATTACK_PIKEMEN_ORCS
114,Spearman Militia,0,1,3a,3d,40h,1f,7,ADVANCE_HEXTAPUL,ICON_UNIT_SPEARMAN_MILITIA,SPRITE_SPEARMAN,SOUND_SELECT1_SPEARMAN_MILITIA,SOUND_MOVE_SPEARMAN_MILITIA,SOUND_ATTACK_SPEARMAN_MILITIA
115,Hoplite Militia,0,1,5a,5d,40h,1f,12,ADVANCE_HEXTAPUL,ICON_UNIT_HOPLITE_MILITIA,SPRITE_HOPLITE,SOUND_SELECT1_HOPLITE_MILITIA,SOUND_MOVE_HOPLITE_MILITIA,SOUND_ATTACK_HOPLITE_MILITIA
116,Legion Militia,0,1,7a,7d,30h,2f,18,ADVANCE_HEXTAPUL,ICON_UNIT_LEGION_MILITIA,SPRITE_LEGION,SOUND_SELECT1_LEGION_MILITIA,SOUND_MOVE_LEGION_MILITIA,SOUND_ATTACK_LEGION_MILITIA
117,Man At Arms Militia,0,1,8a,8d,40h,2f,24,ADVANCE_HEXTAPUL,ICON_UNIT_MAN_AT_ARMS_MILITIA,SPRITE_MAN_AT_ARMS,SOUND_SELECT1_MAN_AT_ARMS_MILITIA,SOUND_MOVE_MAN_AT_ARMS_MILITIA,SOUND_ATTACK_MAN_AT_ARMS_MILITIA
118,Slinger,0,1,1a,1d,8h,1f,4,ADVANCE_PROJECTILE_WEAPONS,ICON_UNIT_SLINGER,SPRITE_SLINGER,SOUND_SELECT1_SLINGER,SOUND_MOVE_SLINGER,SOUND_ATTACK_SLINGER
119,Slinger Orcs,0,1,1a,1d,8h,1f,4,ADVANCE_PROJECTILE_WEAPONS_ORCS,ICON_UNIT_SLINGER_ORCS,SPRITE_SLINGER_ORCS,SOUND_SELECT1_SLINGER_ORCS,SOUND_MOVE_SLINGER_ORCS,SOUND_ATTACK_SLINGER_ORCS
120,Slinger Elves,0,1,1a,1d,8h,1f,4,ADVANCE_PROJECTILE_WEAPONS_ELVES,ICON_UNIT_SLINGER_ELVES,SPRITE_SLINGER_ELVES,SOUND_SELECT1_SLINGER_ELVES,SOUND_MOVE_SLINGER_ELVES,SOUND_ATTACK_SLINGER_ELVES
121,Slavemaster,0,1,1a,1d,8h,1f,7,ADVANCE_COPPER_SMELTING_EVIL,ICON_UNIT_SLAVEMASTER,SPRITE_SLAVEMASTER,SOUND_SELECT1_SLAVEMASTER,SOUND_MOVE_SLAVEMASTER,SOUND_ATTACK_SLAVEMASTER
122,Archer,0,1,2a,2d,8h,1f,6,ADVANCE_ARCHERY,ICON_UNIT_ARCHER,SPRITE_ARCHER,SOUND_SELECT1_ARCHER,SOUND_MOVE_ARCHER,SOUND_ATTACK_ARCHER
123,Archer Orcs,0,1,2a,2d,8h,1f,5,ADVANCE_ARCHERY_ORCS,ICON_UNIT_ARCHER_ORCS,SPRITE_ARCHER_ORCS,SOUND_SELECT1_ARCHER_ORCS,SOUND_MOVE_ARCHER_ORCS,SOUND_ATTACK_ARCHER_ORCS
124,Archer Elves,0,1,2a,2d,8h,1f,5,ADVANCE_ARCHERY_ELVES,ICON_UNIT_ARCHER_ELVES,SPRITE_ARCHER_ELVES,SOUND_SELECT1_ARCHER_ELVES,SOUND_MOVE_ARCHER_ELVES,SOUND_ATTACK_ARCHER_ELVES
125,Composite Archer,0,1,2a,2d,10h,2f,10,ADVANCE_COMPOSITE_BOW,ICON_UNIT_COMPOSITE_ARCHER,SPRITE_COMPOSITE_ARCHER,SOUND_SELECT1_COMPOSITE_ARCHER,SOUND_MOVE_COMPOSITE_ARCHER,SOUND_ATTACK_COMPOSITE_ARCHER
126,Composite Archer Orcs,0,1,2a,2d,10h,2f,9,ADVANCE_COMPOSITE_BOW_ORCS,ICON_UNIT_COMPOSITE_ARCHER_ORCS,SPRITE_COMPOSITE_ARCHER_ORCS,SOUND_SELECT1_COMPOSITE_ARCHER_ORCS,SOUND_MOVE_COMPOSITE_ARCHER_ORCS,SOUND_ATTACK_COMPOSITE_ARCHER_ORCS
127,Composite Archer Elves,0,1,3a,3d,10h,2f,8,ADVANCE_COMPOSITE_BOW_ELVES,ICON_UNIT_COMPOSITE_ARCHER_ELVES,SPRITE_COMPOSITE_ARCHER_ELVES,SOUND_SELECT1_COMPOSITE_ARCHER_ELVES,SOUND_MOVE_COMPOSITE_ARCHER_ELVES,SOUND_ATTACK_COMPOSITE_ARCHER_ELVES
128,Crossbowman,0,1,1a,1d,12h,2f,12,ADVANCE_SIEGE_WEAPONS,ICON_UNIT_CROSSBOWMAN,SPRITE_CROSSBOWMAN,SOUND_SELECT1_CROSSBOWMAN,SOUND_MOVE_CROSSBOWMAN,SOUND_ATTACK_CROSSBOWMAN
129,Crossbowman Elves,0,1,4a,4d,15h,2f,11,ADVANCE_SIEGE_WEAPONS_ELVES,ICON_UNIT_CROSSBOWMAN_ELVES,SPRITE_CROSSBOWMAN_ELVES,SOUND_SELECT1_CROSSBOWMAN_ELVES,SOUND_MOVE_CROSSBOWMAN_ELVES,SOUND_ATTACK_CROSSBOWMAN_ELVES
130,Coracle,2,5,2a,2d,10h,1f,2,ADVANCE_SHIP_BUILDING,ICON_UNIT_CORACLE,SPRITE_CORACLE,SOUND_SELECT1_CORACLE,SOUND_MOVE_CORACLE,SOUND_ATTACK_CORACLE
131,Bireme,2,5,3a,3d,12h,1f,4,ADVANCE_SAILS,ICON_UNIT_BIREME,SPRITE_BIREME,SOUND_SELECT1_BIREME,SOUND_MOVE_BIREME,SOUND_ATTACK_BIREME
132,Bireme Haradrim,2,5,4a,4d,12h,1f,4,ADVANCE_SAILS_HARADRIM,ICON_UNIT_BIREME_HARADRIM,SPRITE_BIREME_HARADRIM,SOUND_SELECT1_BIREME_HARADRIM,SOUND_MOVE_BIREME_HARADRIM,SOUND_ATTACK_BIREME_HARADRIM
133,Trireme,2,3,5a,5d,15h,2f,6,ADVANCE_ALCHEMY,ICON_UNIT_TRIREME,SPRITE_TRIREME,SOUND_SELECT1_TRIREME,SOUND_MOVE_TRIREME,SOUND_ATTACK_TRIREME
134,Heptireme,2,8,6a,6d,15h,2f,7,ADVANCE_ALCHEMY_HARADRIM,ICON_UNIT_HEPTIREME,SPRITE_HEPTIREME,SOUND_SELECT1_HEPTIREME,SOUND_MOVE_HEPTIREME,SOUND_ATTACK_HEPTIREME
135,Dromon,2,8,7a,7d,15h,2f,12,ADVANCE_OCEAN_FARING,ICON_UNIT_DROMON,SPRITE_DROMON,SOUND_SELECT1_DROMON,SOUND_MOVE_DROMON,SOUND_ATTACK_DROMON
136,Longship,2,10,8a,8d,15h,2f,10,ADVANCE_OCEAN_FARING_HARADRIM,ICON_UNIT_LONGSHIP,SPRITE_LONGSHIP,SOUND_SELECT1_LONGSHIP,SOUND_MOVE_LONGSHIP,SOUND_ATTACK_LONGSHIP
138,Caravan,0,1,0a,0d,10h,0f,6,ADVANCE_TRADE,ICON_UNIT_CARAVAN,SPRITE_WARRIOR,SOUND_SELECT1_CARAVAN,SOUND_MOVE_CARAVAN,SOUND_ATTACK_CARAVAN
139,Merchant Trader,0,1,0a,0d,10h,0f,11,ADVANCE_TRIBUNAL_EMPIRE,ICON_UNIT_MERCHANT_TRADER,SPRITE_WARRIOR,SOUND_SELECT1_MERCHANT_TRADER,SOUND_MOVE_MERCHANT_TRADER,SOUND_ATTACK_MERCHANT_TRADER
140,Prophet,0,2,0a,2d,10h,1f,5,ADVANCE_ASTRONOMY_ISENGARD,ICON_UNIT_PROPHET,SPRITE_PROPHET,SOUND_SELECT1_PROPHET,SOUND_MOVE_PROPHET,SOUND_ATTACK_PROPHET
141,Cleric,0,3,0a,2d,10h,1f,10,ADVANCE_TRIBUNAL_EMPIRE_ISENGARD,ICON_UNIT_CLERIC,SPRITE_CLERIC,SOUND_SELECT1_CLERIC,SOUND_MOVE_CLERIC,SOUND_ATTACK_CLERIC
142,Diplomat,0,2,0a,2d,10h,1f,4,ADVANCE_DYNASTY,ICON_UNIT_DIPLOMAT,SPRITE_DIPLOMAT,SOUND_SELECT1_DIPLOMAT,SOUND_MOVE_DIPLOMAT,SOUND_ATTACK_DIPLOMAT
143,Emissary,0,1,0a,2d,10h,1f,7,ADVANCE_OLIGARCHY_HOBBITS,ICON_UNIT_EMISSARY,SPRITE_EMISSARY,SOUND_SELECT1_EMISSARY,SOUND_MOVE_EMISSARY,SOUND_ATTACK_EMISSARY
144,Assassin,0,3,0a,2d,10h,1f,18,ADVANCE_OLIGARCHY,ICON_UNIT_ASSASSIN,SPRITE_ASSASSIN,SOUND_SELECT1_ASSASSIN,SOUND_MOVE_ASSASSIN,SOUND_ATTACK_ASSASSIN
145,Spy,0,2,0a,2d,10h,1f,12,ADVANCE_REPUBLIC,ICON_UNIT_SPY,SPRITE_SPY,SOUND_SELECT1_SPY,SOUND_MOVE_SPY,SOUND_ATTACK_SPY
146,Nomad,0,1,0a,2d,10h,1f,7,nil,ICON_UNIT_NOMAD,SPRITE_NOMAD,SOUND_SELECT1_NOMAD,SOUND_MOVE_NOMAD,SOUND_ATTACK_NOMAD
147,Settler,0,3,1a,5d,10h,1f,20,ADVANCE_TRIBUNAL_EMPIRE,ICON_UNIT_SETTLER,SPRITE_SETTLER,SOUND_SELECT1_SETTLER,SOUND_MOVE_SETTLER,SOUND_ATTACK_SETTLER
148,Plunder,0,1,0a,1d,5h,1f,1,ADVANCE_HEXTAPUL,ICON_UNIT_PLUNDER,SPRITE_PLUNDER,SOUND_SELECT1_PLUNDER,SOUND_MOVE_PLUNDER,SOUND_ATTACK_PLUNDER
149,Plunder Ii,0,1,0a,1d,5h,1f,2,ADVANCE_HEXTAPUL,ICON_UNIT_PLUNDER_II,SPRITE_PLUNDER_II,SOUND_SELECT1_PLUNDER_II,SOUND_MOVE_PLUNDER_II,SOUND_ATTACK_PLUNDER_II
150,Plunder Iii,0,1,0a,1d,5h,1f,3,ADVANCE_HEXTAPUL,ICON_UNIT_PLUNDER_III,SPRITE_PLUNDER_III,SOUND_SELECT1_PLUNDER_III,SOUND_MOVE_PLUNDER_III,SOUND_ATTACK_PLUNDER_III
151,Plunder Iv,0,10,0a,1d,5h,1f,20,ADVANCE_ONE_RING,ICON_UNIT_PLUNDER_IV,SPRITE_PLUNDER_IV,SOUND_SELECT1_PLUNDER_IV,SOUND_MOVE_PLUNDER_IV,SOUND_ATTACK_PLUNDER_IV
152,Slaver,0,2,0a,2d,10h,1f,4,ADVANCE_SLAVE_LABOR_EVIL,ICON_UNIT_SLAVER,SPRITE_SLAVER,SOUND_SELECT1_SLAVER,SOUND_MOVE_SLAVER,SOUND_ATTACK_SLAVER
153,Hurricane,2,6,1a,1d,8h,3f,7,ADVANCE_ARCHERY_ISENGARD,ICON_UNIT_HURRICANE,SPRITE_HURRICANE,SOUND_SELECT1_HURRICANE,SOUND_MOVE_HURRICANE,SOUND_ATTACK_HURRICANE
154,Great General,0,3,7a,7d,20h,2f,15,ADVANCE_HEXTAPUL,ICON_UNIT_GREAT_GENERAL,SPRITE_GREAT_GENERAL,SOUND_SELECT1_GREAT_GENERAL,SOUND_MOVE_GREAT_GENERAL,SOUND_ATTACK_GREAT_GENERAL
155,Hero,0,3,9a,9d,30h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_HERO,SPRITE_HERO,SOUND_SELECT1_HERO,SOUND_MOVE_HERO,SOUND_ATTACK_HERO
156,Abolitionist,0,3,0a,1d,10h,1f,6,ADVANCE_PHILOSOPHY_GOOD,ICON_UNIT_ABOLITIONIST,SPRITE_ABOLITIONIST,SOUND_SELECT1_ABOLITIONIST,SOUND_MOVE_ABOLITIONIST,SOUND_ATTACK_ABOLITIONIST
157,Aircraft Carrier,2,12,6a,10d,20h,2f,35,ADVANCE_NAVAL_AVIATION,ICON_UNIT_AIRCRAFT_CARRIER,SPRITE_AIRCRAFT_CARRIER,SOUND_SELECT1_AIRCRAFT_CARRIER,SOUND_MOVE_AIRCRAFT_CARRIER,SOUND_ATTACK_AIRCRAFT_CARRIER
158,Arquebusier,0,1,8a,7d,18h,2f,8,ADVANCE_GUNPOWDER,ICON_UNIT_ARQUEBUSIER,SPRITE_ARQUEBUSIER,SOUND_SELECT1_ARQUEBUSIER,SOUND_MOVE_ARQUEBUSIER,SOUND_ATTACK_ARQUEBUSIER
159,Artillery,0,2,3a,5d,15h,3f,17,ADVANCE_EXPLOSIVES,ICON_UNIT_ARTILLERY,SPRITE_ARTILLERY,SOUND_SELECT1_ARTILLERY,SOUND_MOVE_ARTILLERY,SOUND_ATTACK_ARTILLERY
160,Battleship,2,12,13a,11d,20h,4f,42,ADVANCE_ADV_NAVAL_TACTICS,ICON_UNIT_BATTLESHIP,SPRITE_BATTLESHIP,SOUND_SELECT1_BATTLESHIP,SOUND_MOVE_BATTLESHIP,SOUND_ATTACK_BATTLESHIP
161,Bomber,1,10,7a,7d,15h,3f,26,ADVANCE_JET_PROPULSION,ICON_UNIT_BOMBER,SPRITE_BOMBER,SOUND_SELECT1_BOMBER,SOUND_MOVE_BOMBER,SOUND_ATTACK_BOMBER
162,Cannon,0,1,2a,3d,12h,3f,12,ADVANCE_CANNON_MAKING,ICON_UNIT_CANNON,SPRITE_CANNON,SOUND_SELECT1_CANNON,SOUND_MOVE_CANNON,SOUND_ATTACK_CANNON
163,Cargo Helicopter,1,6,0a,2d,15h,1f,17,ADVANCE_VERTICAL_FLIGHT_AIRCRAFT,ICON_UNIT_CARGO_HELICOPTER,SPRITE_CARGO_HELICOPTER,SOUND_SELECT1_CARGO_HELICOPTER,SOUND_MOVE_CARGO_HELICOPTER,SOUND_ATTACK_CARGO_HELICOPTER
164,Carrack,2,6,2a,2d,10h,1f,5,ADVANCE_COMPASS,ICON_UNIT_CARRACK,SPRITE_GALLEY,SOUND_SELECT1_CARRACK,SOUND_MOVE_CARRACK,SOUND_ATTACK_CARRACK
165,Cavalry,0,5,9a,6d,18h,3f,14,ADVANCE_CAVALRY_TACTICS,ICON_UNIT_CAVALRY,SPRITE_CAVALRY,SOUND_SELECT1_CAVALRY,SOUND_MOVE_CAVALRY,SOUND_ATTACK_CAVALRY
166,Corporate Branch,0,3,0a,2d,10h,1f,17,ADVANCE_CORPORATION,ICON_UNIT_CORPORATE_BRANCH,SPRITE_CORPORATE_BRANCH,SOUND_SELECT1_CORPORATE_BRANCH,SOUND_MOVE_CORPORATE_BRANCH,SOUND_ATTACK_CORPORATE_BRANCH
167,Crawler,2,12,0a,2d,20h,1f,45,ADVANCE_ULTRAPRESSURE_MACHINERY,ICON_UNIT_CRAWLER,SPRITE_CRAWLER,SOUND_SELECT1_CRAWLER,SOUND_MOVE_CRAWLER,SOUND_ATTACK_CRAWLER
168,Cruise Missile,1,10,13a,2d,10h,1f,21,ADVANCE_GUIDED_WEAPON_SYSTEMS,ICON_UNIT_CRUISE_MISSILE,SPRITE_CRUISE_MISSILE,SOUND_SELECT1_CRUISE_MISSILE,SOUND_MOVE_CRUISE_MISSILE,SOUND_ATTACK_CRUISE_MISSILE
169,Cyber Ninja,0,4,0a,2d,15h,1f,30,ADVANCE_NEURAL_INTERFACE,ICON_UNIT_CYBER_NINJA,SPRITE_CYBER_NINJA,SOUND_SELECT1_CYBER_NINJA,SOUND_MOVE_CYBER_NINJA,SOUND_ATTACK_CYBER_NINJA
170,Destroyer,2,16,11a,9d,20h,4f,25,ADVANCE_MASS_PRODUCTION,ICON_UNIT_DESTROYER,SPRITE_DESTROYER,SOUND_SELECT1_DESTROYER,SOUND_MOVE_DESTROYER,SOUND_ATTACK_DESTROYER
171,Dreadnaught,2,12,20a,17d,25h,6f,70,ADVANCE_SMART_MATERIALS,ICON_UNIT_DREADNAUGHT,SPRITE_DREADNAUGHT,SOUND_SELECT1_DREADNAUGHT,SOUND_MOVE_DREADNAUGHT,SOUND_ATTACK_DREADNAUGHT
172,Eco Ranger,0,3,0a,2d,15h,1f,45,ADVANCE_ECOTOPIA,ICON_UNIT_ECO_RANGER,SPRITE_ECO_RANGER,SOUND_SELECT1_ECO_RANGER,SOUND_MOVE_ECO_RANGER,SOUND_ATTACK_ECO_RANGER
173,Eco Terrorist,0,4,0a,2d,15h,1f,40,ADVANCE_ECOTOPIA,ICON_UNIT_ECO_TERRORIST,SPRITE_ECO_TERRORIST,SOUND_SELECT1_ECO_TERRORIST,SOUND_MOVE_ECO_TERRORIST,SOUND_ATTACK_ECO_TERRORIST
174,Empathic Diplomat,0,3,0a,2d,10h,1f,17,ADVANCE_EUGENICS,ICON_UNIT_EMPATHIC_DIPLOMAT,SPRITE_EMPATHIC_DIPLOMAT,SOUND_SELECT1_EMPATHIC_DIPLOMAT,SOUND_MOVE_EMPATHIC_DIPLOMAT,SOUND_ATTACK_EMPATHIC_DIPLOMAT
175,Fascist,0,2,13a,9d,23h,3f,12,ADVANCE_FASCISM,ICON_UNIT_FASCIST,SPRITE_FASCIST,SOUND_SELECT1_FASCIST,SOUND_MOVE_FASCIST,SOUND_ATTACK_FASCIST
176,Fighter,1,8,10a,9d,20h,3f,17,ADVANCE_AERODYNAMICS,ICON_UNIT_FIGHTER,SPRITE_FIGHTER,SOUND_SELECT1_FIGHTER,SOUND_MOVE_FIGHTER,SOUND_ATTACK_FIGHTER
177,Frigate,2,10,10a,8d,20h,4f,23,ADVANCE_MASS_PRODUCTION,ICON_UNIT_FRIGATE,SPRITE_FRIGATE,SOUND_SELECT1_FRIGATE,SOUND_MOVE_FRIGATE,SOUND_ATTACK_FRIGATE
178,Fusion Tank,2,6,14a,13d,23h,4f,60,ADVANCE_FUSION,ICON_UNIT_FUSION_TANK,SPRITE_FUSION_TANK,SOUND_SELECT1_FUSION_TANK,SOUND_MOVE_FUSION_TANK,SOUND_ATTACK_FUSION_TANK
179,Galleon,2,8,7a,5d,15h,2f,10,ADVANCE_CHRONOMETER,ICON_UNIT_GALLEON,SPRITE_GALLEON,SOUND_SELECT1_GALLEON,SOUND_MOVE_GALLEON,SOUND_ATTACK_GALLEON
180,Hover Infantry,0,4,17a,14d,25h,4f,28,ADVANCE_CHAOS_THEORY,ICON_UNIT_HOVER_INFANTRY,SPRITE_HOVER_INFANTRY,SOUND_SELECT1_HOVER_INFANTRY,SOUND_MOVE_HOVER_INFANTRY,SOUND_ATTACK_HOVER_INFANTRY
181,Infantryman,0,1,9a,8d,18h,3f,11,ADVANCE_FLINTLOCK,ICON_UNIT_INFANTRYMAN,SPRITE_INFANTRYMAN,SOUND_SELECT1_INFANTRYMAN,SOUND_MOVE_INFANTRYMAN,SOUND_ATTACK_INFANTRYMAN
182,Infector,0,3,0a,2d,15h,1f,35,ADVANCE_NANO_WARFARE,ICON_UNIT_INFECTOR,SPRITE_INFECTOR,SOUND_SELECT1_INFECTOR,SOUND_MOVE_INFECTOR,SOUND_ATTACK_INFECTOR
183,Interceptor,1,12,13a,13d,20h,4f,29,ADVANCE_SUPERSONIC_FLIGHT,ICON_UNIT_INTERCEPTOR,SPRITE_INTERCEPTOR,SOUND_SELECT1_INTERCEPTOR,SOUND_MOVE_INTERCEPTOR,SOUND_ATTACK_INTERCEPTOR
184,Ironclad,2,8,8a,8d,18h,3f,17,ADVANCE_INDUSTRIAL_REVOLUTION,ICON_UNIT_IRONCLAD,SPRITE_IRONCLAD,SOUND_SELECT1_IRONCLAD,SOUND_MOVE_IRONCLAD,SOUND_ATTACK_IRONCLAD
185,Kraken,2,12,16a,12d,25h,5f,52,ADVANCE_GENETIC_TAILORING,ICON_UNIT_KRAKEN,SPRITE_KRAKEN,SOUND_SELECT1_KRAKEN,SOUND_MOVE_KRAKEN,SOUND_ATTACK_KRAKEN
186,Lawyer,0,3,0a,2d,10h,1f,17,ADVANCE_CRIMINAL_CODE,ICON_UNIT_LAWYER,SPRITE_LAWYER,SOUND_SELECT1_LAWYER,SOUND_MOVE_LAWYER,SOUND_ATTACK_LAWYER
187,Leviathon,0,1,12a,20d,25h,5f,70,ADVANCE_UNIFIED_PHYSICS,ICON_UNIT_LEVIATHON,SPRITE_LEVIATHON,SOUND_SELECT1_LEVIATHON,SOUND_MOVE_LEVIATHON,SOUND_ATTACK_LEVIATHON
188,Machine Gunner,0,2,12a,10d,20h,3f,14,ADVANCE_MASS_PRODUCTION,ICON_UNIT_MACHINE_GUNNER,SPRITE_MACHINE_GUNNER,SOUND_SELECT1_MACHINE_GUNNER,SOUND_MOVE_MACHINE_GUNNER,SOUND_ATTACK_MACHINE_GUNNER
189,Marine,0,3,14a,11d,23h,3f,17,ADVANCE_ADV_INFANTRY_TACTICS,ICON_UNIT_MARINE,SPRITE_MARINE,SOUND_SELECT1_MARINE,SOUND_MOVE_MARINE,SOUND_ATTACK_MARINE
190,Mobile Sam,0,4,4a,6d,15h,3f,23,ADVANCE_RADAR,ICON_UNIT_MOBILE_SAM,SPRITE_MOBILE_SAM,SOUND_SELECT1_MOBILE_SAM,SOUND_MOVE_MOBILE_SAM,SOUND_ATTACK_MOBILE_SAM
191,Morey Striker,2,16,12a,16d,20h,4f,40,ADVANCE_GENETICS,ICON_UNIT_MOREY_STRIKER,SPRITE_MOREY_STRIKER,SOUND_SELECT1_MOREY_STRIKER,SOUND_MOVE_MOREY_STRIKER,SOUND_ATTACK_MOREY_STRIKER
192,Nuclear Submarine,2,10,10a,8d,15h,4f,21,ADVANCE_NUCLEAR_POWER,ICON_UNIT_NUCLEAR_SUBMARINE,SPRITE_NUCLEAR_SUBMARINE,SOUND_SELECT1_NUCLEAR_SUBMARINE,SOUND_MOVE_NUCLEAR_SUBMARINE,SOUND_ATTACK_NUCLEAR_SUBMARINE
193,Nuke,1,20,200a,2d,10h,1f,40,ADVANCE_NUCLEAR_POWER,ICON_UNIT_NUKE,SPRITE_NUKE,SOUND_SELECT1_NUKE,SOUND_MOVE_NUKE,SOUND_ATTACK_NUKE
195,Paratrooper,0,3,12a,9d,20h,3f,20,ADVANCE_ADV_INFANTRY_TACTICS,ICON_UNIT_PARATROOPER,SPRITE_PARATROOPER,SOUND_SELECT1_PARATROOPER,SOUND_MOVE_PARATROOPER,SOUND_ATTACK_PARATROOPER
196,Plasma Destroyer,2,20,16a,12d,25h,4f,52,ADVANCE_PLASMA_WEAPONRY,ICON_UNIT_PLASMA_DESTROYER,SPRITE_PLASMA_DESTROYER,SOUND_SELECT1_PLASMA_DESTROYER,SOUND_MOVE_PLASMA_DESTROYER,SOUND_ATTACK_PLASMA_DESTROYER
197,Revolutionary,0,3,0a,2d,10h,1f,15,ADVANCE_COMMUNISM,ICON_UNIT_REVOLUTIONARY,SPRITE_REVOLUTIONARY,SOUND_SELECT1_REVOLUTIONARY,SOUND_MOVE_REVOLUTIONARY,SOUND_ATTACK_REVOLUTIONARY
198,Scout Sub,2,16,5a,5d,15h,3f,28,ADVANCE_LIQUID_BREATHING_APPARATUS,ICON_UNIT_SCOUT_SUB,SPRITE_SCOUT_SUB,SOUND_SELECT1_SCOUT_SUB,SOUND_MOVE_SCOUT_SUB,SOUND_ATTACK_SCOUT_SUB
