cell_index,name,domain,move,attack,defense,hp,firepower,cost,prereq,icon,sprite,sound_select1,sound_move,sound_attack
99,Meserschmit,1,10,11a,9d,20h,3f,18,ADVANCE_FASCISM,ICON_UNIT_MESERSCHMIT,SPRITE_MESERSCHMIT,SOUND_SELECT1_MESERSCHMIT,SOUND_MOVE_MESERSCHMIT,SOUND_ATTACK_MESERSCHMIT
100,Migrant,0,1,1a,1d,9h,1f,1,ADVANCE_DYNASTY,ICON_UNIT_MIGRANT,SPRITE_MIGRANT,SOUND_SELECT1_MIGRANT,SOUND_MOVE_MIGRANT,SOUND_ATTACK_MIGRANT
101,Mobile SAM,0,4,2a,4d,10h,3f,20,ADVANCE_RADAR,ICON_UNIT_MOBILE_SAM,SPRITE_MOBILE_SAM,SOUND_SELECT1_MOBILE_SAM,SOUND_MOVE_MOBILE_SAM,SOUND_ATTACK_MOBILE_SAM
102,Modern Armour,0,6,15a,12d,30h,4f,45,ADVANCE_CYBERNETICS,ICON_UNIT_MODERN_ARMOUR,SPRITE_MODERN_ARMOUR,SOUND_SELECT1_MODERN_ARMOUR,SOUND_MOVE_MODERN_ARMOUR,SOUND_ATTACK_MODERN_ARMOUR
103,Moray Striker,2,8,12a,16d,10h,4f,35,ADVANCE_GENETICS,ICON_UNIT_MOREY_STRIKER,SPRITE_MOREY_STRIKER,SOUND_SELECT1_MOREY_STRIKER,SOUND_MOVE_MOREY_STRIKER,SOUND_ATTACK_MOREY_STRIKER
104,Mounted Archer,0,3,2a,2d,10h,1f,3,ADVANCE_HORSE_RIDING,ICON_UNIT_MOUNTED_ARCHER,SPRITE_MOUNTED_ARCHER,SOUND_SELECT1_MOUNTED_ARCHER,SOUND_MOVE_MOUNTED_ARCHER,SOUND_ATTACK_MOUNTED_ARCHER
105,Musketman,0,1,9a,9d,18h,2f,10,ADVANCE_FLINTLOCK,ICON_UNIT_MUSKETMAN,SPRITE_MUSKETMAN,SOUND_SELECT1_MUSKETMAN,SOUND_MOVE_MUSKETMAN,SOUND_ATTACK_MUSKETMAN
106,Nomad,0,1,0a,2d,10h,1f,7,nil,ICON_UNIT_NOMAD,SPRITE_NOMAD,SOUND_SELECT1_NOMAD,SOUND_MOVE_NOMAD,SOUND_ATTACK_NOMAD
107,Nuclear Submarine,2,5,10a,8d,10h,4f,18,ADVANCE_NUCLEAR_POWER,ICON_UNIT_NUCLEAR_SUBMARINE,SPRITE_NUCLEAR_SUBMARINE,SOUND_SELECT1_NUCLEAR_SUBMARINE,SOUND_MOVE_NUCLEAR_SUBMARINE,SOUND_ATTACK_NUCLEAR_SUBMARINE
108,Nuke,1,20,200a,2d,10h,1f,40,ADVANCE_NUCLEAR_POWER,ICON_UNIT_NUKE,SPRITE_NUKE,SOUND_SELECT1_NUKE,SOUND_MOVE_NUKE,SOUND_ATTACK_NUKE
110,Onager,0,1,3a,4d,12h,2f,9,ADVANCE_JOINERY,ICON_UNIT_ONAGER,SPRITE_ONAGER,SOUND_SELECT1_ONAGER,SOUND_MOVE_ONAGER,SOUND_ATTACK_ONAGER
111,Panzer,0,4,15a,10d,22h,3f,24,ADVANCE_FASCISM,ICON_UNIT_PANZER,SPRITE_PANZER,SOUND_SELECT1_PANZER,SOUND_MOVE_PANZER,SOUND_ATTACK_PANZER
112,Paratrooper,0,3,12a,8d,10h,3f,14,ADVANCE_ADV_INFANTRY_TACTICS,ICON_UNIT_PARATROOPER,SPRITE_PARATROOPER,SOUND_SELECT1_PARATROOPER,SOUND_MOVE_PARATROOPER,SOUND_ATTACK_PARATROOPER
113,Pezheteroi,0,1,3a,5d,13h,2f,3,ADVANCE_REPUBLIC,ICON_UNIT_PEZHETEROI,SPRITE_PEZHETEROI,SOUND_SELECT1_PEZHETEROI,SOUND_MOVE_PEZHETEROI,SOUND_ATTACK_PEZHETEROI
114,Phalanx,0,1,4a,5d,15h,1f,3,ADVANCE_CITIZENSHIP,ICON_UNIT_PHALANX,SPRITE_PHALANX,SOUND_SELECT1_PHALANX,SOUND_MOVE_PHALANX,SOUND_ATTACK_PHALANX
115,Pikemen,0,1,2a,5d,10h,2f,3,ADVANCE_FEUDALISM,ICON_UNIT_PIKEMEN,SPRITE_PIKEMEN,SOUND_SELECT1_PIKEMEN,SOUND_MOVE_PIKEMEN,SOUND_ATTACK_PIKEMEN
116,Plasma	Destroyer,2,8,16a,12d,10h,4f,45,ADVANCE_PLASMA_WEAPONRY,ICON_UNIT_PLASMA_DESTROYER,SPRITE_PLASMA_DESTROYER,SOUND_SELECT1_PLASMA_DESTROYER,SOUND_MOVE_PLASMA_DESTROYER,SOUND_ATTACK_PLASMA_DESTROYER
117,Peltast,0,2,3a,3d,10h,1f,3,ADVANCE_METAL_WORKING,ICON_UNIT_PELTAST,SPRITE_PELTAST,SOUND_SELECT1_PELTAST,SOUND_MOVE_PELTAST,SOUND_ATTACK_PELTAST
118,Praetorians,0,1,6a,6d,18h,2f,6,ADVANCE_DICTATORSHIP,ICON_UNIT_PRAETORIANS,SPRITE_PRAETORIANS,SOUND_SELECT1_PRAETORIANS,SOUND_MOVE_PRAETORIANS,SOUND_ATTACK_PRAETORIANS
119,Princess,0,2,0a,2d,10h,1f,7,ADVANCE_DYNASTY,ICON_UNIT_PRINCESS,SPRITE_PRINCESS,SOUND_SELECT1_PRINCESS,SOUND_MOVE_PRINCESS,SOUND_ATTACK_PRINCESS
120,Prophet,0,2,0a,2d,10h,1f,5,ADVANCE_MONOTHEISM,ICON_UNIT_PROPHET,SPRITE_PROPHET,SOUND_SELECT1_PROPHET,SOUND_MOVE_PROPHET,SOUND_ATTACK_PROPHET
121,Radar Artillery,0,3,6a,10d,15h,3f,30,ADVANCE_COMPUTER,ICON_UNIT_RADAR_ARTILLERY,SPRITE_RADAR_ARTILLERY,SOUND_SELECT1_RADAR_ARTILLERY,SOUND_MOVE_RADAR_ARTILLERY,SOUND_ATTACK_RADAR_ARTILLERY
122,Revolutionary,0,3,0a,2d,10h,1f,17,ADVANCE_COMMUNISM,ICON_UNIT_REVOLUTIONARY,SPRITE_REVOLUTIONARY,SOUND_SELECT1_REVOLUTIONARY,SOUND_MOVE_REVOLUTIONARY,SOUND_ATTACK_REVOLUTIONARY
123,Rifleman,0,1,9a,9d,18h,3f,13,ADVANCE_REPLACEABLE_PARTS,ICON_UNIT_RIFLEMAN,SPRITE_RIFLEMAN,SOUND_SELECT1_RIFLEMAN,SOUND_MOVE_RIFLEMAN,SOUND_ATTACK_RIFLEMAN
124,Saphia,0,4,8a,5d,13h,2f,10,ADVANCE_SULTANATE,ICON_UNIT_SAPHIA,SPRITE_SAPHIA,SOUND_SELECT1_SAPHIA,SOUND_MOVE_SAPHIA,SOUND_ATTACK_SAPHIA
125,Samurai,0,2,8a,6d,16h,2f,9,ADVANCE_DYNASTIC_EMPIRE,ICON_UNIT_SAMURAI,SPRITE_SAMURAI,SOUND_SELECT1_SAMURAI,SOUND_MOVE_SAMURAI,SOUND_ATTACK_SAMURAI
126,Scout,0,2,2a,2d,8h,1f,2,ADVANCE_WATER_LIFTS,ICON_UNIT_SCOUT,SPRITE_SCOUT,SOUND_SELECT1_SCOUT,SOUND_MOVE_SCOUT,SOUND_ATTACK_SCOUT
127,Scout Sub,2,8,5a,5d,10h,3f,25,ADVANCE_LIQUID_BREATHING_APPARATUS,ICON_UNIT_SCOUT_SUB,SPRITE_SCOUT_SUB,SOUND_SELECT1_SCOUT_SUB,SOUND_MOVE_SCOUT_SUB,SOUND_ATTACK_SCOUT_SUB
128,Sea Engineer,2,4,0a,2d,10h,1f,25,ADVANCE_NANO_ASSEMBLY,ICON_UNIT_SEA_ENGINEER,SPRITE_SEA_ENGINEER,SOUND_SELECT1_SEA_ENGINEER,SOUND_MOVE_SEA_ENGINEER,SOUND_ATTACK_SEA_ENGINEER
129,Settler,0,1,0a,2d,10h,1f,7,nil,ICON_UNIT_SETTLER,SPRITE_SETTLER,SOUND_SELECT1_SETTLER,SOUND_MOVE_SETTLER,SOUND_ATTACK_SETTLER
130,Ship of the Line,2,4,7a,4d,10h,2f,12,ADVANCE_NAVAL_TACTICS,ICON_UNIT_SHIP_OF_THE_LINE,SPRITE_SHIP_OF_THE_LINE,SOUND_SELECT1_SHIP_OF_THE_LINE,SOUND_MOVE_SHIP_OF_THE_LINE,SOUND_ATTACK_SHIP_OF_THE_LINE
131,Slavemaster,0,1,2a,1d,8h,1f,7,ADVANCE_COPPER_SMELTING,ICON_UNIT_SLAVEMASTER,SPRITE_SLAVEMASTER,SOUND_SELECT1_SLAVEMASTER,SOUND_MOVE_SLAVEMASTER,SOUND_ATTACK_SLAVEMASTER
132,Slaver,0,2,0a,2d,10h,1f,4,ADVANCE_SLAVE_LABOR,ICON_UNIT_SLAVER,SPRITE_SLAVER,SOUND_SELECT1_SLAVER,SOUND_MOVE_SLAVER,SOUND_ATTACK_SLAVER
133,Slinger,0,1,1a,1d,8h,1f,2,ADVANCE_PROJECTILE_WEAPONS,ICON_UNIT_SLINGER,SPRITE_SLINGER,SOUND_SELECT1_SLINGER,SOUND_MOVE_SLINGER,SOUND_ATTACK_SLINGER
135,Space Plane,1,15,0a,2d,10h,1f,22,ADVANCE_SPACE_FLIGHT,ICON_UNIT_SPACE_PLANE,SPRITE_SPACE_PLANE,SOUND_SELECT1_SPACE_PLANE,SOUND_MOVE_SPACE_PLANE,SOUND_ATTACK_SPACE_PLANE
136,Spearman,0,1,2a,3d,10h,1f,1,ADVANCE_TOOLMAKING,ICON_UNIT_SPEARMAN,SPRITE_SPEARMAN,SOUND_SELECT1_SPEARMAN,SOUND_MOVE_SPEARMAN,SOUND_ATTACK_SPEARMAN
137,Spitfire,1,10,13a,9d,21h,3f,18,ADVANCE_DEMOCRACY,ICON_UNIT_SPITFIRE,SPRITE_SPITFIRE,SOUND_SELECT1_SPITFIRE,SOUND_MOVE_SPITFIRE,SOUND_ATTACK_SPITFIRE
138,Spy,0,3,0a,2d,10h,1f,8,ADVANCE_NATIONALISM,ICON_UNIT_SPY,SPRITE_SPY,SOUND_SELECT1_SPY,SOUND_MOVE_SPY,SOUND_ATTACK_SPY
139,Spy Plane,1,10,2a,4d,10h,2f,28,ADVANCE_AI_SURVEILLANCE,ICON_UNIT_SPY_PLANE,SPRITE_SPY_PLANE,SOUND_SELECT1_SPY_PLANE,SOUND_MOVE_SPY_PLANE,SOUND_ATTACK_SPY_PLANE
140,Stealth Bomber,1,10,16a,16d,10h,4f,33,ADVANCE_ADVANCED_COMPOSITES,ICON_UNIT_STEALTH_BOMBER,SPRITE_STEALTH_BOMBER,SOUND_SELECT1_STEALTH_BOMBER,SOUND_MOVE_STEALTH_BOMBER,SOUND_ATTACK_STEALTH_BOMBER
141,Stealth Fighter,1,15,18a,16d,10h,5f,28,ADVANCE_ADVANCED_COMPOSITES,ICON_UNIT_STEALTH_FIGHTER,SPRITE_STEALTH_FIGHTER,SOUND_SELECT1_STEALTH_FIGHTER,SOUND_MOVE_STEALTH_FIGHTER,SOUND_ATTACK_STEALTH_FIGHTER
142,Stuka,1,10,6a,6d,16h,3f,26,ADVANCE_FASCISM,ICON_UNIT_STUKA,SPRITE_STUKA,SOUND_SELECT1_STUKA,SOUND_MOVE_STUKA,SOUND_ATTACK_STUKA
143,Submarine,2,4,8a,6d,10h,3f,12,ADVANCE_OIL_REFINING,ICON_UNIT_SUBMARINE,SPRITE_SUBMARINE,SOUND_SELECT1_SUBMARINE,SOUND_MOVE_SUBMARINE,SOUND_ATTACK_SUBMARINE
144,Supply Train,0,1,0a,2d,10h,1f,10,ADVANCE_PAPER,ICON_UNIT_SUPPLY_TRAIN,SPRITE_SUPPLY_TRAIN,SOUND_SELECT1_SUPPLY_TRAIN,SOUND_MOVE_SUPPLY_TRAIN,SOUND_ATTACK_SUPPLY_TRAIN
145,Supply Column,0,3,0a,6d,10h,1f,30,ADVANCE_MASS_PRODUCTION,ICON_UNIT_SUPPLY_COLUMN,SPRITE_SUPPLY_COLUMN,SOUND_SELECT1_SUPPLY_COLUMN,SOUND_MOVE_SUPPLY_COLUMN,SOUND_ATTACK_SUPPLY_COLUMN
146,Samurai,0,2,4a,2d,10h,2f,4,ADVANCE_IRON_WORKING,ICON_UNIT_SWORDSMAN,SPRITE_SWORDSMAN,SOUND_SELECT1_SWORDSMAN,SOUND_MOVE_SWORDSMAN,SOUND_ATTACK_SWORDSMAN
147,T34,0,5,15a,10d,22h,3f,25,ADVANCE_COMMUNISM,ICON_UNIT_T34,SPRITE_T34,SOUND_SELECT1_T34,SOUND_MOVE_T34,SOUND_ATTACK_T34
148,Tank,0,6,10a,7d,10h,4f,20,ADVANCE_TANK_WARFARE,ICON_UNIT_TANK,SPRITE_TANK,SOUND_SELECT1_TANK,SOUND_MOVE_TANK,SOUND_ATTACK_TANK
149,Televangelist,0,4,0a,2d,10h,1f,12,ADVANCE_MASS_MEDIA,ICON_UNIT_TELEVANGELIST,SPRITE_TELEVANGELIST,SOUND_SELECT1_TELEVANGELIST,SOUND_MOVE_TELEVANGELIST,SOUND_ATTACK_TELEVANGELIST
150,Teutonic Knight,0,3,9a,6d,17h,2f,11,ADVANCE_THEOCRACY,ICON_UNIT_TEUTONIC_KNIGHT,SPRITE_TEUTONIC_KNIGHT,SOUND_SELECT1_TEUTONIC_KNIGHT,SOUND_MOVE_TEUTONIC_KNIGHT,SOUND_ATTACK_TEUTONIC_KNIGHT
151,Tiger,0,4,17a,10d,22h,3f,29,ADVANCE_BLITZKRIEG,ICON_UNIT_TIGER,SPRITE_TIGER,SOUND_SELECT1_TIGER,SOUND_MOVE_TIGER,SOUND_ATTACK_TIGER
152,Trebuchet,0,1,2a,3d,11h,2f,11,ADVANCE_GREEK_FIRE,ICON_UNIT_TREBUCHET,SPRITE_TREBUCHET,SOUND_SELECT1_TREBUCHET,SOUND_MOVE_TREBUCHET,SOUND_ATTACK_TREBUCHET
153,Trireme,2,3,4a,2d,13h,1f,4,ADVANCE_ALCHEMY,ICON_UNIT_TRIREME,SPRITE_TRIREME,SOUND_SELECT1_TRIREME,SOUND_MOVE_TRIREME,SOUND_ATTACK_TRIREME
154,Troop Ship,2,5,0a,2d,10h,1f,12,ADVANCE_INTERNAL_COMBUSTION,ICON_UNIT_TROOP_SHIP,SPRITE_TROOP_SHIP,SOUND_SELECT1_TROOP_SHIP,SOUND_MOVE_TROOP_SHIP,SOUND_ATTACK_TROOP_SHIP
155,Urban Planner,0,2,0a,2d,10h,1f,12,ADVANCE_ADV_URBAN_PLANNING,ICON_UNIT_URBAN_PLANNER,SPRITE_URBAN_PLANNER,SOUND_SELECT1_URBAN_PLANNER,SOUND_MOVE_URBAN_PLANNER,SOUND_ATTACK_URBAN_PLANNER
156,War Walker,0,5,10a,8d,10h,5f,35,ADVANCE_CYBERNETICS,ICON_UNIT_WAR_WALKER,SPRITE_WAR_WALKER,SOUND_SELECT1_WAR_WALKER,SOUND_MOVE_WAR_WALKER,SOUND_ATTACK_WAR_WALKER
157,Warrior,0,1,2a,2d,10h,1f,1,ADVANCE_TOOLMAKING,ICON_UNIT_WARRIOR,SPRITE_WARRIOR,SOUND_SELECT1_WARRIOR,SOUND_MOVE_WARRIOR,SOUND_ATTACK_WARRIOR
158,Yak9,1,10,11a,9d,20h,3f,18,ADVANCE_COMMUNISM,ICON_UNIT_YAK9,SPRITE_YAK9,SOUND_SELECT1_YAK9,SOUND_MOVE_YAK9,SOUND_ATTACK_YAK9
159,Freight Transport,0,1,0a,0d,10h,0f,12,ADVANCE_GLOBAL_ECONOMICS,ICON_UNIT_FREIGHT_TRANSPORT,SPRITE_WARRIOR,SOUND_SELECT1_Z_FREIGHT_TRANSPORT,SOUND_MOVE_Z_FREIGHT_TRANSPORT,SOUND_ATTACK_Z_FREIGHT_TRANSPORT
160,General,0,2,6a,5d,16h,2f,6,ADVANCE_HEXTAPUL,ICON_UNIT_GENERAL,SPRITE_GENERAL,SOUND_SELECT1_GENERAL,SOUND_MOVE_GENERAL,SOUND_ATTACK_GENERAL
161,Baron,0,2,6a,6d,17h,2f,9,ADVANCE_HEXTAPUL,ICON_UNIT_BARON,SPRITE_BARON,SOUND_SELECT1_BARON,SOUND_MOVE_BARON,SOUND_ATTACK_BARON
162,Marshall,0,4,7a,9d,17h,3f,15,ADVANCE_HEXTAPUL,ICON_UNIT_MARSHALL,SPRITE_MARSHALL,SOUND_SELECT1_MARSHALL,SOUND_MOVE_MARSHALL,SOUND_ATTACK_MARSHALL
163,Field Marshall,0,3,8a,8d,17h,3f,25,ADVANCE_HEXTAPUL,ICON_UNIT_FIELD_MARSHALL,SPRITE_FIELD_MARSHALL,SOUND_SELECT1_FIELD_MARSHALL,SOUND_MOVE_FIELD_MARSHALL,SOUND_ATTACK_FIELD_MARSHALL
164,Tribal Leader,0,1,5a,4d,13h,1f,2,ADVANCE_HEXTAPUL,ICON_UNIT_TRIBAL_LEADER,SPRITE_TRIBAL_LEADER,SOUND_SELECT1_TRIBAL_LEADER,SOUND_MOVE_TRIBAL_LEADER,SOUND_ATTACK_TRIBAL_LEADER
165,Tarkan,0,4,7a,5d,13h,2f,8,ADVANCE_HEXTAPUL,ICON_UNIT_TARKAN,SPRITE_TARKAN,SOUND_SELECT1_TARKAN,SOUND_MOVE_TARKAN,SOUND_ATTACK_TARKAN
166,Keshik,0,4,9a,6d,13h,2f,9,ADVANCE_HEXTAPUL,ICON_UNIT_KESHIK,SPRITE_KESHIK,SOUND_SELECT1_KESHIK,SOUND_MOVE_KESHIK,SOUND_ATTACK_KESHIK
167,Hurricane,1,12,20a,20d,10h,3f,11,ADVANCE_SUBNEURAL_ADS,ICON_UNIT_HURRICANE,SPRITE_HURRICANE,SOUND_SELECT1_HURRICANE,SOUND_MOVE_HURRICANE,SOUND_ATTACK_HURRICANE
168,Coracle,2,2,0a,2d,10h,1f,2,ADVANCE_SHIP_BUILDING,ICON_UNIT_CATAMARANS,SPRITE_CATAMARAN,SOUND_SELECT1_CATAMARAN,SOUND_MOVE_CATAMARAN,SOUND_ATTACK_CATAMARAN
169,Hammurabi,0,3,4a,2d,15h,2f,7,ADVANCE_HEXTAPUL,ICON_UNIT_HAMMURABI,SPRITE_HAMMURABI,SOUND_SELECT1_HAMMURABI,SOUND_MOVE_HAMMURABI,SOUND_ATTACK_HAMMURABI
170,Ramses,0,2,3a,3d,15h,2f,8,ADVANCE_HEXTAPUL,ICON_UNIT_RAMSES,SPRITE_RAMSES,SOUND_SELECT1_RAMSES,SOUND_MOVE_RAMSES,SOUND_ATTACK_RAMSES
171,Nebuchadnezzer,0,2,4a,3d,15h,2f,13,ADVANCE_HEXTAPUL,ICON_UNIT_NEBUCHADNEZZER,SPRITE_NEBUCHADNEZZER,SOUND_SELECT1_NEBUCHADNEZZER,SOUND_MOVE_NEBUCHADNEZZER,SOUND_ATTACK_NEBUCHADNEZZER
172,Alexander The Great,0,3,4a,4d,18h,2f,13,ADVANCE_HEXTAPUL,ICON_UNIT_ALEXANDER_THE_GREAT,SPRITE_ALEXANDER_THE_GREAT,SOUND_SELECT1_ALEXANDER_THE_GREAT,SOUND_MOVE_ALEXANDER_THE_GREAT,SOUND_ATTACK_ALEXANDER_THE_GREAT
173,Caesar,0,3,4a,5d,18h,2f,13,ADVANCE_HEXTAPUL,ICON_UNIT_CAESAR,SPRITE_CAESAR,SOUND_SELECT1_CAESAR,SOUND_MOVE_CAESAR,SOUND_ATTACK_CAESAR
174,Attila,0,3,4a,3d,18h,2f,5,ADVANCE_HEXTAPUL,ICON_UNIT_ATTILA,SPRITE_ATTILA,SOUND_SELECT1_ATTILA,SOUND_MOVE_ATTILA,SOUND_ATTACK_ATTILA
175,Saladin,0,2,5a,5d,18h,2f,15,ADVANCE_HEXTAPUL,ICON_UNIT_SALADIN,SPRITE_SALADIN,SOUND_SELECT1_SALADIN,SOUND_MOVE_SALADIN,SOUND_ATTACK_SALADIN
176,Charlemange,0,3,6a,5d,18h,2f,16,ADVANCE_HEXTAPUL,ICON_UNIT_CHARLEMANGE,SPRITE_CHARLEMANGE,SOUND_SELECT1_CHARLEMANGE,SOUND_MOVE_CHARLEMANGE,SOUND_ATTACK_CHARLEMANGE
177,Hernan Cortes,0,4,7a,6d,18h,3f,20,ADVANCE_HEXTAPUL,ICON_UNIT_HERNAN_CORTES,SPRITE_HERNAN_CORTES,SOUND_SELECT1_HERNAN_CORTES,SOUND_MOVE_HERNAN_CORTES,SOUND_ATTACK_HERNAN_CORTES
178,Ulysses Grant,0,4,8a,6d,20h,3f,20,ADVANCE_HEXTAPUL,ICON_UNIT_ULYSSES_GRANT,SPRITE_ULYSSES_GRANT,SOUND_SELECT1_ULYSSES_GRANT,SOUND_MOVE_ULYSSES_GRANT,SOUND_ATTACK_ULYSSES_GRANT
179,Gustavas Adolphus,0,4,8a,6d,20h,3f,20,ADVANCE_HEXTAPUL,ICON_UNIT_GUSTAVAS_ADOLPHUS,SPRITE_GUSTAVAS_ADOLPHUS,SOUND_SELECT1_GUSTAVAS_ADOLPHUS,SOUND_MOVE_GUSTAVAS_ADOLPHUS,SOUND_ATTACK_GUSTAVAS_ADOLPHUS
180,William Pitt,0,4,8a,6d,20h,3f,20,ADVANCE_HEXTAPUL,ICON_UNIT_WILLIAM_PITT,SPRITE_WILLIAM_PITT,SOUND_SELECT1_WILLIAM_PITT,SOUND_MOVE_WILLIAM_PITT,SOUND_ATTACK_WILLIAM_PITT
181,Napoleon,0,4,8a,6d,20h,3f,20,ADVANCE_HEXTAPUL,ICON_UNIT_NAPOLEON,SPRITE_NAPOLEON,SOUND_SELECT1_NAPOLEON,SOUND_MOVE_NAPOLEON,SOUND_ATTACK_NAPOLEON
182,Tokugawa,0,3,7a,6d,18h,3f,20,ADVANCE_HEXTAPUL,ICON_UNIT_TOKUGAWA,SPRITE_TOKUGAWA,SOUND_SELECT1_TOKUGAWA,SOUND_MOVE_TOKUGAWA,SOUND_ATTACK_TOKUGAWA
183,Dwight Eisenhower,0,7,11a,10d,20h,4f,30,ADVANCE_HEXTAPUL,ICON_UNIT_DWIGHT_EISENHOWER,SPRITE_DWIGHT_EISENHOWER,SOUND_SELECT1_DWIGHT_EISENHOWER,SOUND_MOVE_DWIGHT_EISENHOWER,SOUND_ATTACK_DWIGHT_EISENHOWER
184,Norman Schwarzkopf,1,12,13a,13d,20h,4f,30,ADVANCE_HEXTAPUL,ICON_UNIT_NORMAN_SCHWARZKOPF,SPRITE_NORMAN_SCHWARZKOPF,SOUND_SELECT1_NORMAN_SCHWARZKOPF,SOUND_MOVE_NORMAN_SCHWARZKOPF,SOUND_ATTACK_NORMAN_SCHWARZKOPF
185,Heraclius,0,3,6a,3d,18h,2f,16,ADVANCE_HEXTAPUL,ICON_UNIT_HERACLIUS,SPRITE_HERACLIUS,SOUND_SELECT1_HERACLIUS,SOUND_MOVE_HERACLIUS,SOUND_ATTACK_HERACLIUS
186,Barbarossa,0,3,6a,7d,18h,2f,16,ADVANCE_HEXTAPUL,ICON_UNIT_BARBAROSSA,SPRITE_BARBAROSSA,SOUND_SELECT1_BARBAROSSA,SOUND_MOVE_BARBAROSSA,SOUND_ATTACK_BARBAROSSA
187,Montezuma,0,3,6a,5d,18h,2f,16,ADVANCE_HEXTAPUL,ICON_UNIT_MONTEZUMA,SPRITE_MONTEZUMA,SOUND_SELECT1_MONTEZUMA,SOUND_MOVE_MONTEZUMA,SOUND_ATTACK_MONTEZUMA
188,William The Conqueror,0,3,6a,5d,18h,2f,16,ADVANCE_HEXTAPUL,ICON_UNIT_WILLIAM_THE_CONQUEROR,SPRITE_WILLIAM_THE_CONQUEROR,SOUND_SELECT1_WILLIAM_THE_CONQUEROR,SOUND_MOVE_WILLIAM_THE_CONQUEROR,SOUND_ATTACK_WILLIAM_THE_CONQUEROR
189,Genghis Khan,0,4,5a,5d,18h,2f,13,ADVANCE_HEXTAPUL,ICON_UNIT_GENGHIS_KHAN,SPRITE_GENGHIS_KHAN,SOUND_SELECT1_GENGHIS_KHAN,SOUND_MOVE_GENGHIS_KHAN,SOUND_ATTACK_GENGHIS_KHAN
190,Soliman The Magnificent,0,3,6a,5d,18h,2f,16,ADVANCE_HEXTAPUL,ICON_UNIT_SOLIMAN_THE_MAGNIFICENT,SPRITE_SOLIMAN_THE_MAGNIFICENT,SOUND_SELECT1_SOLIMAN_THE_MAGNIFICENT,SOUND_MOVE_SOLIMAN_THE_MAGNIFICENT,SOUND_ATTACK_SOLIMAN_THE_MAGNIFICENT
191,Sun Tzu,0,2,6a,5d,18h,2f,16,ADVANCE_HEXTAPUL,ICON_UNIT_SUN_TZU,SPRITE_SUN_TZU,SOUND_SELECT1_SUN_TZU,SOUND_MOVE_SUN_TZU,SOUND_ATTACK_SUN_TZU
192,Spartacus,0,2,8a,5d,18h,2f,6,ADVANCE_HEXTAPUL,ICON_UNIT_SPARTACUS,SPRITE_SPARTACUS,SOUND_SELECT1_SPARTACUS,SOUND_MOVE_SPARTACUS,SOUND_ATTACK_SPARTACUS
193,Leonidas,0,2,8a,5d,18h,2f,6,ADVANCE_HEXTAPUL,ICON_UNIT_LEONIDAS,SPRITE_LEONIDAS,SOUND_SELECT1_LEONIDAS,SOUND_MOVE_LEONIDAS,SOUND_ATTACK_LEONIDAS
194,Tuthmosis Iii,0,2,8a,5d,18h,2f,6,ADVANCE_HEXTAPUL,ICON_UNIT_TUTHMOSIS_III,SPRITE_TUTHMOSIS_III,SOUND_SELECT1_TUTHMOSIS_III,SOUND_MOVE_TUTHMOSIS_III,SOUND_ATTACK_TUTHMOSIS_III
195,Epaminondas,0,2,8a,5d,18h,2f,6,ADVANCE_HEXTAPUL,ICON_UNIT_EPAMINONDAS,SPRITE_EPAMINONDAS,SOUND_SELECT1_EPAMINONDAS,SOUND_MOVE_EPAMINONDAS,SOUND_ATTACK_EPAMINONDAS
196,Hannibal,0,2,8a,5d,18h,2f,6,ADVANCE_HEXTAPUL,ICON_UNIT_HANNIBAL,SPRITE_HANNIBAL,SOUND_SELECT1_HANNIBAL,SOUND_MOVE_HANNIBAL,SOUND_ATTACK_HANNIBAL
197,Vercingetorix,0,2,8a,5d,18h,2f,6,ADVANCE_HEXTAPUL,ICON_UNIT_VERCINGETORIX,SPRITE_VERCINGETORIX,SOUND_SELECT1_VERCINGETORIX,SOUND_MOVE_VERCINGETORIX,SOUND_ATTACK_VERCINGETORIX
198,Marius,0,2,8a,5d,18h,2f,6,ADVANCE_HEXTAPUL,ICON_UNIT_MARIUS,SPRITE_MARIUS,SOUND_SELECT1_MARIUS,SOUND_MOVE_MARIUS,SOUND_ATTACK_MARIUS
199,Scipio Africanus,0,2,8a,5d,18h,2f,6,ADVANCE_HEXTAPUL,ICON_UNIT_SCIPIO_AFRICANUS,SPRITE_SCIPIO_AFRICANUS,SOUND_SELECT1_SCIPIO_AFRICANUS,SOUND_MOVE_SCIPIO_AFRICANUS,SOUND_ATTACK_SCIPIO_AFRICANUS
200,Belisarius,0,3,9a,5d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_BELISARIUS,SPRITE_BELISARIUS,SOUND_SELECT1_BELISARIUS,SOUND_MOVE_BELISARIUS,SOUND_ATTACK_BELISARIUS
201,Leiv Erikson,0,3,9a,5d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_LEIV_ERIKSON,SPRITE_LEIV_ERIKSON,SOUND_SELECT1_LEIV_ERIKSON,SOUND_MOVE_LEIV_ERIKSON,SOUND_ATTACK_LEIV_ERIKSON
202,Wu Ti,0,3,9a,5d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_WU_TI,SPRITE_WU_TI,SOUND_SELECT1_WU_TI,SOUND_MOVE_WU_TI,SOUND_ATTACK_WU_TI
