unit_id,name,cost,sphere,tier,gate_code,gate_advance,source
UNIT_PIKEMEN,Pikemen,3,gated,,aom:ADVANCE_FEUDALISM,,aom
UNIT_PELTAST,Peltast,3,gated,,aom:ADVANCE_METAL_WORKING,,aom
UNIT_PRAETORIANS,Praetorians,6,gated,,aom:ADVANCE_DICTATORSHIP,,aom
UNIT_PRINCESS,Princess,7,gated,,aom:ADVANCE_DYNASTY,,aom
UNIT_SAPHIA,Saphia,10,gated,,aom:ADVANCE_SULTANATE,,aom
UNIT_SAMURAI,Samurai,9,gated,,aom:ADVANCE_DYNASTIC_EMPIRE,,aom
UNIT_SLAVEMASTER,Slavemaster,7,gated,,aom:ADVANCE_COPPER_SMELTING,,aom
UNIT_SUPPLY_TRAIN,Supply Train,10,gated,,aom:ADVANCE_PAPER,,aom
UNIT_TIGER,Tiger,29,gated,,aom:ADVANCE_BLITZKRIEG,,aom
UNIT_WARRIOR,Warrior,1,starter,,aom:ADVANCE_TOOLMAKING,,aom
UNIT_BARON,Baron,9,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_MARSHALL,Marshall,15,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_TRIBAL_LEADER,Tribal Leader,2,starter,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_TARKAN,Tarkan,8,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_KESHIK,Keshik,9,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_RAMSES,Ramses,8,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_NEBUCHADNEZZER,Nebuchadnezzer,13,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_CHARLEMANGE,Charlemange,16,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_GUSTAVAS_ADOLPHUS,Gustavas Adolphus,20,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_WILLIAM_PITT,William Pitt,20,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_NAPOLEON,Napoleon,20,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_TOKUGAWA,Tokugawa,20,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_HERACLIUS,Heraclius,16,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_BARBAROSSA,Barbarossa,16,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_MONTEZUMA,Montezuma,16,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_WILLIAM_THE_CONQUEROR,William The Conqueror,16,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_GENGHIS_KHAN,Genghis Khan,13,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_SOLIMAN_THE_MAGNIFICENT,Soliman The Magnificent,16,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_TUTHMOSIS_III,Tuthmosis Iii,6,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_EPAMINONDAS,Epaminondas,6,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_VERCINGETORIX,Vercingetorix,6,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_SCIPIO_AFRICANUS,Scipio Africanus,6,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_BELISARIUS,Belisarius,10,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_LEIV_ERIKSON,Leiv Erikson,10,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_WU_TI,Wu Ti,10,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_CHARLES_MARTEL,Charles Martel,10,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_EL_CID,El Cid,10,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_BOHEMUND,Bohemund,10,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_DE_LA_VALETTE,De La Valette,10,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_RICHARD_THE_LIONHEART,Richard The Lionheart,10,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_ALP_ARSLAN,Alp Arslan,10,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_JAN_ZISKA,Jan Ziska,13,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_GONSALVO,Gonsalvo,13,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_MARLBOROUGH,Marlborough,13,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_WELLINGTON,Wellington,13,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_DAVOUT,Davout,13,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_DAVEY_CROCKET,Davey Crocket,13,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_OYAMA,Oyama,13,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_LUDENDORF,Ludendorf,19,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_ROMMEL,Rommel,19,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_PATTON,Patton,19,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_MACARTHUR,Macarthur,19,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_MOSHE_DAYAN,Moshe Dayan,19,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_KING,King,10,gated,,aom:ADVANCE_DYNASTY,,aom
UNIT_TOWN_WATCH,Town Watch,1,starter,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_ELITE_ADVANCED_WARRIOR,Elite Advanced Warrior,2,gated,,aom:ADVANCE_TRIBES,,aom
UNIT_ELITE_HEAVY_SWORDSMAN,Elite Heavy Swordsman,2,gated,,aom:ADVANCE_COPPER_SMELTING,,aom
UNIT_ELITE_PHALANX,Elite Phalanx,3,gated,,aom:ADVANCE_CITIZENSHIP,,aom
UNIT_ELITE_PELTAST,Elite Peltast,3,gated,,aom:ADVANCE_METAL_WORKING,,aom
UNIT_ELITE_AUXILLIARY_LEGION,Elite Auxilliary Legion,5,gated,,aom:ADVANCE_IRON_WORKING,,aom
UNIT_ELITE_JAVELIN_CAVALRY,Elite Javelin Cavalry,2,gated,,aom:ADVANCE_HORSE_RIDING,,aom
UNIT_ELITE_CHARIOT,Elite Chariot,3,gated,,aom:ADVANCE_CHARIOTS,,aom
UNIT_ELITE_CHARIOT_ARCHER,Elite Chariot Archer,4,gated,,aom:ADVANCE_ARISTOCRACY,,aom
UNIT_ELITE_ARCHER,Elite Archer,4,gated,,aom:ADVANCE_ARCHERY,,aom
UNIT_ELITE_COMPOSITE_ARCHER,Elite Composite Archer,5,gated,,aom:ADVANCE_COMPOSITE_BOW,,aom
UNIT_ELITE_GALLEY,Elite Galley,3,sorcery,lore,The,,aom
UNIT_ELITE_TRIREME,Elite Trireme,4,gated,,aom:ADVANCE_ALCHEMY,,aom
UNIT_ELITE_HORSEMAN,Elite Horseman,6,gated,,aom:ADVANCE_HORSE_ARMOR,,aom
UNIT_ELITE_HEAVY_CAVALRY,Elite Heavy Cavalry,7,gated,,aom:ADVANCE_ANIMAL_HUSBANDRY,,aom
UNIT_ELITE_CATAPULT,Elite Catapult,8,gated,,aom:ADVANCE_SIEGE_WEAPONS,,aom
UNIT_ELITE_CATAPHRACT,Elite Cataphract,8,gated,,aom:ADVANCE_STIRRUP,,aom
UNIT_ELITE_BELFROI,Elite Belfroi,5,nature,adept,PT,,aom
UNIT_ELITE_TREBUCHET,Elite Trebuchet,10,gated,,aom:ADVANCE_GREEK_FIRE,,aom
UNIT_ELITE_KNIGHT,Elite Knight,9,gated,,aom:ADVANCE_PLATE_ARMOUR,,aom
UNIT_ELITE_PIKEMEN,Elite Pikemen,7,gated,,aom:ADVANCE_BANKING,,aom
UNIT_ELITE_CROSSBOWMAN,Elite Crossbowman,8,gated,,aom:ADVANCE_CROSSBOW,,aom
UNIT_ELITE_PRAETORIANS,Elite Praetorians,6,gated,,aom:ADVANCE_DICTATORSHIP,,aom
UNIT_ELITE_ELEPHANT_WARRIOR,Elite Elephant Warrior,4,gated,,aom:ADVANCE_OLIGARCHY,,aom
UNIT_ELITE_JANISSARY,Elite Janissary,9,gated,,aom:ADVANCE_SULTANATE,,aom
UNIT_ELITE_TEUTONIC_KNIGHT,Elite Teutonic Knight,10,gated,,aom:ADVANCE_THEOLOGY,,aom
UNIT_ELITE_HEPTIREME,Elite Heptireme,6,gated,,aom:ADVANCE_HULL_MAKING,,aom
UNIT_ELITE_DROMON,Elite Dromon,8,gated,,aom:ADVANCE_ASTROLABE,,aom
UNIT_ELITE_HYPASPISTS,Elite Hypaspists,4,gated,,aom:ADVANCE_BARRACKS,,aom
UNIT_ELITE_PEZHETEROI,Elite Pezheteroi,3,gated,,aom:ADVANCE_REPUBLIC,,aom
UNIT_ELITE_FEUDAL_INFANTRY,Elite Feudal Infantry,7,gated,,aom:ADVANCE_DARK_AGES,,aom
UNIT_ELITE_LONGBOW,Elite Longbow,10,gated,,aom:ADVANCE_YEOMANRY,,aom
UNIT_ELITE_FEUDAL_CAVALRY,Elite Feudal Cavalry,11,gated,,aom:ADVANCE_CHIVALRY,,aom
UNIT_ELITE_MEDIEVAL_INFANTRY,Elite Medieval Infantry,9,gated,,aom:ADVANCE_IRON_CASTING,,aom
UNIT_ELITE_KNIGHT_TEMPLAR,Elite Knight Templar,10,life,mage,Las,,aom
UNIT_ELITE_EAGLE_ARCHER,Elite Eagle Archer,7,nature,adept,PT,,aom
UNIT_ELITE_EAGLE_WARRIOR,Elite Eagle Warrior,7,nature,adept,PT,,aom
UNIT_ELITE_MAMELUKE,Elite Mameluke,10,gated,,aom:ADVANCE_CALIPHATE,,aom
UNIT_ELITE_SAPHIA,Elite Saphia,11,gated,,aom:ADVANCE_SULTANATE,,aom
UNIT_ELITE_SAMURAI,Elite Samurai,9,gated,,aom:ADVANCE_DYNASTIC_EMPIRE,,aom
UNIT_ELITE_ONAGER,Elite Onager,9,gated,,aom:ADVANCE_JOINERY,,aom
UNIT_ELITE_CAVALRY,Elite Cavalry,17,gated,,aom:ADVANCE_CAVALRY_TACTICS,,aom
UNIT_ELITE_INFANTRYMAN,Elite Infantryman,17,gated,,aom:ADVANCE_MILITARY_TRADITION,,aom
UNIT_ELITE_MECHANISED_INFANTRY,Elite Mechanised Infantry,27,gated,,aom:ADVANCE_FIBRE_OPTICS,,aom
UNIT_COLUMN_BUILDER,Column Builder,5,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_ARCH_BUILDER,Arch Builder,5,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_FORTRESS_BUILDER,Fortress Builder,18,gated,,aom:ADVANCE_DARK_AGES,,aom
UNIT_SCIENCE_BUILDER,Science Builder,5,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_PEACE_BUILDER,Peace Builder,5,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_ASSAULT,Assault,1,gated,,aom:ADVANCE_HEXTAPUL,,aom
UNIT_FISHING_FLEET,Fishing Fleet,12,gated,,aom:ADVANCE_DYNASTY,,aom
UNIT_OCEAN_FISHING_FLEET,Ocean Fishing Fleet,17,gated,,aom:ADVANCE_HULL_MAKING,,aom
UNIT_FIRE_TRIREME,Fire Trireme,4,chaos,lore,MP,,aom
UNIT_H_ANGMAR,H Angmar,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_ANGMAR_H1,Angmar H1,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_ANGMAR_H2,Angmar H2,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_ANGMAR_H3,Angmar H3,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_ANGMAR_H4,Angmar H4,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_H_ARNOR,H Arnor,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_ARNOR_H1,Arnor H1,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_ARNOR_H2,Arnor H2,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_ARNOR_H3,Arnor H3,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_ARNOR_H4,Arnor H4,18,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_H_DWARVES,H Dwarves,10,nature,mage,Rad,,lotr
UNIT_DWARVES_H1,Dwarves H1,10,nature,mage,Rad,,lotr
UNIT_DWARVES_H2,Dwarves H2,10,nature,mage,Rad,,lotr
UNIT_DWARVES_H3,Dwarves H3,10,nature,mage,Rad,,lotr
UNIT_DWARVES_H4,Dwarves H4,15,nature,mage,Rad,,lotr
UNIT_H_EASTERLING,H Easterling,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_EASTERLING_H1,Easterling H1,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_EASTERLING_H2,Easterling H2,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_EASTERLING_H3,Easterling H3,12,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_H_GONDOR,H Gondor,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_GONDOR_H1,Gondor H1,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_GONDOR_H2,Gondor H2,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_GONDOR_H3,Gondor H3,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_GONDOR_H4,Gondor H4,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_GONDOR_H5,Gondor H5,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_GONDOR_H6,Gondor H6,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_H_HARADRIM,H Haradrim,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_HARADRIM_H1,Haradrim H1,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_HARADRIM_H2,Haradrim H2,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_HARADRIM_H3,Haradrim H3,15,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_H_HOBBITS,H Hobbits,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_HOBBITS_H1,Hobbits H1,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_HOBBITS_H2,Hobbits H2,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_HOBBITS_H3,Hobbits H3,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_H_ISENGARD,H Isengard,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_H_MORDOR,H Mordor,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_MORDOR_H1,Mordor H1,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_MORDOR_H2,Mordor H2,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_MORDOR_H3,Mordor H3,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_MORDOR_H4,Mordor H4,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_MORDOR_H5,Mordor H5,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_MORDOR_H6,Mordor H6,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_MORDOR_H7,Mordor H7,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_H_NORTHMEN,H Northmen,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_H_ROHAN,H Rohan,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_ROHAN_H1,Rohan H1,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_ROHAN_H2,Rohan H2,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_ROHAN_H3,Rohan H3,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_ROHAN_H4,Rohan H4,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_ROHAN_H5,Rohan H5,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_H_SINDAR,H Sindar,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_SINDAR_H1,Sindar H1,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_SINDAR_H2,Sindar H2,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_SINDAR_H2A,Sindar H2A,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_SINDAR_H3,Sindar H3,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_SINDAR_H4,Sindar H4,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_PALANTIR_I,Palantir I,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_PALANTIR_II,Palantir Ii,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_PALANTIR_III,Palantir Iii,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_PALANTIR_IV,Palantir Iv,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_GANDALF_I,Gandalf I,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_GANDALF_II,Gandalf Ii,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_BALROG,Balrog,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_SMAUG,Smaug,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_STORM,Storm,10,sorcery,mage,NP,,lotr
UNIT_FUMES,Fumes,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_WATCHER,Watcher,10,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_JAVELIN_CAVALRY_ORCS,Javelin Cavalry Orcs,3,chaos,lore,MP,,lotr
UNIT_JAVELIN_CAVALRY_ROHAN,Javelin Cavalry Rohan,3,gated,,lotr:ADVANCE_HORSE_RIDING_ROHAN,,lotr
UNIT_CHARIOT_EASTERLING,Chariot Easterling,4,gated,,lotr:ADVANCE_CHARIOTS_EASTERLING,,lotr
UNIT_MOUNTED_ARCHER_ROHAN,Mounted Archer Rohan,6,gated,,lotr:ADVANCE_MOBILE_TACTICS_ROHAN,,lotr
UNIT_MOUNTED_ARCHER_ELVES,Mounted Archer Elves,6,gated,,lotr:ADVANCE_MOBILE_TACTICS_ELVES,,lotr
UNIT_HORSEMAN_ELVES,Horseman Elves,9,gated,,lotr:ADVANCE_HORSE_ARMOR_ELVES,,lotr
UNIT_HORSEMAN_ROHAN,Horseman Rohan,9,gated,,lotr:ADVANCE_HORSE_ARMOR_ROHAN,,lotr
UNIT_MURMAKIL,Murmakil,19,gated,,lotr:ADVANCE_STIRRUP_HARADRIM,,lotr
UNIT_SPEARMAN_ELITE,Spearman Elite,3,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_SPEARMAN_ORCS,Spearman Orcs,2,chaos,lore,MP,,lotr
UNIT_WARRIOR_ELITE,Warrior Elite,5,gated,,lotr:ADVANCE_COPPER_SMELTING_ANGMAR,,lotr
UNIT_WARRIOR_ORCS,Warrior Orcs,3,chaos,lore,MP,,lotr
UNIT_HOPLITE_ELITE,Hoplite Elite,6,gated,,lotr:ADVANCE_CITY_STATE_GONDOR,,lotr
UNIT_HOPLITE_ORCS,Hoplite Orcs,3,chaos,lore,MP,,lotr
UNIT_HYPASPISTS_ELITE,Hypaspists Elite,7,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_HYPASPISTS_ORCS,Hypaspists Orcs,5,chaos,adept,Med,,lotr
UNIT_LEGION_ELITE,Legion Elite,10,gated,,lotr:ADVANCE_BUREAUCRACY_EASTERLING,,lotr
UNIT_LEGION_ISENGARD,Legion Isengard,7,gated,,lotr:ADVANCE_IRON_WORKING_ISENGARD,,lotr
UNIT_LEGION_ORCS,Legion Orcs,7,chaos,adept,Med,,lotr
UNIT_LEGION_DWARVES,Legion Dwarves,7,nature,adept,PT,,lotr
UNIT_MAN_AT_ARMS_ELITE,Man At Arms Elite,13,gated,,lotr:ADVANCE_DICTATORSHIP_HARADRIM,,lotr
UNIT_MAN_AT_ARMS_ORCS,Man At Arms Orcs,9,chaos,mage,Met,,lotr
UNIT_PIKEMEN_ELITE,Pikemen Elite,21,gated,,lotr:ADVANCE_TRIBUNAL_EMPIRE_EASTERLING,,lotr
UNIT_PIKEMEN_ORCS,Pikemen Orcs,11,chaos,mage,Met,,lotr
UNIT_SLINGER_ORCS,Slinger Orcs,4,chaos,lore,MP,,lotr
UNIT_SLINGER_ELVES,Slinger Elves,4,gated,,lotr:ADVANCE_PROJECTILE_WEAPONS_ELVES,,lotr
UNIT_ARCHER_ORCS,Archer Orcs,5,chaos,adept,Med,,lotr
UNIT_ARCHER_ELVES,Archer Elves,5,gated,,lotr:ADVANCE_ARCHERY_ELVES,,lotr
UNIT_COMPOSITE_ARCHER_ORCS,Composite Archer Orcs,9,chaos,mage,Met,,lotr
UNIT_COMPOSITE_ARCHER_ELVES,Composite Archer Elves,8,gated,,lotr:ADVANCE_COMPOSITE_BOW_ELVES,,lotr
UNIT_CROSSBOWMAN_ELVES,Crossbowman Elves,11,gated,,lotr:ADVANCE_SIEGE_WEAPONS_ELVES,,lotr
UNIT_BIREME_HARADRIM,Bireme Haradrim,4,gated,,lotr:ADVANCE_SAILS_HARADRIM,,lotr
UNIT_PLUNDER,Plunder,1,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_PLUNDER_II,Plunder Ii,2,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
UNIT_CATAMARAN,Catamaran,4,gated,,lotr:ADVANCE_HEXTAPUL,,lotr
