dimension,name,kept_source,dropped_source,dropped_code
advances.csv,Railroad,crusades,lotr,ADVANCE_RAILROAD
advances.csv,Renaissance,cradle,lotr,ADVANCE_RENAISSANCE
advances.csv,Robotics,crusades,lotr,ADVANCE_ROBOTICS
advances.csv,Smart Materials,cradle,lotr,ADVANCE_SMART_MATERIALS
advances.csv,Space Flight,midgard,lotr,ADVANCE_SPACE_FLIGHT
advances.csv,Supersonic Flight,cradle,lotr,ADVANCE_SUPERSONIC_FLIGHT
advances.csv,Tank Warfare,cradle,lotr,ADVANCE_TANK_WARFARE
advances.csv,Technocracy,cradle,lotr,ADVANCE_TECHNOCRACY
advances.csv,Theology,base,lotr,ADVANCE_THEOLOGY
advances.csv,Trade Guilds,cradle,lotr,ADVANCE_TRADE_GUILDS
advances.csv,Unified Physics,cradle,lotr,ADVANCE_UNIFIED_PHYSICS
advances.csv,Vertical Flight Aircraft,cradle,lotr,ADVANCE_VERTICAL_FLIGHT_AIRCRAFT
advances.csv,Vernacular Prose,cradle,lotr,ADVANCE_VERNACULAR_PROSE
advances.csv,Virtual Democracy,cradle,lotr,ADVANCE_VIRTUAL_DEMOCRACY
units.csv,Gargoyle,base,homm2,ToG
units.csv,Griffin,base,homm2,Ast
units.csv,Minotaur,base,homm2,Plu
units.csv,Mage,base,homm2,Stl
units.csv,Hydra,base,homm2,Stl
units.csv,Unicorn,base,homm2,Stl
units.csv,Catapult,base,midgard,Mat
units.csv,Lightning Bolt,homm2,midgard,AFl
units.csv,Caravan,base,midgard,Tra
units.csv,Lich,homm2,midgard,Rad
units.csv,Settlers,midgard,crusades,nil
units.csv,Peasants,base,crusades,nil
units.csv,Knights,base,crusades,Chi
units.csv,Siege Engine,midgard,crusades,Eng
units.csv,Envoy,midgard,crusades,Wri
units.csv,Spy,midgard,crusades,no
units.csv,Caravan,base,crusades,Tra
units.csv,Archer,homm2,cradle,ADVANCE_ARCHERY
units.csv,Assassin,crusades,cradle,ADVANCE_MONARCHY
units.csv,Battleship,crusades,cradle,ADVANCE_ADV_NAVAL_TACTICS
units.csv,Bombard,midgard,cradle,ADVANCE_GUNPOWDER
units.csv,Bomber,crusades,cradle,ADVANCE_JET_PROPULSION
units.csv,Cannon,crusades,cradle,ADVANCE_CANNON_MAKING
units.csv,Caravan,base,cradle,ADVANCE_TRADE
units.csv,Cavalry,homm2,cradle,ADVANCE_CAVALRY_TACTICS
units.csv,Destroyer,crusades,cradle,ADVANCE_RADIO_NAVIGATION
units.csv,Fighter,crusades,cradle,ADVANCE_AERODYNAMICS
units.csv,Galleon,crusades,cradle,ADVANCE_AGE_OF_DISCOVERY
units.csv,Galley,base,cradle,ADVANCE_ASTROLABE
units.csv,Howitzer,crusades,cradle,ADVANCE_EXPLOSIVES
units.csv,Ironclad,crusades,cradle,ADVANCE_INDUSTRIAL_REVOLUTION
units.csv,Kraken,midgard,cradle,ADVANCE_GENETIC_TAILORING
units.csv,Legion,crusades,cradle,ADVANCE_IRON_WORKING
units.csv,Nomad,homm2,cradle,nil
units.csv,Pikeman,homm2,cradle,ADVANCE_DARK_AGES
units.csv,Spy,midgard,cradle,ADVANCE_REPUBLIC
units.csv,Submarine,crusades,cradle,ADVANCE_INTERNAL_COMBUSTION
units.csv,Swordsman,homm2,cradle,ADVANCE_COPPER_SMELTING
units.csv,Trireme,crusades,cradle,ADVANCE_MAP_MAKING
units.csv,Spearman Militia,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Hoplite Militia,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Legion Militia,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Infantryman Militia,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Machine Gunner Militia,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Hover Infantry Militia,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Abolitionist,cradle,aom,ADVANCE_CLASSICAL_EDUCATION
units.csv,Aircraft Carrier,cradle,aom,ADVANCE_NAVAL_AVIATION
units.csv,Archer,homm2,aom,ADVANCE_BALLISTICS
units.csv,Arquebusier,cradle,aom,ADVANCE_GUNPOWDER
units.csv,Artillery,crusades,aom,ADVANCE_EXPLOSIVES
units.csv,Ballista,cradle,aom,ADVANCE_PYTHAGORAS_THEORUM
units.csv,Battleship,crusades,aom,ADVANCE_ADV_NAVAL_TACTICS
units.csv,Bireme,cradle,aom,ADVANCE_SAILS
units.csv,Bombard,midgard,aom,ADVANCE_GUNPOWDER
units.csv,Bomber,crusades,aom,ADVANCE_JET_PROPULSION
units.csv,Cannon,crusades,aom,ADVANCE_CANNON_MAKING
units.csv,Caravan,base,aom,ADVANCE_TRADE
units.csv,Cargo Helicopter,cradle,aom,ADVANCE_VERTICAL_FLIGHT_AIRCRAFT
units.csv,Cataphract,cradle,aom,ADVANCE_STIRRUP
units.csv,Catapult,base,aom,ADVANCE_GEOMETRY
units.csv,Cavalry,homm2,aom,ADVANCE_CAVALRY_TACTICS
units.csv,Chariot,cradle,aom,ADVANCE_CHARIOTS
units.csv,Cleric,cradle,aom,ADVANCE_THEOLOGY
units.csv,Composite Archer,cradle,aom,ADVANCE_COMPOSITE_BOW
units.csv,Corporate Branch,cradle,aom,ADVANCE_CORPORATION
units.csv,Crawler,cradle,aom,ADVANCE_ULTRAPRESSURE_MACHINERY
units.csv,Crossbowman,cradle,aom,ADVANCE_CROSSBOW
units.csv,Cruise Missile,cradle,aom,ADVANCE_GUIDED_WEAPON_SYSTEMS
units.csv,Cyber Ninja,cradle,aom,ADVANCE_NEURAL_INTERFACE
units.csv,Destroyer,crusades,aom,ADVANCE_MASS_PRODUCTION
units.csv,Diplomat,cradle,aom,ADVANCE_BUREAUCRACY
units.csv,Dreadnaught,cradle,aom,ADVANCE_SMART_MATERIALS
units.csv,Dromon,cradle,aom,ADVANCE_ASTROLABE
units.csv,Eco-Ranger,cradle,aom,ADVANCE_ECOTOPIA
units.csv,Eco-Terrorist,cradle,aom,ADVANCE_ECOTOPIA
units.csv,Empathic Diplomat,cradle,aom,ADVANCE_EUGENICS
units.csv,Fascist,cradle,aom,ADVANCE_FASCISM
units.csv,Fighter,crusades,aom,ADVANCE_AERODYNAMICS
units.csv,Fusion Tank,cradle,aom,ADVANCE_FUSION
units.csv,Galleon,crusades,aom,ADVANCE_CHRONOMETER
units.csv,Galley,base,aom,ADVANCE_SEAMANSHIP
units.csv,Heavy Cavalry,crusades,aom,ADVANCE_ANIMAL_HUSBANDRY
units.csv,Hoplite,cradle,aom,ADVANCE_BRONZE_WORKING
units.csv,Horseman,cradle,aom,ADVANCE_HORSE_ARMOR
units.csv,Hover Infantry,cradle,aom,ADVANCE_CHAOS_THEORY
units.csv,Howitzer,crusades,aom,ADVANCE_ARTILLERY_ARMY
units.csv,Hypaspists,cradle,aom,ADVANCE_BARRACKS
units.csv,Infantryman,cradle,aom,ADVANCE_GUNPOWDER
units.csv,Infector,cradle,aom,ADVANCE_NANO_WARFARE
units.csv,Interceptor,cradle,aom,ADVANCE_SUPERSONIC_FLIGHT
units.csv,Ironclad,crusades,aom,ADVANCE_MODERN_METALLURGY
units.csv,Janissary,cradle,aom,ADVANCE_CALIPHATE
units.csv,Javelin Cavalry,cradle,aom,ADVANCE_HORSE_RIDING
units.csv,Knight,cradle,aom,ADVANCE_FEUDALISM
units.csv,Kraken,midgard,aom,ADVANCE_GENETIC_TAILORING
units.csv,Lawyer,cradle,aom,ADVANCE_CRIMINAL_CODE
units.csv,Legion,crusades,aom,ADVANCE_IRON_WORKING
units.csv,Leviathan,cradle,aom,ADVANCE_UNIFIED_PHYSICS
units.csv,Longship,cradle,aom,ADVANCE_HULL_MAKING
units.csv,Machine Gunner,cradle,aom,ADVANCE_INDUSTRIAL_REVOLUTION
units.csv,Man At Arms,cradle,aom,ADVANCE_CHAIN_MAIL
units.csv,Marine,cradle,aom,ADVANCE_ADV_INFANTRY_TACTICS
units.csv,Merchant Trader,cradle,aom,ADVANCE_TRADE_GUILDS
units.csv,Mobile SAM,cradle,aom,ADVANCE_RADAR
units.csv,Moray Striker,cradle,aom,ADVANCE_GENETICS
units.csv,Mounted Archer,cradle,aom,ADVANCE_HORSE_RIDING
units.csv,Nomad,homm2,aom,nil
units.csv,Nuclear Submarine,cradle,aom,ADVANCE_NUCLEAR_POWER
units.csv,Nuke,cradle,aom,ADVANCE_NUCLEAR_POWER
units.csv,Onager,cradle,aom,ADVANCE_JOINERY
units.csv,Paratrooper,cradle,aom,ADVANCE_ADV_INFANTRY_TACTICS
units.csv,Prophet,cradle,aom,ADVANCE_MONOTHEISM
units.csv,Scout,cradle,aom,ADVANCE_WATER_LIFTS
units.csv,Scout Sub,cradle,aom,ADVANCE_LIQUID_BREATHING_APPARATUS
units.csv,Sea Engineer,cradle,aom,ADVANCE_NANO_ASSEMBLY
units.csv,Settler,base,aom,nil
units.csv,Ship of the Line,cradle,aom,ADVANCE_NAVAL_TACTICS
units.csv,Slaver,cradle,aom,ADVANCE_SLAVE_LABOR
units.csv,Slinger,cradle,aom,ADVANCE_PROJECTILE_WEAPONS
units.csv,Space Plane,cradle,aom,ADVANCE_SPACE_FLIGHT
units.csv,Spearman,cradle,aom,ADVANCE_TOOLMAKING
units.csv,Spy,midgard,aom,ADVANCE_NATIONALISM
units.csv,Spy Plane,cradle,aom,ADVANCE_AI_SURVEILLANCE
units.csv,Stealth Bomber,cradle,aom,ADVANCE_ADVANCED_COMPOSITES
units.csv,Stealth Fighter,cradle,aom,ADVANCE_ADVANCED_COMPOSITES
units.csv,Submarine,crusades,aom,ADVANCE_OIL_REFINING
units.csv,Tank,cradle,aom,ADVANCE_TANK_WARFARE
units.csv,Televangelist,cradle,aom,ADVANCE_MASS_MEDIA
units.csv,Teutonic Knight,cradle,aom,ADVANCE_THEOCRACY
units.csv,Trebuchet,cradle,aom,ADVANCE_GREEK_FIRE
units.csv,Trireme,crusades,aom,ADVANCE_ALCHEMY
units.csv,Troop Ship,cradle,aom,ADVANCE_INTERNAL_COMBUSTION
units.csv,Urban Planner,cradle,aom,ADVANCE_ADV_URBAN_PLANNING
units.csv,War Walker,cradle,aom,ADVANCE_CYBERNETICS
units.csv,Freight Transport,cradle,aom,ADVANCE_GLOBAL_ECONOMICS
units.csv,General,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Field Marshall,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Hurricane,cradle,aom,ADVANCE_SUBNEURAL_ADS
units.csv,Hammurabi,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Alexander The Great,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Caesar,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Attila,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Saladin,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Hernan Cortes,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Ulysses Grant,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Dwight Eisenhower,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Norman Schwarzkopf,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Sun Tzu,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Spartacus,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Leonidas,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Hannibal,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Marius,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Great King,cradle,aom,ADVANCE_TRIBUNAL_EMPIRE
units.csv,Elite Hoplite,cradle,aom,ADVANCE_BRONZE_WORKING
units.csv,Elite Legion,cradle,aom,ADVANCE_IRON_WORKING
units.csv,Elite Man At Arms,cradle,aom,ADVANCE_CHAIN_MAIL
units.csv,Elite Machine Gunner,cradle,aom,ADVANCE_MASS_PRODUCTION
units.csv,Elite Marine,cradle,aom,ADVANCE_ADV_INFANTRY_TACTICS
units.csv,Transport,crusades,aom,ADVANCE_HEXTAPUL
units.csv,Patriarch,cradle,aom,ADVANCE_HEXTAPUL
units.csv,Belfroi,aom,lotr,ADVANCE_PROPULSION
units.csv,Trebuchet,cradle,lotr,ADVANCE_BALLISTICS
units.csv,Catapult,base,lotr,ADVANCE_SIEGE_WEAPONS
units.csv,Swordsman,homm2,lotr,ADVANCE_TOOLMAKING
units.csv,Javelin Cavalry,cradle,lotr,ADVANCE_HORSE_RIDING
units.csv,Chariot,cradle,lotr,ADVANCE_CHARIOTS_HARADRIM
units.csv,Mounted Archer,cradle,lotr,ADVANCE_MOBILE_TACTICS_MEN
units.csv,Horseman,cradle,lotr,ADVANCE_HORSE_ARMOR_MEN
units.csv,Raider,cradle,lotr,ADVANCE_HORSE_ARMOR_ORCS
units.csv,Elephant Warrior,aom,lotr,ADVANCE_OLIGARCHY_HARADRIM
units.csv,Cataphract,cradle,lotr,ADVANCE_STIRRUP_MEN
units.csv,Knight,cradle,lotr,ADVANCE_STIRRUP_GONDOR
units.csv,Teutonic Knight,cradle,lotr,ADVANCE_STIRRUP_ROHAN
units.csv,Spearman,cradle,lotr,ADVANCE_TOOLMAKING
units.csv,Warrior,aom,lotr,ADVANCE_DYNASTY
units.csv,Hoplite,cradle,lotr,ADVANCE_BRONZE_WORKING
units.csv,Janissary,cradle,lotr,ADVANCE_BRONZE_WORKING_ARNOR
units.csv,Hypaspists,cradle,lotr,ADVANCE_BARRACKS
units.csv,Pezheteroi,aom,lotr,ADVANCE_REPUBLIC_GONDOR
units.csv,Legion,crusades,lotr,ADVANCE_IRON_WORKING
units.csv,Man At Arms,cradle,lotr,ADVANCE_DICTATORSHIP
units.csv,Praetorians,aom,lotr,ADVANCE_DICTATORSHIP_ARNOR
units.csv,Pikemen,aom,lotr,ADVANCE_TRIBUNAL_EMPIRE
units.csv,Spearman Militia,cradle,lotr,ADVANCE_HEXTAPUL
units.csv,Hoplite Militia,cradle,lotr,ADVANCE_HEXTAPUL
units.csv,Legion Militia,cradle,lotr,ADVANCE_HEXTAPUL
units.csv,Man At Arms Militia,aom,lotr,ADVANCE_HEXTAPUL
units.csv,Slinger,cradle,lotr,ADVANCE_PROJECTILE_WEAPONS
units.csv,Slavemaster,aom,lotr,ADVANCE_COPPER_SMELTING_EVIL
units.csv,Archer,homm2,lotr,ADVANCE_ARCHERY
units.csv,Composite Archer,cradle,lotr,ADVANCE_COMPOSITE_BOW
units.csv,Crossbowman,cradle,lotr,ADVANCE_SIEGE_WEAPONS
units.csv,Coracle,aom,lotr,ADVANCE_SHIP_BUILDING
units.csv,Bireme,cradle,lotr,ADVANCE_SAILS
units.csv,Trireme,crusades,lotr,ADVANCE_ALCHEMY
units.csv,Heptireme,aom,lotr,ADVANCE_ALCHEMY_HARADRIM
units.csv,Dromon,cradle,lotr,ADVANCE_OCEAN_FARING
units.csv,Longship,cradle,lotr,ADVANCE_OCEAN_FARING_HARADRIM
units.csv,Caravan,base,lotr,ADVANCE_TRADE
units.csv,Merchant Trader,cradle,lotr,ADVANCE_TRIBUNAL_EMPIRE
units.csv,Prophet,cradle,lotr,ADVANCE_ASTRONOMY_ISENGARD
units.csv,Cleric,cradle,lotr,ADVANCE_TRIBUNAL_EMPIRE_ISENGARD
units.csv,Diplomat,cradle,lotr,ADVANCE_DYNASTY
units.csv,Emissary,cradle,lotr,ADVANCE_OLIGARCHY_HOBBITS
units.csv,Assassin,crusades,lotr,ADVANCE_OLIGARCHY
units.csv,Spy,midgard,lotr,ADVANCE_REPUBLIC
units.csv,Nomad,homm2,lotr,nil
units.csv,Settler,base,lotr,ADVANCE_TRIBUNAL_EMPIRE
units.csv,Plunder Iii,cradle,lotr,ADVANCE_HEXTAPUL
units.csv,Plunder Iv,cradle,lotr,ADVANCE_ONE_RING
units.csv,Slaver,cradle,lotr,ADVANCE_SLAVE_LABOR_EVIL
units.csv,Hurricane,cradle,lotr,ADVANCE_ARCHERY_ISENGARD
units.csv,Great General,cradle,lotr,ADVANCE_HEXTAPUL
units.csv,Hero,cradle,lotr,ADVANCE_HEXTAPUL
units.csv,Abolitionist,cradle,lotr,ADVANCE_PHILOSOPHY_GOOD
units.csv,Aircraft Carrier,cradle,lotr,ADVANCE_NAVAL_AVIATION
units.csv,Arquebusier,cradle,lotr,ADVANCE_GUNPOWDER
units.csv,Artillery,crusades,lotr,ADVANCE_EXPLOSIVES
units.csv,Battleship,crusades,lotr,ADVANCE_ADV_NAVAL_TACTICS
units.csv,Bomber,crusades,lotr,ADVANCE_JET_PROPULSION
units.csv,Cannon,crusades,lotr,ADVANCE_CANNON_MAKING
units.csv,Cargo Helicopter,cradle,lotr,ADVANCE_VERTICAL_FLIGHT_AIRCRAFT
units.csv,Carrack,aom,lotr,ADVANCE_COMPASS
units.csv,Cavalry,homm2,lotr,ADVANCE_CAVALRY_TACTICS
units.csv,Corporate Branch,cradle,lotr,ADVANCE_CORPORATION
units.csv,Crawler,cradle,lotr,ADVANCE_ULTRAPRESSURE_MACHINERY
units.csv,Cruise Missile,cradle,lotr,ADVANCE_GUIDED_WEAPON_SYSTEMS
units.csv,Cyber Ninja,cradle,lotr,ADVANCE_NEURAL_INTERFACE
units.csv,Destroyer,crusades,lotr,ADVANCE_MASS_PRODUCTION
units.csv,Dreadnaught,cradle,lotr,ADVANCE_SMART_MATERIALS
units.csv,Eco Ranger,cradle,lotr,ADVANCE_ECOTOPIA
units.csv,Eco Terrorist,cradle,lotr,ADVANCE_ECOTOPIA
units.csv,Empathic Diplomat,cradle,lotr,ADVANCE_EUGENICS
units.csv,Fascist,cradle,lotr,ADVANCE_FASCISM
units.csv,Fighter,crusades,lotr,ADVANCE_AERODYNAMICS
units.csv,Frigate,crusades,lotr,ADVANCE_MASS_PRODUCTION
units.csv,Fusion Tank,cradle,lotr,ADVANCE_FUSION
units.csv,Galleon,crusades,lotr,ADVANCE_CHRONOMETER
units.csv,Hover Infantry,cradle,lotr,ADVANCE_CHAOS_THEORY
units.csv,Infantryman,cradle,lotr,ADVANCE_FLINTLOCK
units.csv,Infector,cradle,lotr,ADVANCE_NANO_WARFARE
units.csv,Interceptor,cradle,lotr,ADVANCE_SUPERSONIC_FLIGHT
units.csv,Ironclad,crusades,lotr,ADVANCE_INDUSTRIAL_REVOLUTION
units.csv,Kraken,midgard,lotr,ADVANCE_GENETIC_TAILORING
units.csv,Lawyer,cradle,lotr,ADVANCE_CRIMINAL_CODE
units.csv,Machine Gunner,cradle,lotr,ADVANCE_MASS_PRODUCTION
units.csv,Marine,cradle,lotr,ADVANCE_ADV_INFANTRY_TACTICS
units.csv,Mobile Sam,cradle,lotr,ADVANCE_RADAR
units.csv,Nuclear Submarine,cradle,lotr,ADVANCE_NUCLEAR_POWER
units.csv,Nuke,cradle,lotr,ADVANCE_NUCLEAR_POWER
units.csv,Paratrooper,cradle,lotr,ADVANCE_ADV_INFANTRY_TACTICS
units.csv,Plasma Destroyer,cradle,lotr,ADVANCE_PLASMA_WEAPONRY
units.csv,Revolutionary,aom,lotr,ADVANCE_COMMUNISM
units.csv,Scout Sub,cradle,lotr,ADVANCE_LIQUID_BREATHING_APPARATUS
units.csv,Sea Engineer,cradle,lotr,ADVANCE_NANO_ASSEMBLY
units.csv,Ship Of The Line,cradle,lotr,ADVANCE_NAVAL_TACTICS
units.csv,Space Plane,cradle,lotr,ADVANCE_SPACE_FLIGHT
units.csv,Spy Plane,cradle,lotr,ADVANCE_AI_SURVEILLANCE
units.csv,Stealth Bomber,cradle,lotr,ADVANCE_ADVANCED_COMPOSITES
units.csv,Stealth Fighter,cradle,lotr,ADVANCE_ADVANCED_COMPOSITES
units.csv,Submarine,crusades,lotr,ADVANCE_OIL_REFINING
units.csv,Tank,cradle,lotr,ADVANCE_TANK_WARFARE
units.csv,Televangelist,cradle,lotr,ADVANCE_MASS_MEDIA
units.csv,Troop Ship,cradle,lotr,ADVANCE_INTERNAL_COMBUSTION
units.csv,Urban Planner,cradle,lotr,ADVANCE_ADV_URBAN_PLANNING
units.csv,War Walker,cradle,lotr,ADVANCE_CYBERNETICS
improvements.csv,Barracks,base,homm2,War
improvements.csv,Granary,base,homm2,Aut
improvements.csv,Library,base,homm2,Alp
improvements.csv,Courthouse,base,homm2,Tra
improvements.csv,Cathedral,base,homm2,Mas
improvements.csv,Harbor,base,homm2,Map
improvements.csv,Barracks,base,midgard,War
improvements.csv,Temple,base,midgard,Cer
improvements.csv,Library,base,midgard,Wri
improvements.csv,City Walls,base,midgard,Mas
improvements.csv,Aqueduct,base,midgard,Cst
improvements.csv,Harbor,base,midgard,Sea
improvements.csv,Barracks,base,crusades,nil
improvements.csv,Granary,base,crusades,Pot
improvements.csv,Temple,base,crusades,Cer
improvements.csv,MarketPlace,homm2,crusades,Cur
improvements.csv,Library,base,crusades,Wri
improvements.csv,Courthouse,base,crusades,CoL
improvements.csv,City Walls,base,crusades,Mas
improvements.csv,Aqueduct,base,crusades,Cst
improvements.csv,Cathedral,base,crusades,MT
improvements.csv,University,base,crusades,Uni
improvements.csv,Colosseum,base,crusades,Cst
improvements.csv,Coastal Fortress,base,crusades,Met
improvements.csv,Harbor,base,crusades,Sea
improvements.csv,Port Facility,homm2,crusades,Amp
improvements.csv,SS Structural,midgard,crusades,SFl
improvements.csv,SS Component,midgard,crusades,Pla
improvements.csv,SS Module,midgard,crusades,Sup
improvements.csv,Airport,crusades,cradle,ADVANCE_AERODYNAMICS
improvements.csv,Aqueduct,base,cradle,ADVANCE_AQUEDUCTS
improvements.csv,Arena,midgard,cradle,ADVANCE_CONCRETE
improvements.csv,Bank,crusades,cradle,ADVANCE_BANKING
improvements.csv,Bazaar,midgard,cradle,ADVANCE_POTTERY
improvements.csv,Castle,midgard,cradle,ADVANCE_FEUDALISM
improvements.csv,Courthouse,base,cradle,ADVANCE_JURISPRUDENCE
improvements.csv,Factory,crusades,cradle,ADVANCE_INDUSTRIAL_REVOLUTION
improvements.csv,Granary,base,cradle,ADVANCE_GRANARIES
improvements.csv,Marketplace,homm2,cradle,ADVANCE_BUREAUCRACY
improvements.csv,Nuclear Plant,crusades,cradle,ADVANCE_NUCLEAR_POWER
improvements.csv,University,base,cradle,ADVANCE_CLASSICAL_EDUCATION
improvements.csv,Academy,cradle,aom,ADVANCE_PHILOSOPHY
improvements.csv,Agora,cradle,aom,ADVANCE_CURRENCY
improvements.csv,Airport,crusades,aom,ADVANCE_AERODYNAMICS
improvements.csv,Anti-Ballistic Missiles,cradle,aom,ADVANCE_GLOBAL_COMMUNICATIONS
improvements.csv,Apothecary,cradle,aom,ADVANCE_HERBALISM
improvements.csv,Aqueduct,base,aom,ADVANCE_CONCRETE
improvements.csv,Arcologies,cradle,aom,ADVANCE_ARCOLOGIES
improvements.csv,Arena,midgard,aom,ADVANCE_MASONRY
improvements.csv,Ballista Towers,cradle,aom,ADVANCE_BALLISTICS
improvements.csv,Bank,crusades,aom,ADVANCE_BANKING
improvements.csv,Basilica,cradle,aom,ADVANCE_THEOLOGY
improvements.csv,Bath House,cradle,aom,ADVANCE_PLUMBING
improvements.csv,Battlements,cradle,aom,ADVANCE_NAVAL_TACTICS
improvements.csv,Bazaar,midgard,aom,ADVANCE_TRADE
improvements.csv,Behavioral Mod Center,cradle,aom,ADVANCE_NEURAL_REPROGRAMMING
improvements.csv,Body Exchange,cradle,aom,ADVANCE_LIFE_EXTENSION
improvements.csv,Brokerage,cradle,aom,ADVANCE_ECONOMICS
improvements.csv,Capitol,cradle,aom,ADVANCE_FEUDALISM
improvements.csv,Castle,midgard,aom,ADVANCE_FEUDALISM
improvements.csv,City Clock,cradle,aom,ADVANCE_MECHANICAL_CLOCK
improvements.csv,City Wall,cradle,aom,ADVANCE_STONE_WORKING
improvements.csv,Computer Center,cradle,aom,ADVANCE_COMPUTER
improvements.csv,Conscripted Labor,cradle,aom,ADVANCE_BLACK_SMITH
improvements.csv,Correctional Facility,cradle,aom,ADVANCE_CRIMINAL_CODE
improvements.csv,Courthouse,base,aom,ADVANCE_JURISPRUDENCE
improvements.csv,Craft Guild,cradle,aom,ADVANCE_TRADE_GUILDS
improvements.csv,Drug Store,cradle,aom,ADVANCE_PHARMACEUTICALS
improvements.csv,Eco-Transit,cradle,aom,ADVANCE_FUEL_CELLS
improvements.csv,Factory,crusades,aom,ADVANCE_INDUSTRIAL_REVOLUTION
improvements.csv,Flak Towers,cradle,aom,ADVANCE_RADAR
improvements.csv,Food Silo,cradle,aom,ADVANCE_RAILROAD
improvements.csv,Forcefield,cradle,aom,ADVANCE_UNIFIED_PHYSICS
improvements.csv,Forge,cradle,aom,ADVANCE_COPPER_SMELTING
improvements.csv,Forum,cradle,aom,ADVANCE_ETHICS
improvements.csv,Fusion Plant,cradle,aom,ADVANCE_FUSION
improvements.csv,Granary,base,aom,ADVANCE_AGRICULTURE
improvements.csv,Hospital,cradle,aom,ADVANCE_MEDICINE
improvements.csv,Incubation Center,cradle,aom,ADVANCE_HUMAN_CLONING
improvements.csv,Marketplace,homm2,aom,ADVANCE_BUREAUCRACY
improvements.csv,Mill,cradle,aom,ADVANCE_AGRICULTURAL_REVOLUTION
improvements.csv,Monastery,cradle,aom,ADVANCE_CHRISTIANITY
improvements.csv,Mosque,cradle,aom,ADVANCE_PERSPECTIVE
improvements.csv,Movie Palace,cradle,aom,ADVANCE_ELECTRICITY
improvements.csv,Nuclear Plant,crusades,aom,ADVANCE_NUCLEAR_POWER
improvements.csv,Oil Refinery,cradle,aom,ADVANCE_OIL_REFINING
improvements.csv,Orbital Laboratory,cradle,aom,ADVANCE_SPACE_FLIGHT
improvements.csv,Physician,cradle,aom,ADVANCE_HIPPOCRATIC_SCHOOL
improvements.csv,Public Transportation,cradle,aom,ADVANCE_MASS_TRANSIT
improvements.csv,Publishing House,cradle,aom,ADVANCE_PRINTING_PRESS
improvements.csv,Recycling Plant,cradle,aom,ADVANCE_CONSERVATION
improvements.csv,Robotic Plant,cradle,aom,ADVANCE_ROBOTICS
improvements.csv,Security Monitor,cradle,aom,ADVANCE_AI_SURVEILLANCE
improvements.csv,Shrine,cradle,aom,ADVANCE_RELIGION
improvements.csv,Television,cradle,aom,ADVANCE_MASS_MEDIA
improvements.csv,Theater,cradle,aom,ADVANCE_DRAMA
improvements.csv,University,base,aom,ADVANCE_CLASSICAL_EDUCATION
improvements.csv,Wall,cradle,aom,ADVANCE_BRICK_MAKING
improvements.csv,Work Camp,cradle,aom,ADVANCE_ARCHITECTURE
improvements.csv,VR Amusement Park,cradle,aom,ADVANCE_NEURAL_INTERFACE
improvements.csv,Ziggurat,cradle,aom,ADVANCE_ASTRONOMY
improvements.csv,E-Bank,cradle,aom,ADVANCE_DIGITAL_ENCRYPTION
improvements.csv,Matter Decompiler,cradle,aom,ADVANCE_ECOTOPIA
improvements.csv,Micro Defense,cradle,aom,ADVANCE_NANO_WARFARE
improvements.csv,Nanite Factory,cradle,aom,ADVANCE_NANO_ASSEMBLY
improvements.csv,Aqua-Filter,cradle,aom,ADVANCE_NANO_MACHINES
