cell_index,name,code,prereq1,prereq2,epoch,category,icon,gameplay_str,historical_str,prereq_str,vari_str,stattext_str,source
56,Sorcery Adept,,The,nil,1,4    ; X2,ICON_ADVANCE_SORCERY_ADEPT,ADVANCE_SORCERY_ADEPT_GAMEPLAY,ADVANCE_SORCERY_ADEPT_HISTORICAL,ADVANCE_SORCERY_ADEPT_PREREQ,ADVANCE_SORCERY_ADEPT_STATISTICS,ADVANCE_SORCERY_ADEPT_PREREQ,base
44,Artificing,,Esp,nil,0,3    ; X3,ICON_ADVANCE_ARTIFICING,ADVANCE_ARTIFICING_GAMEPLAY,ADVANCE_ARTIFICING_HISTORICAL,ADVANCE_ARTIFICING_PREREQ,ADVANCE_ARTIFICING_STATISTICS,ADVANCE_ARTIFICING_PREREQ,base
44,Lesser Fauna Lore,,Amp,nil,0,3    ; X4,ICON_ADVANCE_LESSER_FAUNA_LORE,ADVANCE_LESSER_FAUNA_LORE_GAMEPLAY,ADVANCE_LESSER_FAUNA_LORE_HISTORICAL,ADVANCE_LESSER_FAUNA_LORE_PREREQ,ADVANCE_LESSER_FAUNA_LORE_STATISTICS,ADVANCE_LESSER_FAUNA_LORE_PREREQ,base
44,Pyrotechnics,,Ato,nil,0,3    ; X5,ICON_ADVANCE_PYROTECHNICS,ADVANCE_PYROTECHNICS_GAMEPLAY,ADVANCE_PYROTECHNICS_HISTORICAL,ADVANCE_PYROTECHNICS_PREREQ,ADVANCE_PYROTECHNICS_STATISTICS,ADVANCE_PYROTECHNICS_PREREQ,base
44,Occult Studies,,Env,nil,0,3    ; X6,ICON_ADVANCE_OCCULT_STUDIES,ADVANCE_OCCULT_STUDIES_GAMEPLAY,ADVANCE_OCCULT_STUDIES_HISTORICAL,ADVANCE_OCCULT_STUDIES_PREREQ,ADVANCE_OCCULT_STUDIES_STATISTICS,ADVANCE_OCCULT_STUDIES_PREREQ,base
0,zz Advanced Flight,homm2:AFl,no,no,3,4,ICON_ADVANCE_ZZ_ADVANCED_FLIGHT,ADVANCE_ZZ_ADVANCED_FLIGHT_GAMEPLAY,ADVANCE_ZZ_ADVANCED_FLIGHT_HISTORICAL,ADVANCE_ZZ_ADVANCED_FLIGHT_PREREQ,ADVANCE_ZZ_ADVANCED_FLIGHT_STATISTICS,ADVANCE_ZZ_ADVANCED_FLIGHT_PREREQ,homm2
1,Knowledge Lvl. 1,homm2:Alp,nil,nil,1,1,ICON_ADVANCE_KNOWLEDGE_LVL_1,ADVANCE_KNOWLEDGE_LVL_1_GAMEPLAY,ADVANCE_KNOWLEDGE_LVL_1_HISTORICAL,ADVANCE_KNOWLEDGE_LVL_1_PREREQ,ADVANCE_KNOWLEDGE_LVL_1_STATISTICS,ADVANCE_KNOWLEDGE_LVL_1_PREREQ,homm2
2,Creatures Lvl. 6,homm2:Amp,homm2:Stl,homm2:U1,3,3,ICON_ADVANCE_CREATURES_LVL_6,ADVANCE_CREATURES_LVL_6_GAMEPLAY,ADVANCE_CREATURES_LVL_6_HISTORICAL,ADVANCE_CREATURES_LVL_6_PREREQ,ADVANCE_CREATURES_LVL_6_STATISTICS,ADVANCE_CREATURES_LVL_6_PREREQ,homm2
3,Creatures Lvl. 2,homm2:Ast,homm2:ToG,homm2:War,1,3,ICON_ADVANCE_CREATURES_LVL_2,ADVANCE_CREATURES_LVL_2_GAMEPLAY,ADVANCE_CREATURES_LVL_2_HISTORICAL,ADVANCE_CREATURES_LVL_2_PREREQ,ADVANCE_CREATURES_LVL_2_STATISTICS,ADVANCE_CREATURES_LVL_2_PREREQ,homm2
4,Creatures Lvl. 4,homm2:Ato,homm2:Plu,homm2:Whe,3,3,ICON_ADVANCE_CREATURES_LVL_4,ADVANCE_CREATURES_LVL_4_GAMEPLAY,ADVANCE_CREATURES_LVL_4_HISTORICAL,ADVANCE_CREATURES_LVL_4_PREREQ,ADVANCE_CREATURES_LVL_4_STATISTICS,ADVANCE_CREATURES_LVL_4_PREREQ,homm2
5,Buildings Lvl. 1,homm2:Aut,nil,nil,0,4,ICON_ADVANCE_BUILDINGS_LVL_1,ADVANCE_BUILDINGS_LVL_1_GAMEPLAY,ADVANCE_BUILDINGS_LVL_1_HISTORICAL,ADVANCE_BUILDINGS_LVL_1_PREREQ,ADVANCE_BUILDINGS_LVL_1_STATISTICS,ADVANCE_BUILDINGS_LVL_1_PREREQ,homm2
6,Economy Lvl. 3,homm2:Ban,homm2:Tra,homm2:Wri,0,1,ICON_ADVANCE_ECONOMY_LVL_3,ADVANCE_ECONOMY_LVL_3_GAMEPLAY,ADVANCE_ECONOMY_LVL_3_HISTORICAL,ADVANCE_ECONOMY_LVL_3_PREREQ,ADVANCE_ECONOMY_LVL_3_STATISTICS,ADVANCE_ECONOMY_LVL_3_PREREQ,homm2
7,Buildings Lvl. 3,homm2:Bri,homm2:Cst,homm2:Ast,0,4,ICON_ADVANCE_BUILDINGS_LVL_3,ADVANCE_BUILDINGS_LVL_3_GAMEPLAY,ADVANCE_BUILDINGS_LVL_3_HISTORICAL,ADVANCE_BUILDINGS_LVL_3_PREREQ,ADVANCE_BUILDINGS_LVL_3_STATISTICS,ADVANCE_BUILDINGS_LVL_3_PREREQ,homm2
8,KNIGHT,homm2:Bro,nil,no,0,4,ICON_ADVANCE_KNIGHT,ADVANCE_KNIGHT_GAMEPLAY,ADVANCE_KNIGHT_HISTORICAL,ADVANCE_KNIGHT_PREREQ,ADVANCE_KNIGHT_STATISTICS,ADVANCE_KNIGHT_PREREQ,homm2
9,Happiness Lvl. 1,homm2:Cer,nil,nil,0,3,ICON_ADVANCE_HAPPINESS_LVL_1,ADVANCE_HAPPINESS_LVL_1_GAMEPLAY,ADVANCE_HAPPINESS_LVL_1_HISTORICAL,ADVANCE_HAPPINESS_LVL_1_PREREQ,ADVANCE_HAPPINESS_LVL_1_STATISTICS,ADVANCE_HAPPINESS_LVL_1_PREREQ,homm2
10,Knowledge Lvl. 7,homm2:Che,homm2:Phy,homm2:Cmn,3,1,ICON_ADVANCE_KNOWLEDGE_LVL_7,ADVANCE_KNOWLEDGE_LVL_7_GAMEPLAY,ADVANCE_KNOWLEDGE_LVL_7_HISTORICAL,ADVANCE_KNOWLEDGE_LVL_7_PREREQ,ADVANCE_KNOWLEDGE_LVL_7_STATISTICS,ADVANCE_KNOWLEDGE_LVL_7_PREREQ,homm2
11,zz Chivalry,homm2:Chi,no,no,1,0,ICON_ADVANCE_ZZ_CHIVALRY,ADVANCE_ZZ_CHIVALRY_GAMEPLAY,ADVANCE_ZZ_CHIVALRY_HISTORICAL,ADVANCE_ZZ_CHIVALRY_PREREQ,ADVANCE_ZZ_CHIVALRY_STATISTICS,ADVANCE_ZZ_CHIVALRY_PREREQ,homm2
12,Leadership Lvl. 1,homm2:CoL,nil,nil,0,2,ICON_ADVANCE_LEADERSHIP_LVL_1,ADVANCE_LEADERSHIP_LVL_1_GAMEPLAY,ADVANCE_LEADERSHIP_LVL_1_HISTORICAL,ADVANCE_LEADERSHIP_LVL_1_PREREQ,ADVANCE_LEADERSHIP_LVL_1_STATISTICS,ADVANCE_LEADERSHIP_LVL_1_PREREQ,homm2
13,zz Combined Arms,homm2:CA,no,no,3,0,ICON_ADVANCE_ZZ_COMBINED_ARMS,ADVANCE_ZZ_COMBINED_ARMS_GAMEPLAY,ADVANCE_ZZ_COMBINED_ARMS_HISTORICAL,ADVANCE_ZZ_COMBINED_ARMS_PREREQ,ADVANCE_ZZ_COMBINED_ARMS_STATISTICS,ADVANCE_ZZ_COMBINED_ARMS_PREREQ,homm2
14,zz Combustion,homm2:Cmb,no,no,2,4,ICON_ADVANCE_ZZ_COMBUSTION,ADVANCE_ZZ_COMBUSTION_GAMEPLAY,ADVANCE_ZZ_COMBUSTION_HISTORICAL,ADVANCE_ZZ_COMBUSTION_PREREQ,ADVANCE_ZZ_COMBUSTION_STATISTICS,ADVANCE_ZZ_COMBUSTION_PREREQ,homm2
15,Leadership Lvl. 6,homm2:Cmn,homm2:Dem,homm2:Ref,2,2,ICON_ADVANCE_LEADERSHIP_LVL_6,ADVANCE_LEADERSHIP_LVL_6_GAMEPLAY,ADVANCE_LEADERSHIP_LVL_6_HISTORICAL,ADVANCE_LEADERSHIP_LVL_6_PREREQ,ADVANCE_LEADERSHIP_LVL_6_STATISTICS,ADVANCE_LEADERSHIP_LVL_6_PREREQ,homm2
18,Buildings Lvl. 2,homm2:Cst,homm2:Aut,homm2:ToG,0,4,ICON_ADVANCE_BUILDINGS_LVL_2,ADVANCE_BUILDINGS_LVL_2_GAMEPLAY,ADVANCE_BUILDINGS_LVL_2_HISTORICAL,ADVANCE_BUILDINGS_LVL_2_PREREQ,ADVANCE_BUILDINGS_LVL_2_STATISTICS,ADVANCE_BUILDINGS_LVL_2_PREREQ,homm2
19,Economy Lvl. 7,homm2:Cor,homm2:Rob,homm2:Phy,2,1,ICON_ADVANCE_ECONOMY_LVL_7,ADVANCE_ECONOMY_LVL_7_GAMEPLAY,ADVANCE_ECONOMY_LVL_7_HISTORICAL,ADVANCE_ECONOMY_LVL_7_PREREQ,ADVANCE_ECONOMY_LVL_7_STATISTICS,ADVANCE_ECONOMY_LVL_7_PREREQ,homm2
20,Economy Lvl. 1,homm2:Cur,nil,nil,0,1,ICON_ADVANCE_ECONOMY_LVL_1,ADVANCE_ECONOMY_LVL_1_GAMEPLAY,ADVANCE_ECONOMY_LVL_1_HISTORICAL,ADVANCE_ECONOMY_LVL_1_PREREQ,ADVANCE_ECONOMY_LVL_1_STATISTICS,ADVANCE_ECONOMY_LVL_1_PREREQ,homm2
21,Leadership Lvl. 5,homm2:Dem,homm2:Gue,homm2:NP,2,2,ICON_ADVANCE_LEADERSHIP_LVL_5,ADVANCE_LEADERSHIP_LVL_5_GAMEPLAY,ADVANCE_LEADERSHIP_LVL_5_HISTORICAL,ADVANCE_LEADERSHIP_LVL_5_PREREQ,ADVANCE_LEADERSHIP_LVL_5_STATISTICS,ADVANCE_LEADERSHIP_LVL_5_PREREQ,homm2
22,Economy Lvl. 4,homm2:Eco,homm2:Ban,homm2:Inv,2,1,ICON_ADVANCE_ECONOMY_LVL_4,ADVANCE_ECONOMY_LVL_4_GAMEPLAY,ADVANCE_ECONOMY_LVL_4_HISTORICAL,ADVANCE_ECONOMY_LVL_4_PREREQ,ADVANCE_ECONOMY_LVL_4_STATISTICS,ADVANCE_ECONOMY_LVL_4_PREREQ,homm2
23,zz Electricity,homm2:E1,no,no,2,4,ICON_ADVANCE_ZZ_ELECTRICITY,ADVANCE_ZZ_ELECTRICITY_GAMEPLAY,ADVANCE_ZZ_ELECTRICITY_HISTORICAL,ADVANCE_ZZ_ELECTRICITY_PREREQ,ADVANCE_ZZ_ELECTRICITY_STATISTICS,ADVANCE_ZZ_ELECTRICITY_PREREQ,homm2
24,WARLOCK,homm2:E2,no,no,0,4,ICON_ADVANCE_WARLOCK,ADVANCE_WARLOCK_GAMEPLAY,ADVANCE_WARLOCK_HISTORICAL,ADVANCE_WARLOCK_PREREQ,ADVANCE_WARLOCK_STATISTICS,ADVANCE_WARLOCK_PREREQ,homm2
25,SORCERER,homm2:Eng,nil,no,0,4,ICON_ADVANCE_SORCERER,ADVANCE_SORCERER_GAMEPLAY,ADVANCE_SORCERER_HISTORICAL,ADVANCE_SORCERER_PREREQ,ADVANCE_SORCERER_STATISTICS,ADVANCE_SORCERER_PREREQ,homm2
26,zz Environmentalism,homm2:Env,no,no,3,2,ICON_ADVANCE_ZZ_ENVIRONMENTALISM,ADVANCE_ZZ_ENVIRONMENTALISM_GAMEPLAY,ADVANCE_ZZ_ENVIRONMENTALISM_HISTORICAL,ADVANCE_ZZ_ENVIRONMENTALISM_PREREQ,ADVANCE_ZZ_ENVIRONMENTALISM_STATISTICS,ADVANCE_ZZ_ENVIRONMENTALISM_PREREQ,homm2
27,zz Espionage,homm2:Esp,no,no,3,0,ICON_ADVANCE_ZZ_ESPIONAGE,ADVANCE_ZZ_ESPIONAGE_GAMEPLAY,ADVANCE_ZZ_ESPIONAGE_HISTORICAL,ADVANCE_ZZ_ESPIONAGE_PREREQ,ADVANCE_ZZ_ESPIONAGE_STATISTICS,ADVANCE_ZZ_ESPIONAGE_PREREQ,homm2
28,zz Explosives,homm2:Exp,no,no,2,4,ICON_ADVANCE_ZZ_EXPLOSIVES,ADVANCE_ZZ_EXPLOSIVES_GAMEPLAY,ADVANCE_ZZ_EXPLOSIVES_HISTORICAL,ADVANCE_ZZ_EXPLOSIVES_PREREQ,ADVANCE_ZZ_EXPLOSIVES_STATISTICS,ADVANCE_ZZ_EXPLOSIVES_PREREQ,homm2
29,zz Feudalism,homm2:Feu,no,no,0,0,ICON_ADVANCE_ZZ_FEUDALISM,ADVANCE_ZZ_FEUDALISM_GAMEPLAY,ADVANCE_ZZ_FEUDALISM_HISTORICAL,ADVANCE_ZZ_FEUDALISM_PREREQ,ADVANCE_ZZ_FEUDALISM_STATISTICS,ADVANCE_ZZ_FEUDALISM_PREREQ,homm2
30,zz Flight,homm2:Fli,no,no,2,4,ICON_ADVANCE_ZZ_FLIGHT,ADVANCE_ZZ_FLIGHT_GAMEPLAY,ADVANCE_ZZ_FLIGHT_HISTORICAL,ADVANCE_ZZ_FLIGHT_PREREQ,ADVANCE_ZZ_FLIGHT_STATISTICS,ADVANCE_ZZ_FLIGHT_PREREQ,homm2
31,Leadership Lvl. 7,homm2:Fun,homm2:Rfg,homm2:Cmn,2,2,ICON_ADVANCE_LEADERSHIP_LVL_7,ADVANCE_LEADERSHIP_LVL_7_GAMEPLAY,ADVANCE_LEADERSHIP_LVL_7_HISTORICAL,ADVANCE_LEADERSHIP_LVL_7_PREREQ,ADVANCE_LEADERSHIP_LVL_7_STATISTICS,ADVANCE_LEADERSHIP_LVL_7_PREREQ,homm2
33,WIZARD,homm2:Gen,nil,no,0,4,ICON_ADVANCE_WIZARD,ADVANCE_WIZARD_GAMEPLAY,ADVANCE_WIZARD_HISTORICAL,ADVANCE_WIZARD_PREREQ,ADVANCE_WIZARD_STATISTICS,ADVANCE_WIZARD_PREREQ,homm2
34,Leadership Lvl. 4,homm2:Gue,homm2:Rep,homm2:Nav,0,2,ICON_ADVANCE_LEADERSHIP_LVL_4,ADVANCE_LEADERSHIP_LVL_4_GAMEPLAY,ADVANCE_LEADERSHIP_LVL_4_HISTORICAL,ADVANCE_LEADERSHIP_LVL_4_PREREQ,ADVANCE_LEADERSHIP_LVL_4_STATISTICS,ADVANCE_LEADERSHIP_LVL_4_PREREQ,homm2
35,zz Gunpowder,homm2:Gun,no,no,1,0,ICON_ADVANCE_ZZ_GUNPOWDER,ADVANCE_ZZ_GUNPOWDER_GAMEPLAY,ADVANCE_ZZ_GUNPOWDER_HISTORICAL,ADVANCE_ZZ_GUNPOWDER_PREREQ,ADVANCE_ZZ_GUNPOWDER_STATISTICS,ADVANCE_ZZ_GUNPOWDER_PREREQ,homm2
36,Military Lvl. 2,homm2:Hor,homm2:War,homm2:Cur,0,0,ICON_ADVANCE_MILITARY_LVL_2,ADVANCE_MILITARY_LVL_2_GAMEPLAY,ADVANCE_MILITARY_LVL_2_HISTORICAL,ADVANCE_MILITARY_LVL_2_PREREQ,ADVANCE_MILITARY_LVL_2_STATISTICS,ADVANCE_MILITARY_LVL_2_PREREQ,homm2
37,NECROMANCER,homm2:Ind,no,no,0,4,ICON_ADVANCE_NECROMANCER,ADVANCE_NECROMANCER_GAMEPLAY,ADVANCE_NECROMANCER_HISTORICAL,ADVANCE_NECROMANCER_PREREQ,ADVANCE_NECROMANCER_STATISTICS,ADVANCE_NECROMANCER_PREREQ,homm2
38,Knowledge Lvl. 3,homm2:Inv,homm2:Wri,homm2:Mon,1,1,ICON_ADVANCE_KNOWLEDGE_LVL_3,ADVANCE_KNOWLEDGE_LVL_3_GAMEPLAY,ADVANCE_KNOWLEDGE_LVL_3_HISTORICAL,ADVANCE_KNOWLEDGE_LVL_3_PREREQ,ADVANCE_KNOWLEDGE_LVL_3_STATISTICS,ADVANCE_KNOWLEDGE_LVL_3_PREREQ,homm2
39,zz Iron Working,homm2:Iro,no,no,0,4,ICON_ADVANCE_ZZ_IRON_WORKING,ADVANCE_ZZ_IRON_WORKING_GAMEPLAY,ADVANCE_ZZ_IRON_WORKING_HISTORICAL,ADVANCE_ZZ_IRON_WORKING_PREREQ,ADVANCE_ZZ_IRON_WORKING_STATISTICS,ADVANCE_ZZ_IRON_WORKING_PREREQ,homm2
40,Happiness Lvl. 7,homm2:Lab,homm2:Med,homm2:MP,2,3,ICON_ADVANCE_HAPPINESS_LVL_7,ADVANCE_HAPPINESS_LVL_7_GAMEPLAY,ADVANCE_HAPPINESS_LVL_7_HISTORICAL,ADVANCE_HAPPINESS_LVL_7_PREREQ,ADVANCE_HAPPINESS_LVL_7_STATISTICS,ADVANCE_HAPPINESS_LVL_7_PREREQ,homm2
41,BARBARIAN,homm2:Las,nil,no,0,4,ICON_ADVANCE_BARBARIAN,ADVANCE_BARBARIAN_GAMEPLAY,ADVANCE_BARBARIAN_HISTORICAL,ADVANCE_BARBARIAN_PREREQ,ADVANCE_BARBARIAN_STATISTICS,ADVANCE_BARBARIAN_PREREQ,homm2
42,zz Leadership,homm2:Ldr,no,no,1,0,ICON_ADVANCE_ZZ_LEADERSHIP,ADVANCE_ZZ_LEADERSHIP_GAMEPLAY,ADVANCE_ZZ_LEADERSHIP_HISTORICAL,ADVANCE_ZZ_LEADERSHIP_PREREQ,ADVANCE_ZZ_LEADERSHIP_STATISTICS,ADVANCE_ZZ_LEADERSHIP_PREREQ,homm2
43,Knowledge Lvl. 4,homm2:Lit,homm2:Inv,homm2:Rep,1,1,ICON_ADVANCE_KNOWLEDGE_LVL_4,ADVANCE_KNOWLEDGE_LVL_4_GAMEPLAY,ADVANCE_KNOWLEDGE_LVL_4_HISTORICAL,ADVANCE_KNOWLEDGE_LVL_4_PREREQ,ADVANCE_KNOWLEDGE_LVL_4_STATISTICS,ADVANCE_KNOWLEDGE_LVL_4_PREREQ,homm2
44,Buildings Lvl. 7,homm2:Too,homm2:MP,homm2:Amp,3,4,ICON_ADVANCE_BUILDINGS_LVL_7,ADVANCE_BUILDINGS_LVL_7_GAMEPLAY,ADVANCE_BUILDINGS_LVL_7_HISTORICAL,ADVANCE_BUILDINGS_LVL_7_PREREQ,ADVANCE_BUILDINGS_LVL_7_STATISTICS,ADVANCE_BUILDINGS_LVL_7_PREREQ,homm2
45,zz Magnetism,homm2:Mag,no,no,1,3,ICON_ADVANCE_ZZ_MAGNETISM,ADVANCE_ZZ_MAGNETISM_GAMEPLAY,ADVANCE_ZZ_MAGNETISM_HISTORICAL,ADVANCE_ZZ_MAGNETISM_PREREQ,ADVANCE_ZZ_MAGNETISM_STATISTICS,ADVANCE_ZZ_MAGNETISM_PREREQ,homm2
46,Seafaring Lvl. 2,homm2:Map,homm2:Sea,homm2:Cer,1,2,ICON_ADVANCE_SEAFARING_LVL_2,ADVANCE_SEAFARING_LVL_2_GAMEPLAY,ADVANCE_SEAFARING_LVL_2_HISTORICAL,ADVANCE_SEAFARING_LVL_2_PREREQ,ADVANCE_SEAFARING_LVL_2_STATISTICS,ADVANCE_SEAFARING_LVL_2_PREREQ,homm2
47,Happiness Lvl. 5,homm2:Mas,homm2:U2,homm2:San,2,3,ICON_ADVANCE_HAPPINESS_LVL_5,ADVANCE_HAPPINESS_LVL_5_GAMEPLAY,ADVANCE_HAPPINESS_LVL_5_HISTORICAL,ADVANCE_HAPPINESS_LVL_5_PREREQ,ADVANCE_HAPPINESS_LVL_5_STATISTICS,ADVANCE_HAPPINESS_LVL_5_PREREQ,homm2
48,Buildings Lvl. 6,homm2:MP,homm2:Min,homm2:Stl,3,4,ICON_ADVANCE_BUILDINGS_LVL_6,ADVANCE_BUILDINGS_LVL_6_GAMEPLAY,ADVANCE_BUILDINGS_LVL_6_HISTORICAL,ADVANCE_BUILDINGS_LVL_6_PREREQ,ADVANCE_BUILDINGS_LVL_6_STATISTICS,ADVANCE_BUILDINGS_LVL_6_PREREQ,homm2
49,zz Mathematics,homm2:Mat,no,no,0,3,ICON_ADVANCE_ZZ_MATHEMATICS,ADVANCE_ZZ_MATHEMATICS_GAMEPLAY,ADVANCE_ZZ_MATHEMATICS_HISTORICAL,ADVANCE_ZZ_MATHEMATICS_PREREQ,ADVANCE_ZZ_MATHEMATICS_STATISTICS,ADVANCE_ZZ_MATHEMATICS_PREREQ,homm2
50,Happiness Lvl. 6,homm2:Med,homm2:Mas,homm2:Min,2,3,ICON_ADVANCE_HAPPINESS_LVL_6,ADVANCE_HAPPINESS_LVL_6_GAMEPLAY,ADVANCE_HAPPINESS_LVL_6_HISTORICAL,ADVANCE_HAPPINESS_LVL_6_PREREQ,ADVANCE_HAPPINESS_LVL_6_STATISTICS,ADVANCE_HAPPINESS_LVL_6_PREREQ,homm2
51,Military Lvl. 6,homm2:Met,no,no,3,0,ICON_ADVANCE_MILITARY_LVL_6,ADVANCE_MILITARY_LVL_6_GAMEPLAY,ADVANCE_MILITARY_LVL_6_HISTORICAL,ADVANCE_MILITARY_LVL_6_PREREQ,ADVANCE_MILITARY_LVL_6_STATISTICS,ADVANCE_MILITARY_LVL_6_PREREQ,homm2
52,Buildings Lvl. 5,homm2:Min,homm2:San,homm2:Ato,2,4,ICON_ADVANCE_BUILDINGS_LVL_5,ADVANCE_BUILDINGS_LVL_5_GAMEPLAY,ADVANCE_BUILDINGS_LVL_5_HISTORICAL,ADVANCE_BUILDINGS_LVL_5_PREREQ,ADVANCE_BUILDINGS_LVL_5_STATISTICS,ADVANCE_BUILDINGS_LVL_5_PREREQ,homm2
53,zz Mobile Warfare,homm2:Mob,no,no,3,0,ICON_ADVANCE_ZZ_MOBILE_WARFARE,ADVANCE_ZZ_MOBILE_WARFARE_GAMEPLAY,ADVANCE_ZZ_MOBILE_WARFARE_HISTORICAL,ADVANCE_ZZ_MOBILE_WARFARE_PREREQ,ADVANCE_ZZ_MOBILE_WARFARE_STATISTICS,ADVANCE_ZZ_MOBILE_WARFARE_PREREQ,homm2
54,Leadership Lvl. 2,homm2:Mon,homm2:Sea,homm2:CoL,0,2,ICON_ADVANCE_LEADERSHIP_LVL_2,ADVANCE_LEADERSHIP_LVL_2_GAMEPLAY,ADVANCE_LEADERSHIP_LVL_2_HISTORICAL,ADVANCE_LEADERSHIP_LVL_2_PREREQ,ADVANCE_LEADERSHIP_LVL_2_STATISTICS,ADVANCE_LEADERSHIP_LVL_2_PREREQ,homm2
55,zz Monotheism,homm2:MT,no,no,1,2,ICON_ADVANCE_ZZ_MONOTHEISM,ADVANCE_ZZ_MONOTHEISM_GAMEPLAY,ADVANCE_ZZ_MONOTHEISM_HISTORICAL,ADVANCE_ZZ_MONOTHEISM_PREREQ,ADVANCE_ZZ_MONOTHEISM_STATISTICS,ADVANCE_ZZ_MONOTHEISM_PREREQ,homm2
56,Happiness Lvl. 2,homm2:Mys,homm2:Cer,homm2:Aut,0,3,ICON_ADVANCE_HAPPINESS_LVL_2,ADVANCE_HAPPINESS_LVL_2_GAMEPLAY,ADVANCE_HAPPINESS_LVL_2_HISTORICAL,ADVANCE_HAPPINESS_LVL_2_PREREQ,ADVANCE_HAPPINESS_LVL_2_STATISTICS,ADVANCE_HAPPINESS_LVL_2_PREREQ,homm2
57,Seafaring Lvl. 3,homm2:Nav,homm2:Map,homm2:Mys,1,2,ICON_ADVANCE_SEAFARING_LVL_3,ADVANCE_SEAFARING_LVL_3_GAMEPLAY,ADVANCE_SEAFARING_LVL_3_HISTORICAL,ADVANCE_SEAFARING_LVL_3_PREREQ,ADVANCE_SEAFARING_LVL_3_STATISTICS,ADVANCE_SEAFARING_LVL_3_PREREQ,homm2
58,Creatures Lvl. 7,homm2:NF,homm2:Amp,homm2:U3,3,3,ICON_ADVANCE_CREATURES_LVL_7,ADVANCE_CREATURES_LVL_7_GAMEPLAY,ADVANCE_CREATURES_LVL_7_HISTORICAL,ADVANCE_CREATURES_LVL_7_PREREQ,ADVANCE_CREATURES_LVL_7_STATISTICS,ADVANCE_CREATURES_LVL_7_PREREQ,homm2
59,Seafaring Lvl. 4,homm2:NP,homm2:The,homm2:Nav,1,2,ICON_ADVANCE_SEAFARING_LVL_4,ADVANCE_SEAFARING_LVL_4_GAMEPLAY,ADVANCE_SEAFARING_LVL_4_HISTORICAL,ADVANCE_SEAFARING_LVL_4_PREREQ,ADVANCE_SEAFARING_LVL_4_STATISTICS,ADVANCE_SEAFARING_LVL_4_PREREQ,homm2
61,Knowledge Lvl. 6,homm2:Phy,homm2:Uni,homm2:Dem,3,1,ICON_ADVANCE_KNOWLEDGE_LVL_6,ADVANCE_KNOWLEDGE_LVL_6_GAMEPLAY,ADVANCE_KNOWLEDGE_LVL_6_HISTORICAL,ADVANCE_KNOWLEDGE_LVL_6_PREREQ,ADVANCE_KNOWLEDGE_LVL_6_STATISTICS,ADVANCE_KNOWLEDGE_LVL_6_PREREQ,homm2
62,zz Plastics,homm2:Pla,no,no,3,4,ICON_ADVANCE_ZZ_PLASTICS,ADVANCE_ZZ_PLASTICS_GAMEPLAY,ADVANCE_ZZ_PLASTICS_HISTORICAL,ADVANCE_ZZ_PLASTICS_PREREQ,ADVANCE_ZZ_PLASTICS_STATISTICS,ADVANCE_ZZ_PLASTICS_PREREQ,homm2
63,Creatures Lvl. 3,homm2:Plu,homm2:Ast,homm2:Hor,1,3,ICON_ADVANCE_CREATURES_LVL_3,ADVANCE_CREATURES_LVL_3_GAMEPLAY,ADVANCE_CREATURES_LVL_3_HISTORICAL,ADVANCE_CREATURES_LVL_3_PREREQ,ADVANCE_CREATURES_LVL_3_STATISTICS,ADVANCE_CREATURES_LVL_3_PREREQ,homm2
64,zz Polytheism,homm2:PT,no,no,0,2,ICON_ADVANCE_ZZ_POLYTHEISM,ADVANCE_ZZ_POLYTHEISM_GAMEPLAY,ADVANCE_ZZ_POLYTHEISM_HISTORICAL,ADVANCE_ZZ_POLYTHEISM_PREREQ,ADVANCE_ZZ_POLYTHEISM_STATISTICS,ADVANCE_ZZ_POLYTHEISM_PREREQ,homm2
65,Economy Lvl. 5,homm2:Pot,homm2:Lit,homm2:Eco,2,1,ICON_ADVANCE_ECONOMY_LVL_5,ADVANCE_ECONOMY_LVL_5_GAMEPLAY,ADVANCE_ECONOMY_LVL_5_HISTORICAL,ADVANCE_ECONOMY_LVL_5_PREREQ,ADVANCE_ECONOMY_LVL_5_STATISTICS,ADVANCE_ECONOMY_LVL_5_PREREQ,homm2
66,Military Lvl. 4,homm2:Rad,homm2:Whe,homm2:Ban,1,4,ICON_ADVANCE_MILITARY_LVL_4,ADVANCE_MILITARY_LVL_4_GAMEPLAY,ADVANCE_MILITARY_LVL_4_HISTORICAL,ADVANCE_MILITARY_LVL_4_PREREQ,ADVANCE_MILITARY_LVL_4_STATISTICS,ADVANCE_MILITARY_LVL_4_PREREQ,homm2
68,Seafaring Lvl. 7,homm2:Rec,homm2:Rfg,homm2:Med,3,2,ICON_ADVANCE_SEAFARING_LVL_7,ADVANCE_SEAFARING_LVL_7_GAMEPLAY,ADVANCE_SEAFARING_LVL_7_HISTORICAL,ADVANCE_SEAFARING_LVL_7_PREREQ,ADVANCE_SEAFARING_LVL_7_STATISTICS,ADVANCE_SEAFARING_LVL_7_PREREQ,homm2
69,Seafaring Lvl. 5,homm2:Ref,homm2:NP,homm2:U2,3,2,ICON_ADVANCE_SEAFARING_LVL_5,ADVANCE_SEAFARING_LVL_5_GAMEPLAY,ADVANCE_SEAFARING_LVL_5_HISTORICAL,ADVANCE_SEAFARING_LVL_5_PREREQ,ADVANCE_SEAFARING_LVL_5_STATISTICS,ADVANCE_SEAFARING_LVL_5_PREREQ,homm2
