dimension,id,name,source,mask,reason
unit,UNIT_MODERN_ARMOUR,Modern Armour,aom,yes,era: AGE_NINE (via CYBERNETICS)
unit,UNIT_MUSKETMAN,Musketman,aom,yes,gunpowder
unit,UNIT_PANZER,Panzer,aom,yes,era: AGE_FIVE (via FASCISM)
unit,UNIT_PEZHETEROI,Pezheteroi,aom,,
unit,UNIT_PHALANX,Phalanx,aom,,
unit,UNIT_PIKEMEN,Pikemen,aom,,
unit,UNIT_PLASMADESTROYER,Plasma	Destroyer,aom,yes,era: AGE_NINE (via PLASMA_WEAPONRY)
unit,UNIT_PELTAST,Peltast,aom,,
unit,UNIT_PRAETORIANS,Praetorians,aom,,
unit,UNIT_PRINCESS,Princess,aom,,
unit,UNIT_RADAR_ARTILLERY,Radar Artillery,aom,yes,era: AGE_SEVEN (via COMPUTER)
unit,UNIT_REVOLUTIONARY,Revolutionary,aom,yes,era: AGE_FIVE (via COMMUNISM)
unit,UNIT_RIFLEMAN,Rifleman,aom,yes,firearms
unit,UNIT_SAPHIA,Saphia,aom,,
unit,UNIT_SAMURAI,Samurai,aom,,
unit,UNIT_SLAVEMASTER,Slavemaster,aom,,
unit,UNIT_SPITFIRE,Spitfire,aom,yes,era: AGE_FIVE (via DEMOCRACY)
unit,UNIT_STUKA,Stuka,aom,yes,era: AGE_FIVE (via FASCISM)
unit,UNIT_SUPPLY_TRAIN,Supply Train,aom,,
unit,UNIT_SUPPLY_COLUMN,Supply Column,aom,yes,era: AGE_SIX (via MASS_PRODUCTION)
unit,UNIT_T34,T34,aom,yes,era: AGE_FIVE (via COMMUNISM)
unit,UNIT_TIGER,Tiger,aom,,
unit,UNIT_WARRIOR,Warrior,aom,,
unit,UNIT_YAK9,Yak9,aom,yes,era: AGE_FIVE (via COMMUNISM)
unit,UNIT_BARON,Baron,aom,,
unit,UNIT_MARSHALL,Marshall,aom,,
unit,UNIT_TRIBAL_LEADER,Tribal Leader,aom,,
unit,UNIT_TARKAN,Tarkan,aom,,
unit,UNIT_KESHIK,Keshik,aom,,
unit,UNIT_RAMSES,Ramses,aom,,
unit,UNIT_NEBUCHADNEZZER,Nebuchadnezzer,aom,,
unit,UNIT_CHARLEMANGE,Charlemange,aom,,
unit,UNIT_GUSTAVAS_ADOLPHUS,Gustavas Adolphus,aom,,
unit,UNIT_WILLIAM_PITT,William Pitt,aom,,
unit,UNIT_NAPOLEON,Napoleon,aom,,
unit,UNIT_TOKUGAWA,Tokugawa,aom,,
unit,UNIT_HERACLIUS,Heraclius,aom,,
unit,UNIT_BARBAROSSA,Barbarossa,aom,,
unit,UNIT_MONTEZUMA,Montezuma,aom,,
unit,UNIT_WILLIAM_THE_CONQUEROR,William The Conqueror,aom,,
unit,UNIT_GENGHIS_KHAN,Genghis Khan,aom,,
unit,UNIT_SOLIMAN_THE_MAGNIFICENT,Soliman The Magnificent,aom,,
unit,UNIT_TUTHMOSIS_III,Tuthmosis Iii,aom,,
unit,UNIT_EPAMINONDAS,Epaminondas,aom,,
unit,UNIT_VERCINGETORIX,Vercingetorix,aom,,
unit,UNIT_SCIPIO_AFRICANUS,Scipio Africanus,aom,,
unit,UNIT_BELISARIUS,Belisarius,aom,,
unit,UNIT_LEIV_ERIKSON,Leiv Erikson,aom,,
unit,UNIT_WU_TI,Wu Ti,aom,,
unit,UNIT_CHARLES_MARTEL,Charles Martel,aom,,
unit,UNIT_EL_CID,El Cid,aom,,
unit,UNIT_BOHEMUND,Bohemund,aom,,
unit,UNIT_DE_LA_VALETTE,De La Valette,aom,,
unit,UNIT_RICHARD_THE_LIONHEART,Richard The Lionheart,aom,,
unit,UNIT_ALP_ARSLAN,Alp Arslan,aom,,
unit,UNIT_JAN_ZISKA,Jan Ziska,aom,,
unit,UNIT_GONSALVO,Gonsalvo,aom,,
unit,UNIT_MARLBOROUGH,Marlborough,aom,,
unit,UNIT_WELLINGTON,Wellington,aom,,
unit,UNIT_DAVOUT,Davout,aom,,
unit,UNIT_DAVEY_CROCKET,Davey Crocket,aom,,
unit,UNIT_OYAMA,Oyama,aom,,
unit,UNIT_LUDENDORF,Ludendorf,aom,,
unit,UNIT_ROMMEL,Rommel,aom,,
unit,UNIT_PATTON,Patton,aom,,
unit,UNIT_MACARTHUR,Macarthur,aom,,
unit,UNIT_MOSHE_DAYAN,Moshe Dayan,aom,,
unit,UNIT_KING,King,aom,,
unit,UNIT_TOWN_WATCH,Town Watch,aom,,
unit,UNIT_ELITE_ADVANCED_WARRIOR,Elite Advanced Warrior,aom,,
unit,UNIT_ELITE_HEAVY_SWORDSMAN,Elite Heavy Swordsman,aom,,
unit,UNIT_ELITE_PHALANX,Elite Phalanx,aom,,
unit,UNIT_ELITE_PELTAST,Elite Peltast,aom,,
unit,UNIT_ELITE_AUXILLIARY_LEGION,Elite Auxilliary Legion,aom,,
unit,UNIT_ELITE_JAVELIN_CAVALRY,Elite Javelin Cavalry,aom,,
unit,UNIT_ELITE_CHARIOT,Elite Chariot,aom,,
unit,UNIT_ELITE_CHARIOT_ARCHER,Elite Chariot Archer,aom,,
unit,UNIT_ELITE_ARCHER,Elite Archer,aom,,
unit,UNIT_ELITE_COMPOSITE_ARCHER,Elite Composite Archer,aom,,
unit,UNIT_ELITE_GALLEY,Elite Galley,aom,,
unit,UNIT_ELITE_TRIREME,Elite Trireme,aom,,
unit,UNIT_ELITE_HORSEMAN,Elite Horseman,aom,,
unit,UNIT_ELITE_HEAVY_CAVALRY,Elite Heavy Cavalry,aom,,
unit,UNIT_ELITE_CATAPULT,Elite Catapult,aom,,
unit,UNIT_ELITE_CATAPHRACT,Elite Cataphract,aom,,
unit,UNIT_ELITE_BELFROI,Elite Belfroi,aom,,
unit,UNIT_ELITE_TREBUCHET,Elite Trebuchet,aom,,
unit,UNIT_ELITE_KNIGHT,Elite Knight,aom,,
unit,UNIT_ELITE_PIKEMEN,Elite Pikemen,aom,,
unit,UNIT_ELITE_CROSSBOWMAN,Elite Crossbowman,aom,,
unit,UNIT_ELITE_PRAETORIANS,Elite Praetorians,aom,,
unit,UNIT_ELITE_ELEPHANT_WARRIOR,Elite Elephant Warrior,aom,,
unit,UNIT_ELITE_JANISSARY,Elite Janissary,aom,,
unit,UNIT_ELITE_TEUTONIC_KNIGHT,Elite Teutonic Knight,aom,,
unit,UNIT_ELITE_HEPTIREME,Elite Heptireme,aom,,
unit,UNIT_ELITE_DROMON,Elite Dromon,aom,,
unit,UNIT_ELITE_HYPASPISTS,Elite Hypaspists,aom,,
unit,UNIT_ELITE_PEZHETEROI,Elite Pezheteroi,aom,,
unit,UNIT_ELITE_FEUDAL_INFANTRY,Elite Feudal Infantry,aom,,
unit,UNIT_ELITE_LONGBOW,Elite Longbow,aom,,
unit,UNIT_ELITE_FEUDAL_CAVALRY,Elite Feudal Cavalry,aom,,
unit,UNIT_ELITE_MEDIEVAL_INFANTRY,Elite Medieval Infantry,aom,,
unit,UNIT_ELITE_KNIGHT_TEMPLAR,Elite Knight Templar,aom,,
unit,UNIT_ELITE_EAGLE_ARCHER,Elite Eagle Archer,aom,,
unit,UNIT_ELITE_EAGLE_WARRIOR,Elite Eagle Warrior,aom,,
unit,UNIT_ELITE_MAMELUKE,Elite Mameluke,aom,,
unit,UNIT_ELITE_SAPHIA,Elite Saphia,aom,,
unit,UNIT_ELITE_SAMURAI,Elite Samurai,aom,,
unit,UNIT_ELITE_ONAGER,Elite Onager,aom,,
unit,UNIT_ELITE_AIRCRAFT_CARRIER,Elite Aircraft Carrier,aom,yes,era: AGE_SIX (via NAVAL_AVIATION)
unit,UNIT_ELITE_BATTLESHIP,Elite Battleship,aom,yes,era: AGE_SIX (via ADV_NAVAL_TACTICS)
unit,UNIT_ELITE_ARTILLERY,Elite Artillery,aom,yes,era: AGE_FIVE (via EXPLOSIVES)
unit,UNIT_ELITE_BOMBER,Elite Bomber,aom,yes,era: AGE_SIX (via JET_PROPULSION)
unit,UNIT_ELITE_CANNON,Elite Cannon,aom,yes,gunpowder artillery
unit,UNIT_ELITE_CAVALRY,Elite Cavalry,aom,,
unit,UNIT_ELITE_FIGHTER,Elite Fighter,aom,yes,era: AGE_SIX (via AERODYNAMICS)
unit,UNIT_ELITE_INFANTRYMAN,Elite Infantryman,aom,,
unit,UNIT_ELITE_INTERCEPTOR,Elite Interceptor,aom,yes,era: AGE_SEVEN (via SUPERSONIC_FLIGHT)
unit,UNIT_ELITE_MECHANISED_INFANTRY,Elite Mechanised Infantry,aom,,
unit,UNIT_ELITE_MUSKETMAN,Elite Musketman,aom,yes,gunpowder
unit,UNIT_ELITE_PARATROOPER,Elite Paratrooper,aom,yes,era: AGE_SIX (via ADV_INFANTRY_TACTICS)
unit,UNIT_ELITE_RADAR_ARTILLERY,Elite Radar Artillery,aom,yes,era: AGE_SEVEN (via COMPUTER)
unit,UNIT_ELITE_RIFLEMAN,Elite Rifleman,aom,yes,firearms
unit,UNIT_ELITE_TANK,Elite Tank,aom,yes,modern armor
unit,UNIT_COLUMN_BUILDER,Column Builder,aom,,
unit,UNIT_ARCH_BUILDER,Arch Builder,aom,,
unit,UNIT_FORTRESS_BUILDER,Fortress Builder,aom,,
unit,UNIT_SCIENCE_BUILDER,Science Builder,aom,,
unit,UNIT_PEACE_BUILDER,Peace Builder,aom,,
unit,UNIT_ASSAULT,Assault,aom,,
unit,UNIT_FISHING_FLEET,Fishing Fleet,aom,,
unit,UNIT_OCEAN_FISHING_FLEET,Ocean Fishing Fleet,aom,,
unit,UNIT_SCIENTIST,Scientist,aom,yes,era: AGE_FIVE (via INDUSTRIAL_REVOLUTION)
unit,UNIT_UN_PEACE_KEEPER,Un Peace Keeper,aom,yes,era: AGE_SIX (via ADV_URBAN_PLANNING)
unit,UNIT_AID_WORKER,Aid Worker,aom,yes,era: AGE_FIVE (via EXPLOSIVES)
unit,UNIT_FIRE_TRIREME,Fire Trireme,aom,,
unit,UNIT_H_ANGMAR,H Angmar,lotr,,
unit,UNIT_ANGMAR_H1,Angmar H1,lotr,,
unit,UNIT_ANGMAR_H2,Angmar H2,lotr,,
unit,UNIT_ANGMAR_H3,Angmar H3,lotr,,
unit,UNIT_ANGMAR_H4,Angmar H4,lotr,,
unit,UNIT_H_ARNOR,H Arnor,lotr,,
unit,UNIT_ARNOR_H1,Arnor H1,lotr,,
unit,UNIT_ARNOR_H2,Arnor H2,lotr,,
unit,UNIT_ARNOR_H3,Arnor H3,lotr,,
unit,UNIT_ARNOR_H4,Arnor H4,lotr,,
unit,UNIT_H_DWARVES,H Dwarves,lotr,,
unit,UNIT_DWARVES_H1,Dwarves H1,lotr,,
unit,UNIT_DWARVES_H2,Dwarves H2,lotr,,
unit,UNIT_DWARVES_H3,Dwarves H3,lotr,,
unit,UNIT_DWARVES_H4,Dwarves H4,lotr,,
unit,UNIT_H_EASTERLING,H Easterling,lotr,,
unit,UNIT_EASTERLING_H1,Easterling H1,lotr,,
unit,UNIT_EASTERLING_H2,Easterling H2,lotr,,
unit,UNIT_EASTERLING_H3,Easterling H3,lotr,,
unit,UNIT_H_GONDOR,H Gondor,lotr,,
unit,UNIT_GONDOR_H1,Gondor H1,lotr,,
unit,UNIT_GONDOR_H2,Gondor H2,lotr,,
unit,UNIT_GONDOR_H3,Gondor H3,lotr,,
unit,UNIT_GONDOR_H4,Gondor H4,lotr,,
unit,UNIT_GONDOR_H5,Gondor H5,lotr,,
unit,UNIT_GONDOR_H6,Gondor H6,lotr,,
unit,UNIT_H_HARADRIM,H Haradrim,lotr,,
unit,UNIT_HARADRIM_H1,Haradrim H1,lotr,,
unit,UNIT_HARADRIM_H2,Haradrim H2,lotr,,
unit,UNIT_HARADRIM_H3,Haradrim H3,lotr,,
unit,UNIT_H_HOBBITS,H Hobbits,lotr,,
unit,UNIT_HOBBITS_H1,Hobbits H1,lotr,,
unit,UNIT_HOBBITS_H2,Hobbits H2,lotr,,
unit,UNIT_HOBBITS_H3,Hobbits H3,lotr,,
unit,UNIT_H_ISENGARD,H Isengard,lotr,,
unit,UNIT_H_MORDOR,H Mordor,lotr,,
unit,UNIT_MORDOR_H1,Mordor H1,lotr,,
unit,UNIT_MORDOR_H2,Mordor H2,lotr,,
unit,UNIT_MORDOR_H3,Mordor H3,lotr,,
unit,UNIT_MORDOR_H4,Mordor H4,lotr,,
unit,UNIT_MORDOR_H5,Mordor H5,lotr,,
unit,UNIT_MORDOR_H6,Mordor H6,lotr,,
unit,UNIT_MORDOR_H7,Mordor H7,lotr,,
unit,UNIT_H_NORTHMEN,H Northmen,lotr,,
unit,UNIT_H_ROHAN,H Rohan,lotr,,
unit,UNIT_ROHAN_H1,Rohan H1,lotr,,
unit,UNIT_ROHAN_H2,Rohan H2,lotr,,
unit,UNIT_ROHAN_H3,Rohan H3,lotr,,
unit,UNIT_ROHAN_H4,Rohan H4,lotr,,
unit,UNIT_ROHAN_H5,Rohan H5,lotr,,
unit,UNIT_H_SINDAR,H Sindar,lotr,,
unit,UNIT_SINDAR_H1,Sindar H1,lotr,,
unit,UNIT_SINDAR_H2,Sindar H2,lotr,,
unit,UNIT_SINDAR_H2A,Sindar H2A,lotr,,
unit,UNIT_SINDAR_H3,Sindar H3,lotr,,
unit,UNIT_SINDAR_H4,Sindar H4,lotr,,
unit,UNIT_PALANTIR_I,Palantir I,lotr,,
unit,UNIT_PALANTIR_II,Palantir Ii,lotr,,
unit,UNIT_PALANTIR_III,Palantir Iii,lotr,,
unit,UNIT_PALANTIR_IV,Palantir Iv,lotr,,
unit,UNIT_GANDALF_I,Gandalf I,lotr,,
unit,UNIT_GANDALF_II,Gandalf Ii,lotr,,
unit,UNIT_BALROG,Balrog,lotr,,
unit,UNIT_SMAUG,Smaug,lotr,,
unit,UNIT_STORM,Storm,lotr,,
unit,UNIT_FUMES,Fumes,lotr,,
unit,UNIT_WATCHER,Watcher,lotr,,
unit,UNIT_JAVELIN_CAVALRY_ORCS,Javelin Cavalry Orcs,lotr,,
unit,UNIT_JAVELIN_CAVALRY_ROHAN,Javelin Cavalry Rohan,lotr,,
unit,UNIT_CHARIOT_EASTERLING,Chariot Easterling,lotr,,
unit,UNIT_MOUNTED_ARCHER_ROHAN,Mounted Archer Rohan,lotr,,
unit,UNIT_MOUNTED_ARCHER_ELVES,Mounted Archer Elves,lotr,,
unit,UNIT_HORSEMAN_ELVES,Horseman Elves,lotr,,
unit,UNIT_HORSEMAN_ROHAN,Horseman Rohan,lotr,,
unit,UNIT_MURMAKIL,Murmakil,lotr,,
unit,UNIT_SPEARMAN_ELITE,Spearman Elite,lotr,,
unit,UNIT_SPEARMAN_ORCS,Spearman Orcs,lotr,,
unit,UNIT_WARRIOR_ELITE,Warrior Elite,lotr,,
unit,UNIT_WARRIOR_ORCS,Warrior Orcs,lotr,,
unit,UNIT_HOPLITE_ELITE,Hoplite Elite,lotr,,
unit,UNIT_HOPLITE_ORCS,Hoplite Orcs,lotr,,
unit,UNIT_HYPASPISTS_ELITE,Hypaspists Elite,lotr,,
unit,UNIT_HYPASPISTS_ORCS,Hypaspists Orcs,lotr,,
unit,UNIT_LEGION_ELITE,Legion Elite,lotr,,
unit,UNIT_LEGION_ISENGARD,Legion Isengard,lotr,,
unit,UNIT_LEGION_ORCS,Legion Orcs,lotr,,
unit,UNIT_LEGION_DWARVES,Legion Dwarves,lotr,,
unit,UNIT_MAN_AT_ARMS_ELITE,Man At Arms Elite,lotr,,
unit,UNIT_MAN_AT_ARMS_ORCS,Man At Arms Orcs,lotr,,
unit,UNIT_PIKEMEN_ELITE,Pikemen Elite,lotr,,
unit,UNIT_PIKEMEN_ORCS,Pikemen Orcs,lotr,,
unit,UNIT_SLINGER_ORCS,Slinger Orcs,lotr,,
unit,UNIT_SLINGER_ELVES,Slinger Elves,lotr,,
unit,UNIT_ARCHER_ORCS,Archer Orcs,lotr,,
unit,UNIT_ARCHER_ELVES,Archer Elves,lotr,,
unit,UNIT_COMPOSITE_ARCHER_ORCS,Composite Archer Orcs,lotr,,
unit,UNIT_COMPOSITE_ARCHER_ELVES,Composite Archer Elves,lotr,,
unit,UNIT_CROSSBOWMAN_ELVES,Crossbowman Elves,lotr,,
unit,UNIT_BIREME_HARADRIM,Bireme Haradrim,lotr,,
unit,UNIT_PLUNDER,Plunder,lotr,,
unit,UNIT_PLUNDER_II,Plunder Ii,lotr,,
unit,UNIT_LEVIATHON,Leviathon,lotr,yes,era: AGE_NINE (via UNIFIED_PHYSICS)
unit,UNIT_MOREY_STRIKER,Morey Striker,lotr,yes,era: AGE_EIGHT (via GENETICS)
unit,UNIT_OCEAN_CITY,Ocean City,lotr,,
unit,UNIT_SPACE_CITY,Space City,lotr,yes,sci-fi
unit,UNIT_Z_FREIGHT_TRANSPORT,Z Freight Transport,lotr,yes,era: AGE_SEVEN (via GLOBAL_ECONOMICS)
unit,UNIT_CATAMARAN,Catamaran,lotr,,
advance,ADVANCE_ALCHEMY,Alchemy,base,,
advance,ADVANCE_ALPHABET,Alphabet,base,,
advance,ADVANCE_ANIMISM,Animism,base,,
advance,ADVANCE_ASTROLOGY,Astrology,base,,
advance,ADVANCE_ELDRITCH_LORE,Eldritch Lore,base,,
advance,ADVANCE_USER_DEF_TECH_A,User Def Tech A,base,,
advance,ADVANCE_BANKING,Banking,base,,
advance,ADVANCE_BRIDGE_BUILDING,Bridge Building,base,,
advance,ADVANCE_BRONZE_WORKING,Bronze Working,base,,
advance,ADVANCE_CEREMONIAL_BURIAL,Ceremonial Burial,base,,
advance,ADVANCE_GREATER_FAUNA_LORE,Greater Fauna Lore,base,,
advance,ADVANCE_CHIVALRY,Chivalry,base,,
advance,ADVANCE_CODE_OF_LAWS,Code of Laws,base,,
advance,ADVANCE_HEALING,Healing,base,,
advance,ADVANCE_LESSER_ENCHANMENTS,Lesser Enchanments,base,,
advance,ADVANCE_EXTRA_ADVANCE_4,Extra Advance 4,base,,
advance,ADVANCE_METAMORPHOSIS,Metamorphosis,base,,
advance,ADVANCE_CONSTRUCTION,Construction,base,,
advance,ADVANCE_PANTHEISM,Pantheism,base,,
advance,ADVANCE_CURRENCY,Currency,base,,
advance,ADVANCE_RUNE_LORE,Rune Lore,base,,
advance,ADVANCE_SEA_MASTERY,Sea Mastery,base,,
advance,ADVANCE_SHAMANISM,Shamanism,base,,
advance,ADVANCE_THAUMATURGY,Thaumaturgy,base,,
advance,ADVANCE_TACTICS,Tactics,base,,
advance,ADVANCE_FEUDALISM,Feudalism,base,,
advance,ADVANCE_WIZARDRY,Wizardry,base,,
advance,ADVANCE_GLYPHS,Glyphs,base,,
advance,ADVANCE_LIFE_MAGIC,Life Magic,base,,
advance,ADVANCE_CHAOS_MAGIC,Chaos Magic,base,,
advance,ADVANCE_SORCERY,Sorcery,base,,
advance,ADVANCE_LIFE_LORE,Life Lore,base,,
advance,ADVANCE_IRON_WORKING,Iron Working,base,,
advance,ADVANCE_LIFE_ADEPT,Life Adept,base,,
advance,ADVANCE_LIFE_MAGE,Life Mage,base,,
advance,ADVANCE_HOLY_WARRIORS,Holy Warriors,base,,
advance,ADVANCE_LITERACY,Literacy,base,,
advance,ADVANCE_LIFE_WIZARD,Life Wizard,base,,
advance,ADVANCE_LIFE_MASTER,Life Master,base,,
advance,ADVANCE_MAP_MAKING,Map Making,base,,
advance,ADVANCE_MASONRY,Masonry,base,,
advance,ADVANCE_CHAOS_LORE,Chaos Lore,base,,
advance,ADVANCE_MATHEMATICS,Mathematics,base,,
advance,ADVANCE_CHAOS_ADEPT,Chaos Adept,base,,
advance,ADVANCE_CHAOS_MAGE,Chaos Mage,base,,
advance,ADVANCE_CHAOS_WIZARD,Chaos Wizard,base,,
advance,ADVANCE_CHAOS_MASTER,Chaos Master,base,,
advance,ADVANCE_MONARCHY,Monarchy,base,,
advance,ADVANCE_THEOLOGY,Theology,base,,
advance,ADVANCE_MYSTICISM,Mysticism,base,,
advance,ADVANCE_NAVIGATION,Navigation,base,,
advance,ADVANCE_GRAND_MASTERY,Grand Mastery,base,,
advance,ADVANCE_SORCERY_MAGE,Sorcery Mage,base,,
advance,ADVANCE_PHILOSOPHY,Philosophy,base,,
advance,ADVANCE_SORCERY_WIZARD,Sorcery Wizard,base,,
advance,ADVANCE_SORCERY_MASTER,Sorcery Master,base,,
advance,ADVANCE_NATURE_LORE,Nature Lore,base,,
advance,ADVANCE_NATURE_ADEPT,Nature Adept,base,,
advance,ADVANCE_POTTERY,Pottery,base,,
advance,ADVANCE_NATURE_MAGE,Nature Mage,base,,
advance,ADVANCE_GREATER_ENCHANTMENTS,Greater Enchantments,base,,
advance,ADVANCE_NATURE_WIZARD,Nature Wizard,base,,
advance,ADVANCE_NATURE_MASTER,Nature Master,base,,
advance,ADVANCE_DEATH_LORE,Death Lore,base,,
advance,ADVANCE_THE_REPUBLIC,The Republic,base,,
advance,ADVANCE_DEATH_ADEPT,Death Adept,base,,
advance,ADVANCE_SANITATION,Sanitation,base,,
advance,ADVANCE_SEAFARING,Seafaring,base,,
advance,ADVANCE_DEATH_MAGE,Death Mage,base,,
advance,ADVANCE_DEATH_WIZARD,Death Wizard,base,,
advance,ADVANCE_DEATH_MASTER,Death Master,base,,
advance,ADVANCE_LEADERSHIP,Leadership,base,,
advance,ADVANCE_SORCEROUS_LORE,Sorcerous Lore,base,,
advance,ADVANCE_TRADE,Trade,base,,
advance,ADVANCE_UNIVERSITY,University,base,,
advance,ADVANCE_WARRIOR_CODE,Warrior Code,base,,
advance,ADVANCE_WRITING,Writing,base,,
advance,ADVANCE_FUTURE_TECHNOLOGY,Future Technology,base,,
advance,ADVANCE_FORCES_OF_NATURE,Forces of Nature,base,,
advance,ADVANCE_DEATH_MAGIC,Death Magic,base,,
advance,ADVANCE_SEA_LORE,Sea Lore,base,,
advance,ADVANCE_NATURE_MAGIC,Nature Magic,base,,
advance,ADVANCE_SORCERY_ADEPT,Sorcery Adept,base,,
advance,ADVANCE_ARTIFICING,Artificing,base,,
advance,ADVANCE_LESSER_FAUNA_LORE,Lesser Fauna Lore,base,,
advance,ADVANCE_PYROTECHNICS,Pyrotechnics,base,,
advance,ADVANCE_OCCULT_STUDIES,Occult Studies,base,,
advance,ADVANCE_ZZ_ADVANCED_FLIGHT,zz Advanced Flight,homm2,,
advance,ADVANCE_KNOWLEDGE_LVL_1,Knowledge Lvl. 1,homm2,,
advance,ADVANCE_CREATURES_LVL_6,Creatures Lvl. 6,homm2,,
advance,ADVANCE_CREATURES_LVL_2,Creatures Lvl. 2,homm2,,
advance,ADVANCE_CREATURES_LVL_4,Creatures Lvl. 4,homm2,,
advance,ADVANCE_BUILDINGS_LVL_1,Buildings Lvl. 1,homm2,,
advance,ADVANCE_ECONOMY_LVL_3,Economy Lvl. 3,homm2,,
advance,ADVANCE_BUILDINGS_LVL_3,Buildings Lvl. 3,homm2,,
advance,ADVANCE_KNIGHT,KNIGHT,homm2,,
advance,ADVANCE_HAPPINESS_LVL_1,Happiness Lvl. 1,homm2,,
advance,ADVANCE_KNOWLEDGE_LVL_7,Knowledge Lvl. 7,homm2,,
advance,ADVANCE_ZZ_CHIVALRY,zz Chivalry,homm2,,
advance,ADVANCE_LEADERSHIP_LVL_1,Leadership Lvl. 1,homm2,,
advance,ADVANCE_ZZ_COMBINED_ARMS,zz Combined Arms,homm2,,
advance,ADVANCE_ZZ_COMBUSTION,zz Combustion,homm2,,
advance,ADVANCE_LEADERSHIP_LVL_6,Leadership Lvl. 6,homm2,,
advance,ADVANCE_ZZ_COMPUTERS,zz Computers,homm2,yes,sci-fi
advance,ADVANCE_ZZ_CONSCRIPTION,zz Conscription,homm2,yes,modern doctrine
advance,ADVANCE_BUILDINGS_LVL_2,Buildings Lvl. 2,homm2,,
advance,ADVANCE_ECONOMY_LVL_7,Economy Lvl. 7,homm2,,
advance,ADVANCE_ECONOMY_LVL_1,Economy Lvl. 1,homm2,,
advance,ADVANCE_LEADERSHIP_LVL_5,Leadership Lvl. 5,homm2,,
advance,ADVANCE_ECONOMY_LVL_4,Economy Lvl. 4,homm2,,
advance,ADVANCE_ZZ_ELECTRICITY,zz Electricity,homm2,,
advance,ADVANCE_WARLOCK,WARLOCK,homm2,,
advance,ADVANCE_SORCERER,SORCERER,homm2,,
advance,ADVANCE_ZZ_ENVIRONMENTALISM,zz Environmentalism,homm2,,
advance,ADVANCE_ZZ_ESPIONAGE,zz Espionage,homm2,,
advance,ADVANCE_ZZ_EXPLOSIVES,zz Explosives,homm2,,
advance,ADVANCE_ZZ_FEUDALISM,zz Feudalism,homm2,,
advance,ADVANCE_ZZ_FLIGHT,zz Flight,homm2,,
advance,ADVANCE_LEADERSHIP_LVL_7,Leadership Lvl. 7,homm2,,
advance,ADVANCE_ZZ_FUSION_POWER,zz Fusion Power,homm2,yes,sci-fi
advance,ADVANCE_WIZARD,WIZARD,homm2,,
advance,ADVANCE_LEADERSHIP_LVL_4,Leadership Lvl. 4,homm2,,
advance,ADVANCE_ZZ_GUNPOWDER,zz Gunpowder,homm2,,
advance,ADVANCE_MILITARY_LVL_2,Military Lvl. 2,homm2,,
advance,ADVANCE_NECROMANCER,NECROMANCER,homm2,,
advance,ADVANCE_KNOWLEDGE_LVL_3,Knowledge Lvl. 3,homm2,,
advance,ADVANCE_ZZ_IRON_WORKING,zz Iron Working,homm2,,
advance,ADVANCE_HAPPINESS_LVL_7,Happiness Lvl. 7,homm2,,
advance,ADVANCE_BARBARIAN,BARBARIAN,homm2,,
advance,ADVANCE_ZZ_LEADERSHIP,zz Leadership,homm2,,
advance,ADVANCE_KNOWLEDGE_LVL_4,Knowledge Lvl. 4,homm2,,
advance,ADVANCE_BUILDINGS_LVL_7,Buildings Lvl. 7,homm2,,
advance,ADVANCE_ZZ_MAGNETISM,zz Magnetism,homm2,,
advance,ADVANCE_SEAFARING_LVL_2,Seafaring Lvl. 2,homm2,,
advance,ADVANCE_HAPPINESS_LVL_5,Happiness Lvl. 5,homm2,,
advance,ADVANCE_BUILDINGS_LVL_6,Buildings Lvl. 6,homm2,,
advance,ADVANCE_ZZ_MATHEMATICS,zz Mathematics,homm2,,
advance,ADVANCE_HAPPINESS_LVL_6,Happiness Lvl. 6,homm2,,
advance,ADVANCE_MILITARY_LVL_6,Military Lvl. 6,homm2,,
advance,ADVANCE_BUILDINGS_LVL_5,Buildings Lvl. 5,homm2,,
advance,ADVANCE_ZZ_MOBILE_WARFARE,zz Mobile Warfare,homm2,,
advance,ADVANCE_LEADERSHIP_LVL_2,Leadership Lvl. 2,homm2,,
advance,ADVANCE_ZZ_MONOTHEISM,zz Monotheism,homm2,,
advance,ADVANCE_HAPPINESS_LVL_2,Happiness Lvl. 2,homm2,,
advance,ADVANCE_SEAFARING_LVL_3,Seafaring Lvl. 3,homm2,,
advance,ADVANCE_CREATURES_LVL_7,Creatures Lvl. 7,homm2,,
advance,ADVANCE_SEAFARING_LVL_4,Seafaring Lvl. 4,homm2,,
advance,ADVANCE_XANADU,Xanadu,homm2,yes,pseudo-building (creature dwelling)
advance,ADVANCE_KNOWLEDGE_LVL_6,Knowledge Lvl. 6,homm2,,
advance,ADVANCE_ZZ_PLASTICS,zz Plastics,homm2,,
advance,ADVANCE_CREATURES_LVL_3,Creatures Lvl. 3,homm2,,
advance,ADVANCE_ZZ_POLYTHEISM,zz Polytheism,homm2,,
advance,ADVANCE_ECONOMY_LVL_5,Economy Lvl. 5,homm2,,
advance,ADVANCE_MILITARY_LVL_4,Military Lvl. 4,homm2,,
advance,ADVANCE_ZZ_RAILROAD,zz Railroad,homm2,yes,industrial (remapped)
advance,ADVANCE_SEAFARING_LVL_7,Seafaring Lvl. 7,homm2,,
advance,ADVANCE_SEAFARING_LVL_5,Seafaring Lvl. 5,homm2,,
advance,ADVANCE_SEAFARING_LVL_6,Seafaring Lvl. 6,homm2,,
