cell_index,name,domain,move,attack,defense,hp,firepower,cost,prereq,icon,sprite,sound_select1,sound_move,sound_attack
100,Nomad,0,1,0a,2d,10h,1f,7,nil,ICON_UNIT_NOMAD,SPRITE_NOMAD,SOUND_SELECT1_NOMAD,SOUND_MOVE_NOMAD,SOUND_ATTACK_NOMAD
101,Nuclear Submarine,2,10,10a,8d,15h,4f,21,ADVANCE_NUCLEAR_POWER,ICON_UNIT_NUCLEAR_SUBMARINE,SPRITE_NUCLEAR_SUBMARINE,SOUND_SELECT1_NUCLEAR_SUBMARINE,SOUND_MOVE_NUCLEAR_SUBMARINE,SOUND_ATTACK_NUCLEAR_SUBMARINE
102,Nuke,1,20,200a,2d,10h,1f,40,ADVANCE_NUCLEAR_POWER,ICON_UNIT_NUKE,SPRITE_NUKE,SOUND_SELECT1_NUKE,SOUND_MOVE_NUKE,SOUND_ATTACK_NUKE
104,Onager,0,1,1a,1d,10h,2f,8,ADVANCE_SIEGE_WEAPONS,ICON_UNIT_ONAGER,SPRITE_ONAGER,SOUND_SELECT1_ONAGER,SOUND_MOVE_ONAGER,SOUND_ATTACK_ONAGER
105,Organizer,0,3,0a,2d,10h,1f,10,ADVANCE_ECO_RELIGION,ICON_UNIT_ORGANIZER,SPRITE_ORGANIZER,SOUND_SELECT1_ORGANIZER,SOUND_MOVE_ORGANIZER,SOUND_ATTACK_ORGANIZER
106,Paratrooper,0,3,12a,9d,20h,3f,20,ADVANCE_ADV_INFANTRY_TACTICS,ICON_UNIT_PARATROOPER,SPRITE_PARATROOPER,SOUND_SELECT1_PARATROOPER,SOUND_MOVE_PARATROOPER,SOUND_ATTACK_PARATROOPER
107,Patriarch,0,3,0a,2d,10h,1f,15,ADVANCE_HEXTAPUL,ICON_UNIT_PATRIARCH,SPRITE_PATRIARCH,SOUND_SELECT1_PATRIARCH,SOUND_MOVE_PATRIARCH,SOUND_ATTACK_PATRIARCH
108,Pezhetairoi,0,2,5a,5d,15h,2f,5,ADVANCE_OLIGARCHY,ICON_UNIT_PEZHETEROI,SPRITE_PEZHETEROI,SOUND_SELECT1_PEZHETEROI,SOUND_MOVE_PEZHETEROI,SOUND_ATTACK_PEZHETEROI
109,Pikeman,0,1,3a,4d,16h,2f,5,ADVANCE_DARK_AGES,ICON_UNIT_PIKEMEN,SPRITE_PIKEMEN,SOUND_SELECT1_PIKEMEN,SOUND_MOVE_PIKEMEN,SOUND_ATTACK_PIKEMEN
110,Elite Pikeman,0,2,4a,5d,18h,2f,5,ADVANCE_HEXTAPUL,ICON_UNIT_PIKEMEN_ELITE,SPRITE_PIKEMEN_ELITE,SOUND_SELECT1_PIKEMEN_ELITE,SOUND_MOVE_PIKEMEN_ELITE,SOUND_ATTACK_PIKEMEN_ELITE
111,Pikeman Militia,0,1,3a,6d,30h,2f,5,ADVANCE_HEXTAPUL,ICON_UNIT_PIKEMEN_MILITIA,SPRITE_PIKEMEN,SOUND_SELECT1_PIKEMEN_MILITIA,SOUND_MOVE_PIKEMEN_MILITIA,SOUND_ATTACK_PIKEMEN_MILITIA
112,Plasma Destroyer,2,20,16a,12d,25h,4f,52,ADVANCE_PLASMA_WEAPONRY,ICON_UNIT_PLASMA_DESTROYER,SPRITE_PLASMA_DESTROYER,SOUND_SELECT1_PLASMA_DESTROYER,SOUND_MOVE_PLASMA_DESTROYER,SOUND_ATTACK_PLASMA_DESTROYER
113,Plunder I,0,1,0a,1d,5h,1f,1,ADVANCE_HEXTAPUL,ICON_UNIT_PLUNDER,SPRITE_PLUNDER,SOUND_SELECT1_PLUNDER,SOUND_MOVE_PLUNDER,SOUND_ATTACK_PLUNDER
114,Plunder II - Captives,0,1,0a,1d,5h,1f,2,ADVANCE_HEXTAPUL,ICON_UNIT_PLUNDER_II,SPRITE_PLUNDER_II,SOUND_SELECT1_PLUNDER_II,SOUND_MOVE_PLUNDER_II,SOUND_ATTACK_PLUNDER_II
115,Plunder III,0,1,0a,1d,5h,1f,4,ADVANCE_HEXTAPUL,ICON_UNIT_PLUNDER_III,SPRITE_PLUNDER_III,SOUND_SELECT1_PLUNDER_III,SOUND_MOVE_PLUNDER_III,SOUND_ATTACK_PLUNDER_III
116,Plunder IV,0,2,0a,1d,5h,1f,6,ADVANCE_HEXTAPUL,ICON_UNIT_PLUNDER_IV,SPRITE_PLUNDER_IV,SOUND_SELECT1_PLUNDER_IV,SOUND_MOVE_PLUNDER_IV,SOUND_ATTACK_PLUNDER_IV
117,Praetorian,0,2,6a,6d,18h,2f,6,ADVANCE_DICTATORSHIP,ICON_UNIT_PRAETORIAN,SPRITE_PRAETORIAN,SOUND_SELECT1_PRAETORIAN,SOUND_MOVE_PRAETORIAN,SOUND_ATTACK_PRAETORIAN
118,Prophet,0,2,0a,2d,10h,1f,5,ADVANCE_POLYTHEISM,ICON_UNIT_PROPHET,SPRITE_PROPHET,SOUND_SELECT1_PROPHET,SOUND_MOVE_PROPHET,SOUND_ATTACK_PROPHET
119,Quinquereme,2,8,5a,3d,15h,1f,6,ADVANCE_HULL_MAKING,ICON_UNIT_QUINQUEREME,SPRITE_QUINQUEREME,SOUND_SELECT1_QUINQUEREME,SOUND_MOVE_QUINQUEREME,SOUND_ATTACK_QUINQUEREME
120,Raider,0,4,3a,3d,10h,1f,9,ADVANCE_STIRRUP,ICON_UNIT_RAIDER,SPRITE_RAIDER,SOUND_SELECT1_RAIDER,SOUND_MOVE_RAIDER,SOUND_ATTACK_RAIDER
121,Red Guard,0,2,11a,8d,20h,3f,12,ADVANCE_COMMUNISM,ICON_UNIT_RED_GUARD,SPRITE_RED_GUARD,SOUND_SELECT1_RED_GUARD,SOUND_MOVE_RED_GUARD,SOUND_ATTACK_RED_GUARD
122,Reed Boat,2,4,1a,1d,10h,1f,1,ADVANCE_SHIP_BUILDING,ICON_UNIT_REED_BOAT,SPRITE_REED_BOAT,SOUND_SELECT1_REED_BOAT,SOUND_MOVE_REED_BOAT,SOUND_ATTACK_REED_BOAT
123,Scout,2,6,5a,4d,10h,3f,11,ADVANCE_INDUSTRIAL_REVOLUTION,ICON_UNIT_MONITOR,SPRITE_MONITOR,SOUND_SELECT1_SCOUT,SOUND_MOVE_SCOUT,SOUND_ATTACK_SCOUT
124,Scout Sub,2,16,5a,5d,15h,3f,28,ADVANCE_LIQUID_BREATHING_APPARATUS,ICON_UNIT_SCOUT_SUB,SPRITE_SCOUT_SUB,SOUND_SELECT1_SCOUT_SUB,SOUND_MOVE_SCOUT_SUB,SOUND_ATTACK_SCOUT_SUB
125,Sea Engineer,2,4,0a,2d,10h,1f,34,ADVANCE_NANO_ASSEMBLY,ICON_UNIT_SEA_ENGINEER,SPRITE_SEA_ENGINEER,SOUND_SELECT1_SEA_ENGINEER,SOUND_MOVE_SEA_ENGINEER,SOUND_ATTACK_SEA_ENGINEER
126,Secret Agent,0,3,0a,2d,10h,1f,15,ADVANCE_COMMUNISM,ICON_UNIT_SECRET_AGENT,SPRITE_SECRET_AGENT,SOUND_SELECT1_SECRET_AGENT,SOUND_MOVE_SECRET_AGENT,SOUND_ATTACK_SECRET_AGENT
127,Settler/Colonist,0,3,0a,3d,10h,1f,20,ADVANCE_TRIBUNAL_EMPIRE,ICON_UNIT_SETTLER,SPRITE_SETTLER,SOUND_SELECT1_SETTLER,SOUND_MOVE_SETTLER,SOUND_ATTACK_SETTLER
128,Ship of the Line,2,10,8a,5d,15h,3f,14,ADVANCE_NAVAL_TACTICS,ICON_UNIT_SHIP_OF_THE_LINE,SPRITE_SHIP_OF_THE_LINE,SOUND_SELECT1_SHIP_OF_THE_LINE,SOUND_MOVE_SHIP_OF_THE_LINE,SOUND_ATTACK_SHIP_OF_THE_LINE
129,Slaver,0,2,0a,2d,10h,1f,4,ADVANCE_SLAVE_LABOR,ICON_UNIT_SLAVER,SPRITE_SLAVER,SOUND_SELECT1_SLAVER,SOUND_MOVE_SLAVER,SOUND_ATTACK_SLAVER
130,Slave Trader,0,2,0a,2d,10h,1f,6,ADVANCE_CLASSICAL_EDUCATION,ICON_UNIT_SLAVE_TRADER,SPRITE_SLAVE_TRADER,SOUND_SELECT1_SLAVE_TRADER,SOUND_MOVE_SLAVE_TRADER,SOUND_ATTACK_SLAVE_TRADER
131,Slinger,0,1,1a,1d,8h,1f,2,ADVANCE_PROJECTILE_WEAPONS,ICON_UNIT_SLINGER,SPRITE_SLINGER,SOUND_SELECT1_SLINGER,SOUND_MOVE_SLINGER,SOUND_ATTACK_SLINGER
133,Space Plane,1,15,0a,2d,15h,1f,25,ADVANCE_SPACE_FLIGHT,ICON_UNIT_SPACE_PLANE,SPRITE_SPACE_PLANE,SOUND_SELECT1_SPACE_PLANE,SOUND_MOVE_SPACE_PLANE,SOUND_ATTACK_SPACE_PLANE
134,Spearman,0,1,2a,3d,10h,1f,1,ADVANCE_TOOLMAKING,ICON_UNIT_SPEARMAN,SPRITE_SPEARMAN,SOUND_SELECT1_SPEARMAN,SOUND_MOVE_SPEARMAN,SOUND_ATTACK_SPEARMAN
135,Elite Spearman,0,2,3a,4d,12h,1f,1,ADVANCE_HEXTAPUL,ICON_UNIT_SPEARMAN_ELITE,SPRITE_SPEARMAN_ELITE,SOUND_SELECT1_SPEARMAN_ELITE,SOUND_MOVE_SPEARMAN_ELITE,SOUND_ATTACK_SPEARMAN_ELITE
136,Spearman Militia,0,1,2a,3d,40h,1f,1,ADVANCE_HEXTAPUL,ICON_UNIT_SPEARMAN_MILITIA,SPRITE_SPEARMAN,SOUND_SELECT1_SPEARMAN_MILITIA,SOUND_MOVE_SPEARMAN_MILITIA,SOUND_ATTACK_SPEARMAN_MILITIA
137,Spy,0,2,0a,2d,10h,1f,12,ADVANCE_REPUBLIC,ICON_UNIT_SPY,SPRITE_SPY,SOUND_SELECT1_SPY,SOUND_MOVE_SPY,SOUND_ATTACK_SPY
138,Spy Plane,1,10,2a,4d,15h,2f,33,ADVANCE_AI_SURVEILLANCE,ICON_UNIT_SPY_PLANE,SPRITE_SPY_PLANE,SOUND_SELECT1_SPY_PLANE,SOUND_MOVE_SPY_PLANE,SOUND_ATTACK_SPY_PLANE
139,Stealth Bomber,1,10,16a,16d,20h,4f,39,ADVANCE_ADVANCED_COMPOSITES,ICON_UNIT_STEALTH_BOMBER,SPRITE_STEALTH_BOMBER,SOUND_SELECT1_STEALTH_BOMBER,SOUND_MOVE_STEALTH_BOMBER,SOUND_ATTACK_STEALTH_BOMBER
140,Stealth Fighter,1,15,18a,16d,20h,5f,33,ADVANCE_ADVANCED_COMPOSITES,ICON_UNIT_STEALTH_FIGHTER,SPRITE_STEALTH_FIGHTER,SOUND_SELECT1_STEALTH_FIGHTER,SOUND_MOVE_STEALTH_FIGHTER,SOUND_ATTACK_STEALTH_FIGHTER
141,Steamship,2,10,3a,4d,15h,2f,12,ADVANCE_INDUSTRIAL_REVOLUTION,ICON_UNIT_STEAMSHIP,SPRITE_STEAMSHIP,SOUND_SELECT1_STEAMSHIP,SOUND_MOVE_STEAMSHIP,SOUND_ATTACK_STEAMSHIP
142,Submarine,2,8,8a,6d,10h,3f,17,ADVANCE_INTERNAL_COMBUSTION,ICON_UNIT_SUBMARINE,SPRITE_SUBMARINE,SOUND_SELECT1_SUBMARINE,SOUND_MOVE_SUBMARINE,SOUND_ATTACK_SUBMARINE
143,Subneural Ad,1,5,0a,2d,10h,2f,22,ADVANCE_NEURAL_INTERFACE,ICON_UNIT_SUBNEURAL_AD,SPRITE_SUBNEURAL_AD,SOUND_SELECT1_SUBNEURAL_AD,SOUND_MOVE_SUBNEURAL_AD,SOUND_ATTACK_SUBNEURAL_AD
144,Swordsman,0,1,4a,2d,10h,1f,2,ADVANCE_COPPER_SMELTING,ICON_UNIT_SWORDSMAN,SPRITE_SWORDSMAN,SOUND_SELECT1_SWORDSMAN,SOUND_MOVE_SWORDSMAN,SOUND_ATTACK_SWORDSMAN
145,Tank,0,5,11a,8d,18h,3f,27,ADVANCE_TANK_WARFARE,ICON_UNIT_TANK,SPRITE_TANK,SOUND_SELECT1_TANK,SOUND_MOVE_TANK,SOUND_ATTACK_TANK
146,Televangelist,0,4,0a,2d,10h,1f,15,ADVANCE_MASS_MEDIA,ICON_UNIT_TELEVANGELIST,SPRITE_TELEVANGELIST,SOUND_SELECT1_TELEVANGELIST,SOUND_MOVE_TELEVANGELIST,SOUND_ATTACK_TELEVANGELIST
147,Teutonic Knight,0,3,8a,4d,15h,2f,6,ADVANCE_THEOLOGY,ICON_UNIT_TEUTONIC_KNIGHT,SPRITE_TEUTONIC_KNIGHT,SOUND_SELECT1_TEUTONIC_KNIGHT,SOUND_MOVE_TEUTONIC_KNIGHT,SOUND_ATTACK_TEUTONIC_KNIGHT
148,Trebuchet,0,1,1a,1d,10h,2f,9,ADVANCE_GREEK_FIRE,ICON_UNIT_TREBUCHET,SPRITE_TREBUCHET,SOUND_SELECT1_TREBUCHET,SOUND_MOVE_TREBUCHET,SOUND_ATTACK_TREBUCHET
149,Trireme,2,6,4a,2d,13h,1f,4,ADVANCE_MAP_MAKING,ICON_UNIT_TRIREME,SPRITE_TRIREME,SOUND_SELECT1_TRIREME,SOUND_MOVE_TRIREME,SOUND_ATTACK_TRIREME
150,Troop Ship,2,12,0a,4d,20h,1f,14,ADVANCE_INTERNAL_COMBUSTION,ICON_UNIT_TROOP_SHIP,SPRITE_TROOP_SHIP,SOUND_SELECT1_TROOP_SHIP,SOUND_MOVE_TROOP_SHIP,SOUND_ATTACK_TROOP_SHIP
151,Urban Planner,0,2,0a,2d,15h,1f,45,ADVANCE_ADV_URBAN_PLANNING,ICON_UNIT_URBAN_PLANNER,SPRITE_URBAN_PLANNER,SOUND_SELECT1_URBAN_PLANNER,SOUND_MOVE_URBAN_PLANNER,SOUND_ATTACK_URBAN_PLANNER
152,War Walker,0,5,11a,8d,20h,4f,40,ADVANCE_CYBERNETICS,ICON_UNIT_WAR_WALKER,SPRITE_WAR_WALKER,SOUND_SELECT1_WAR_WALKER,SOUND_MOVE_WAR_WALKER,SOUND_ATTACK_WAR_WALKER
153,Freight Transport,0,1,0a,0d,10h,0f,12,ADVANCE_GLOBAL_ECONOMICS,ICON_UNIT_FREIGHT_TRANSPORT,SPRITE_WARRIOR,SOUND_SELECT1_Z_FREIGHT_TRANSPORT,SOUND_MOVE_Z_FREIGHT_TRANSPORT,SOUND_ATTACK_Z_FREIGHT_TRANSPORT
154,Alexander the Great,0,3,5a,5d,22h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_ALEXANDER_THE_GREAT,SPRITE_ALEXANDER_THE_GREAT,SOUND_SELECT1_ALEXANDER_THE_GREAT,SOUND_MOVE_ALEXANDER_THE_GREAT,SOUND_ATTACK_ALEXANDER_THE_GREAT
155,Genghis,0,5,9a,8d,18h,3f,10,ADVANCE_HEXTAPUL,ICON_UNIT_GHENGIS,SPRITE_GHENGIS,SOUND_SELECT1_GHENGIS,SOUND_MOVE_GHENGIS,SOUND_ATTACK_GHENGIS
156,Sargon,0,3,5a,3d,18h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_SARGON,SPRITE_SARGON,SOUND_SELECT1_SARGON,SOUND_MOVE_SARGON,SOUND_ATTACK_SARGON
157,Hannibal,0,4,5a,5d,18h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_HANNIBAL,SPRITE_HANNIBAL,SOUND_SELECT1_HANNIBAL,SOUND_MOVE_HANNIBAL,SOUND_ATTACK_HANNIBAL
158,Caesar,0,3,5a,6d,22h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_CAESAR,SPRITE_CAESAR,SOUND_SELECT1_CAESAR,SOUND_MOVE_CAESAR,SOUND_ATTACK_CAESAR
159,Attila,0,5,8a,6d,18h,3f,10,ADVANCE_HEXTAPUL,ICON_UNIT_ATILLA,SPRITE_ATILLA,SOUND_SELECT1_ATILLA,SOUND_MOVE_ATILLA,SOUND_ATTACK_ATILLA
160,Saladin,0,4,6a,8d,18h,3f,10,ADVANCE_HEXTAPUL,ICON_UNIT_SALADIN,SPRITE_SALADIN,SOUND_SELECT1_SALADIN,SOUND_MOVE_SALADIN,SOUND_ATTACK_SALADIN
161,Charlemagne,0,4,9a,6d,18h,3f,10,ADVANCE_HEXTAPUL,ICON_UNIT_CHARLEMAGNE,SPRITE_CHARLEMAGNE,SOUND_SELECT1_CHARLEMAGNE,SOUND_MOVE_CHARLEMAGNE,SOUND_ATTACK_CHARLEMAGNE
162,Hernan Cortes,0,4,9a,6d,15h,3f,10,ADVANCE_HEXTAPUL,ICON_UNIT_HERNAN_CORTES,SPRITE_HERNAN_CORTES,SOUND_SELECT1_HERNAN_CORTES,SOUND_MOVE_HERNAN_CORTES,SOUND_ATTACK_HERNAN_CORTES
163,Ulysses Grant,0,5,9a,6d,15h,4f,10,ADVANCE_HEXTAPUL,ICON_UNIT_ULYSSES_GRANT,SPRITE_ULYSSES_GRANT,SOUND_SELECT1_ULYSSES_GRANT,SOUND_MOVE_ULYSSES_GRANT,SOUND_ATTACK_ULYSSES_GRANT
164,Gilgamesh,0,3,5a,3d,18h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_GILGAMESH,SPRITE_GREAT_KING,SOUND_SELECT1_GILGAMESH,SOUND_MOVE_GILGAMESH,SOUND_ATTACK_GILGAMESH
165,Field Marshall,0,4,9a,6d,15h,3f,10,ADVANCE_HEXTAPUL,ICON_UNIT_FIELD_MARSHALL,SPRITE_FIELD_MARSHALL,SOUND_SELECT1_FIELD_MARSHALL,SOUND_MOVE_FIELD_MARSHALL,SOUND_ATTACK_FIELD_MARSHALL
166,General,0,5,11a,8d,18h,4f,10,ADVANCE_HEXTAPUL,ICON_UNIT_GENERAL,SPRITE_GENERAL,SOUND_SELECT1_GENERAL,SOUND_MOVE_GENERAL,SOUND_ATTACK_GENERAL
167,Dwight Eisenhower,0,7,13a,10d,18h,4f,10,ADVANCE_HEXTAPUL,ICON_UNIT_DWIGHT_EISENHOWER,SPRITE_DWIGHT_EISENHOWER,SOUND_SELECT1_DWIGHT_EISENHOWER,SOUND_MOVE_DWIGHT_EISENHOWER,SOUND_ATTACK_DWIGHT_EISENHOWER
168,Norman Schwarzkopf,0,7,14a,12d,20h,4f,10,ADVANCE_HEXTAPUL,ICON_UNIT_NORMAN_SCHWARZKOPF,SPRITE_NORMAN_SCHWARZKOPF,SOUND_SELECT1_NORMAN_SCHWARZKOPF,SOUND_MOVE_NORMAN_SCHWARZKOPF,SOUND_ATTACK_NORMAN_SCHWARZKOPF
169,David,0,2,4a,3d,18h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_DAVID,SPRITE_DAVID,SOUND_SELECT1_DAVID,SOUND_MOVE_DAVID,SOUND_ATTACK_DAVID
170,Hammurabi,0,2,6a,6d,18h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_HAMMURABI,SPRITE_HAMMURABI,SOUND_SELECT1_HAMMURABI,SOUND_MOVE_HAMMURABI,SOUND_ATTACK_HAMMURABI
171,Khalid ibn al-Walid,0,4,8a,6d,18h,3f,10,ADVANCE_HEXTAPUL,ICON_UNIT_KHALID,SPRITE_KHALID,SOUND_SELECT1_KHALID,SOUND_MOVE_KHALID,SOUND_ATTACK_KHALID
172,Khufu,0,2,6a,6d,18h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_KHUFU,SPRITE_KHUFU,SOUND_SELECT1_KHUFU,SOUND_MOVE_KHUFU,SOUND_ATTACK_KHUFU
173,Leonidas,0,2,6a,9d,18h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_LEONIDAS,SPRITE_LEONIDAS,SOUND_SELECT1_LEONIDAS,SOUND_MOVE_LEONIDAS,SOUND_ATTACK_LEONIDAS
174,Marius,0,3,8a,6d,18h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_MARIUS,SPRITE_MARIUS,SOUND_SELECT1_MARIUS,SOUND_MOVE_MARIUS,SOUND_ATTACK_MARIUS
175,Nebuchadnezzar,0,3,7a,6d,18h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_NEBUCHADNEZZER,SPRITE_NEBUCHADNEZZER,SOUND_SELECT1_NEBUCHADNEZZER,SOUND_MOVE_NEBUCHADNEZZER,SOUND_ATTACK_NEBUCHADNEZZER
176,Pacal,0,2,8a,8d,18h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_PACAL,SPRITE_PACAL,SOUND_SELECT1_PACAL,SOUND_MOVE_PACAL,SOUND_ATTACK_PACAL
177,Ramesses,0,2,3a,3d,18h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_RAMSES,SPRITE_RAMSES,SOUND_SELECT1_RAMSES,SOUND_MOVE_RAMSES,SOUND_ATTACK_RAMSES
178,Spartacus,0,3,7a,6d,18h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_SPARTACUS,SPRITE_SPARTACUS,SOUND_SELECT1_SPARTACUS,SOUND_MOVE_SPARTACUS,SOUND_ATTACK_SPARTACUS
179,Sun Tzu,0,2,7a,8d,18h,3f,10,ADVANCE_HEXTAPUL,ICON_UNIT_SUN_TZU,SPRITE_SUN_TZU,SOUND_SELECT1_SUN_TZU,SOUND_MOVE_SUN_TZU,SOUND_ATTACK_SUN_TZU
180,Monitor,2,6,5a,4d,10h,3f,11,ADVANCE_INDUSTRIAL_REVOLUTION,ICON_UNIT_MONITOR,SPRITE_MONITOR,SOUND_SELECT1_MONITOR,SOUND_MOVE_MONITOR,SOUND_ATTACK_MONITOR
