lane,code,advance
unit,ADVANCE_VERTICAL_FLIGHT_AIRCRAFT,ADVANCE_VERTICAL_FLIGHT_AIRCRAFT
prereq,ADVANCE_VIRTUAL_DEMOCRACY,ADVANCE_VIRTUAL_DEMOCRACY
unit,ADVANCE_VIRTUAL_DEMOCRACY,ADVANCE_VIRTUAL_DEMOCRACY
prereq,ADVANCE_WATER_LIFTS,ADVANCE_WATER_LIFTS
unit,ADVANCE_WATER_LIFTS,ADVANCE_WATER_LIFTS
prereq,ADVANCE_WHEEL,ADVANCE_WHEEL
unit,ADVANCE_WHEEL,ADVANCE_WHEEL
prereq,ADVANCE_WRITING,ADVANCE_WRITING
unit,ADVANCE_WRITING,ADVANCE_WRITING
prereq,ADVANCE_Z_SARGON,ADVANCE_Z_SARGON
unit,ADVANCE_Z_SARGON,ADVANCE_Z_SARGON
prereq,ADVANCE_Z_ALEXANDER,ADVANCE_Z_ALEXANDER
unit,ADVANCE_Z_ALEXANDER,ADVANCE_Z_ALEXANDER
prereq,ADVANCE_Z_HANNIBAL,ADVANCE_Z_HANNIBAL
unit,ADVANCE_Z_HANNIBAL,ADVANCE_Z_HANNIBAL
prereq,ADVANCE_Z_CAESAR,ADVANCE_Z_CAESAR
unit,ADVANCE_Z_CAESAR,ADVANCE_Z_CAESAR
prereq,ADVANCE_HEXTAPUL,ADVANCE_HEXTAPUL
unit,ADVANCE_HEXTAPUL,ADVANCE_HEXTAPUL
