cell_index,name,code,prereq1,prereq2,epoch,category,icon,gameplay_str,historical_str,prereq_str,vari_str,stattext_str
74,Buildings Lvl. 4,San,Bri,Plu,2,4,ICON_ADVANCE_BUILDINGS_LVL_4,ADVANCE_BUILDINGS_LVL_4_GAMEPLAY,ADVANCE_BUILDINGS_LVL_4_HISTORICAL,ADVANCE_BUILDINGS_LVL_4_PREREQ,ADVANCE_BUILDINGS_LVL_4_STATISTICS,ADVANCE_BUILDINGS_LVL_4_PREREQ
75,Seafaring Lvl. 1,Sea,nil,nil,1,2,ICON_ADVANCE_SEAFARING_LVL_1,ADVANCE_SEAFARING_LVL_1_GAMEPLAY,ADVANCE_SEAFARING_LVL_1_HISTORICAL,ADVANCE_SEAFARING_LVL_1_PREREQ,ADVANCE_SEAFARING_LVL_1_STATISTICS,ADVANCE_SEAFARING_LVL_1_PREREQ
76,zz Space Flight,SFl,no,no,3,3,ICON_ADVANCE_ZZ_SPACE_FLIGHT,ADVANCE_ZZ_SPACE_FLIGHT_GAMEPLAY,ADVANCE_ZZ_SPACE_FLIGHT_HISTORICAL,ADVANCE_ZZ_SPACE_FLIGHT_PREREQ,ADVANCE_ZZ_SPACE_FLIGHT_STATISTICS,ADVANCE_ZZ_SPACE_FLIGHT_PREREQ
77,zz Stealth,Sth,no,no,3,0,ICON_ADVANCE_ZZ_STEALTH,ADVANCE_ZZ_STEALTH_GAMEPLAY,ADVANCE_ZZ_STEALTH_HISTORICAL,ADVANCE_ZZ_STEALTH_PREREQ,ADVANCE_ZZ_STEALTH_STATISTICS,ADVANCE_ZZ_STEALTH_PREREQ
78,NEUTRAL,SE,nil,no,0,4,ICON_ADVANCE_NEUTRAL,ADVANCE_NEUTRAL_GAMEPLAY,ADVANCE_NEUTRAL_HISTORICAL,ADVANCE_NEUTRAL_PREREQ,ADVANCE_NEUTRAL_STATISTICS,ADVANCE_NEUTRAL_PREREQ
79,Creatures Lvl. 5,Stl,Ato,Rad,3,3,ICON_ADVANCE_CREATURES_LVL_5,ADVANCE_CREATURES_LVL_5_GAMEPLAY,ADVANCE_CREATURES_LVL_5_HISTORICAL,ADVANCE_CREATURES_LVL_5_PREREQ,ADVANCE_CREATURES_LVL_5_STATISTICS,ADVANCE_CREATURES_LVL_5_PREREQ
80,zz Superconductor,Sup,no,no,3,3,ICON_ADVANCE_ZZ_SUPERCONDUCTOR,ADVANCE_ZZ_SUPERCONDUCTOR_GAMEPLAY,ADVANCE_ZZ_SUPERCONDUCTOR_HISTORICAL,ADVANCE_ZZ_SUPERCONDUCTOR_PREREQ,ADVANCE_ZZ_SUPERCONDUCTOR_STATISTICS,ADVANCE_ZZ_SUPERCONDUCTOR_PREREQ
81,zz Tactics,Tac,no,no,2,0,ICON_ADVANCE_ZZ_TACTICS,ADVANCE_ZZ_TACTICS_GAMEPLAY,ADVANCE_ZZ_TACTICS_HISTORICAL,ADVANCE_ZZ_TACTICS_PREREQ,ADVANCE_ZZ_TACTICS_STATISTICS,ADVANCE_ZZ_TACTICS_PREREQ
82,Happiness Lvl. 3,The,Mys,Cst,0,3,ICON_ADVANCE_HAPPINESS_LVL_3,ADVANCE_HAPPINESS_LVL_3_GAMEPLAY,ADVANCE_HAPPINESS_LVL_3_HISTORICAL,ADVANCE_HAPPINESS_LVL_3_PREREQ,ADVANCE_HAPPINESS_LVL_3_STATISTICS,ADVANCE_HAPPINESS_LVL_3_PREREQ
83,Creatures Lvl. 1,ToG,nil,nil,1,3,ICON_ADVANCE_CREATURES_LVL_1,ADVANCE_CREATURES_LVL_1_GAMEPLAY,ADVANCE_CREATURES_LVL_1_HISTORICAL,ADVANCE_CREATURES_LVL_1_PREREQ,ADVANCE_CREATURES_LVL_1_STATISTICS,ADVANCE_CREATURES_LVL_1_PREREQ
84,Economy Lvl. 2,Tra,Alp,Cur,0,1,ICON_ADVANCE_ECONOMY_LVL_2,ADVANCE_ECONOMY_LVL_2_GAMEPLAY,ADVANCE_ECONOMY_LVL_2_HISTORICAL,ADVANCE_ECONOMY_LVL_2_PREREQ,ADVANCE_ECONOMY_LVL_2_STATISTICS,ADVANCE_ECONOMY_LVL_2_PREREQ
85,Knowledge Lvl. 5,Uni,Lit,Gue,3,1,ICON_ADVANCE_KNOWLEDGE_LVL_5,ADVANCE_KNOWLEDGE_LVL_5_GAMEPLAY,ADVANCE_KNOWLEDGE_LVL_5_HISTORICAL,ADVANCE_KNOWLEDGE_LVL_5_PREREQ,ADVANCE_KNOWLEDGE_LVL_5_STATISTICS,ADVANCE_KNOWLEDGE_LVL_5_PREREQ
86,Military Lvl. 1,War,nil,nil,0,0,ICON_ADVANCE_MILITARY_LVL_1,ADVANCE_MILITARY_LVL_1_GAMEPLAY,ADVANCE_MILITARY_LVL_1_HISTORICAL,ADVANCE_MILITARY_LVL_1_PREREQ,ADVANCE_MILITARY_LVL_1_STATISTICS,ADVANCE_MILITARY_LVL_1_PREREQ
87,Military Lvl. 3,Whe,Hor,Tra,1,0,ICON_ADVANCE_MILITARY_LVL_3,ADVANCE_MILITARY_LVL_3_GAMEPLAY,ADVANCE_MILITARY_LVL_3_HISTORICAL,ADVANCE_MILITARY_LVL_3_PREREQ,ADVANCE_MILITARY_LVL_3_STATISTICS,ADVANCE_MILITARY_LVL_3_PREREQ
88,Knowledge Lvl. 2,Wri,Alp,CoL,1,1,ICON_ADVANCE_KNOWLEDGE_LVL_2,ADVANCE_KNOWLEDGE_LVL_2_GAMEPLAY,ADVANCE_KNOWLEDGE_LVL_2_HISTORICAL,ADVANCE_KNOWLEDGE_LVL_2_PREREQ,ADVANCE_KNOWLEDGE_LVL_2_STATISTICS,ADVANCE_KNOWLEDGE_LVL_2_PREREQ
89,Future Research,FT,Lab,Too,3,1,ICON_ADVANCE_FUTURE_RESEARCH,ADVANCE_FUTURE_RESEARCH_GAMEPLAY,ADVANCE_FUTURE_RESEARCH_HISTORICAL,ADVANCE_FUTURE_RESEARCH_PREREQ,ADVANCE_FUTURE_RESEARCH_STATISTICS,ADVANCE_FUTURE_RESEARCH_PREREQ
90,Military Lvl. 5,U1,Rad,Eco,2,0,ICON_ADVANCE_MILITARY_LVL_5,ADVANCE_MILITARY_LVL_5_GAMEPLAY,ADVANCE_MILITARY_LVL_5_HISTORICAL,ADVANCE_MILITARY_LVL_5_PREREQ,ADVANCE_MILITARY_LVL_5_STATISTICS,ADVANCE_MILITARY_LVL_5_PREREQ
91,Happiness Lvl. 4,U2,The,Bri,0,3,ICON_ADVANCE_HAPPINESS_LVL_4,ADVANCE_HAPPINESS_LVL_4_GAMEPLAY,ADVANCE_HAPPINESS_LVL_4_HISTORICAL,ADVANCE_HAPPINESS_LVL_4_PREREQ,ADVANCE_HAPPINESS_LVL_4_STATISTICS,ADVANCE_HAPPINESS_LVL_4_PREREQ
92,Military Lvl. 6,U3,U1,Pot,3,0,ICON_ADVANCE_MILITARY_LVL_6,ADVANCE_MILITARY_LVL_6_GAMEPLAY,ADVANCE_MILITARY_LVL_6_HISTORICAL,ADVANCE_MILITARY_LVL_6_PREREQ,ADVANCE_MILITARY_LVL_6_STATISTICS,ADVANCE_MILITARY_LVL_6_PREREQ
93,Non-Wizard,X1,no,no,0,0,ICON_ADVANCE_NON_WIZARD,ADVANCE_NON_WIZARD_GAMEPLAY,ADVANCE_NON_WIZARD_HISTORICAL,ADVANCE_NON_WIZARD_PREREQ,ADVANCE_NON_WIZARD_STATISTICS,ADVANCE_NON_WIZARD_PREREQ
94,Non-Sorceress,X2,no,no,0,0,ICON_ADVANCE_NON_SORCERESS,ADVANCE_NON_SORCERESS_GAMEPLAY,ADVANCE_NON_SORCERESS_HISTORICAL,ADVANCE_NON_SORCERESS_PREREQ,ADVANCE_NON_SORCERESS_STATISTICS,ADVANCE_NON_SORCERESS_PREREQ
95,Non-Barbarian,X3,no,no,0,0,ICON_ADVANCE_NON_BARBARIAN,ADVANCE_NON_BARBARIAN_GAMEPLAY,ADVANCE_NON_BARBARIAN_HISTORICAL,ADVANCE_NON_BARBARIAN_PREREQ,ADVANCE_NON_BARBARIAN_STATISTICS,ADVANCE_NON_BARBARIAN_PREREQ
96,Non-Necromancer,X4,no,no,0,0,ICON_ADVANCE_NON_NECROMANCER,ADVANCE_NON_NECROMANCER_GAMEPLAY,ADVANCE_NON_NECROMANCER_HISTORICAL,ADVANCE_NON_NECROMANCER_PREREQ,ADVANCE_NON_NECROMANCER_STATISTICS,ADVANCE_NON_NECROMANCER_PREREQ
97,Non-Knight,X5,no,no,0,0,ICON_ADVANCE_NON_KNIGHT,ADVANCE_NON_KNIGHT_GAMEPLAY,ADVANCE_NON_KNIGHT_HISTORICAL,ADVANCE_NON_KNIGHT_PREREQ,ADVANCE_NON_KNIGHT_STATISTICS,ADVANCE_NON_KNIGHT_PREREQ
98,Non-Warlock,X6,no,no,0,0,ICON_ADVANCE_NON_WARLOCK,ADVANCE_NON_WARLOCK_GAMEPLAY,ADVANCE_NON_WARLOCK_HISTORICAL,ADVANCE_NON_WARLOCK_PREREQ,ADVANCE_NON_WARLOCK_STATISTICS,ADVANCE_NON_WARLOCK_PREREQ
99,Non-Neutral,X7,no,no,0,0,ICON_ADVANCE_NON_NEUTRAL,ADVANCE_NON_NEUTRAL_GAMEPLAY,ADVANCE_NON_NEUTRAL_HISTORICAL,ADVANCE_NON_NEUTRAL_PREREQ,ADVANCE_NON_NEUTRAL_STATISTICS,ADVANCE_NON_NEUTRAL_PREREQ
